#step	time	iterations	error_displacements	error_residuals	error_energy	converged	elapsed_time
220	2.200000e-02	1.000000e+01	9.639897e-05	7.405961e-06	3.733898e-05	1.000000e+00	3.510587e+02
221	2.210000e-02	1.000000e+01	9.803007e-05	7.536445e-06	3.799356e-05	1.000000e+00	3.538040e+02
222	2.220000e-02	1.000000e+01	9.907311e-05	7.646737e-06	3.856557e-05	1.000000e+00	3.565452e+02
223	2.230000e-02	1.000000e+01	9.985445e-05	7.756875e-06	3.909841e-05	1.000000e+00	3.592931e+02
224	2.240000e-02	1.100000e+01	7.559879e-05	5.848000e-06	2.913048e-05	1.000000e+00	3.623117e+02
225	2.250000e-02	1.000000e+01	9.882458e-05	7.779088e-06	3.925536e-05	1.000000e+00	3.650836e+02
226	2.260000e-02	1.100000e+01	7.805616e-05	6.105523e-06	3.038630e-05	1.000000e+00	3.680710e+02
227	2.270000e-02	1.000000e+01	9.992095e-05	7.926281e-06	4.009409e-05	1.000000e+00	3.708226e+02
228	2.280000e-02	1.100000e+01	8.022789e-05	6.257694e-06	3.120532e-05	1.000000e+00	3.738104e+02
229	2.290000e-02	1.100000e+01	7.924073e-05	6.144297e-06	3.077264e-05	1.000000e+00	3.767996e+02
230	2.300000e-02	1.100000e+01	8.108983e-05	6.275412e-06	3.136290e-05	1.000000e+00	3.797885e+02
231	2.310000e-02	1.100000e+01	8.324051e-05	6.430499e-06	3.219762e-05	1.000000e+00	3.827836e+02
232	2.320000e-02	1.100000e+01	8.372482e-05	6.443618e-06	3.219919e-05	1.000000e+00	3.857734e+02
233	2.330000e-02	1.100000e+01	8.512981e-05	6.588566e-06	3.296390e-05	1.000000e+00	3.887673e+02
234	2.340000e-02	1.100000e+01	8.469510e-05	6.599534e-06	3.302600e-05	1.000000e+00	3.917606e+02
235	2.350000e-02	1.100000e+01	8.490300e-05	6.624746e-06	3.317688e-05	1.000000e+00	3.947587e+02
236	2.360000e-02	1.100000e+01	8.561686e-05	6.738290e-06	3.377738e-05	1.000000e+00	3.977584e+02
237	2.370000e-02	1.100000e+01	8.587851e-05	6.756720e-06	3.387176e-05	1.000000e+00	4.007550e+02
238	2.380000e-02	1.100000e+01	8.723371e-05	6.922339e-06	3.471569e-05	1.000000e+00	4.037558e+02
