#step	time	u[m]	load[N]	reaction[N]	Wint[J]	Wext[J]	Wkin[J]
479	4.790000e-02	-2.345000e-04	-3.716254e+05	3.716254e+05	4.722703e+01	4.722800e+01	2.159350e-05
480	4.800000e-02	-2.350000e-04	-3.721740e+05	3.721735e+05	4.741291e+01	4.741389e+01	2.137523e-05
481	4.810000e-02	-2.355000e-04	-3.727317e+05	3.727321e+05	4.759907e+01	4.760005e+01	2.137211e-05
482	4.820000e-02	-2.360000e-04	-3.732792e+05	3.732787e+05	4.778550e+01	4.778649e+01	2.158780e-05
483	4.830000e-02	-2.365000e-04	-3.738282e+05	3.738284e+05	4.797221e+01	4.797321e+01	2.134891e-05
484	4.840000e-02	-2.370000e-04	-3.743791e+05	3.743789e+05	4.815920e+01	4.816020e+01	2.149703e-05
485	4.850000e-02	-2.375000e-04	-3.749227e+05	3.749224e+05	4.834645e+01	4.834746e+01	2.151445e-05
486	4.860000e-02	-2.380000e-04	-3.754697e+05	3.754695e+05	4.853398e+01	4.853500e+01	2.139912e-05
487	4.870000e-02	-2.385000e-04	-3.760144e+05	3.760144e+05	4.872178e+01	4.872281e+01	2.157880e-05
488	4.880000e-02	-2.390000e-04	-3.765550e+05	3.765549e+05	4.890986e+01	4.891089e+01	2.144923e-05
489	4.890000e-02	-2.395000e-04	-3.770988e+05	3.770986e+05	4.909820e+01	4.909925e+01	2.150364e-05
490	4.900000e-02	-2.400000e-04	-3.776370e+05	3.776371e+05	4.928682e+01	4.928787e+01	2.156114e-05
491	4.910000e-02	-2.405000e-04	-3.781761e+05	3.781758e+05	4.947570e+01	4.947676e+01	2.146594e-05
492	4.920000e-02	-2.410000e-04	-3.787142e+05	3.787142e+05	4.966486e+01	4.966593e+01	2.157566e-05
493	4.930000e-02	-2.415000e-04	-3.792487e+05	3.792485e+05	4.985428e+01	4.985536e+01	2.154415e-05
494	4.940000e-02	-2.420000e-04	-3.797844e+05	3.797843e+05	5.004397e+01	5.004506e+01	2.153584e-05
495	4.950000e-02	-2.425000e-04	-3.803167e+05	3.803165e+05	5.023393e+01	5.023502e+01	2.160572e-05
496	4.960000e-02	-2.430000e-04	-3.808433e+05	3.808432e+05	5.042415e+01	5.042525e+01	2.165308e-05
497	4.970000e-02	-2.435000e-04	-3.813794e+05	3.813794e+05	5.061464e+01	5.061575e+01	2.140087e-05
498	4.980000e-02	-2.440000e-04	-3.819042e+05	3.819040e+05	5.080539e+01	5.080651e+01	2.184505e-05
499	4.990000e-02	-2.445000e-04	-3.824327e+05	3.824326e+05	5.099641e+01	5.099754e+01	2.139221e-05
500	5.000000e-02	-2.450000e-04	-3.829646e+05	3.829646e+05	5.118769e+01	5.118883e+01	2.170156e-05
501	5.010000e-02	-2.455000e-04	-3.834778e+05	3.834775e+05	5.137924e+01	5.138038e+01	2.181388e-05
502	5.020000e-02	-2.460000e-04	-3.840103e+05	3.840101e+05	5.157104e+01	5.157220e+01	2.127917e-05
503	5.030000e-02	-2.465000e-04	-3.845298e+05	3.845296e+05	5.176311e+01	5.176427e+01	2.211230e-05
504	5.040000e-02	-2.470000e-04	-3.850474e+05	3.850477e+05	5.195544e+01	5.195661e+01	2.138824e-05
505	5.050000e-02	-2.475000e-04	-3.855776e+05	3.855772e+05	5.214802e+01	5.214921e+01	2.167461e-05
506	5.060000e-02	-2.480000e-04	-3.860825e+05	3.860823e+05	5.234087e+01	5.234207e+01	2.203478e-05
507	5.070000e-02	-2.485000e-04	-3.866076e+05	3.866074e+05	5.253398e+01	5.253518e+01	2.126391e-05
508	5.080000e-02	-2.490000e-04	-3.871229e+05	3.871229e+05	5.272734e+01	5.272856e+01	2.218898e-05
509	5.090000e-02	-2.495000e-04	-3.876262e+05	3.876256e+05	5.292096e+01	5.292219e+01	2.163223e-05
510	5.100000e-02	-2.500000e-04	-3.881558e+05	3.881560e+05	5.311484e+01	5.311607e+01	2.150875e-05
511	5.110000e-02	-2.505000e-04	-3.886557e+05	3.886555e+05	5.330898e+01	5.331022e+01	2.232921e-05
512	5.120000e-02	-2.510000e-04	-3.891583e+05	3.891579e+05	5.350337e+01	5.350462e+01	2.149691e-05
513	5.130000e-02	-2.515000e-04	-3.896885e+05	3.896888e+05	5.369801e+01	5.369927e+01	2.160785e-05
514	5.140000e-02	-2.520000e-04	-3.901807e+05	3.901800e+05	5.389291e+01	5.389418e+01	2.238966e-05
515	5.150000e-02	-2.525000e-04	-3.906854e+05	3.906853e+05	5.408806e+01	5.408934e+01	2.140255e-05
516	5.160000e-02	-2.530000e-04	-3.912011e+05	3.912012e+05	5.428347e+01	5.428476e+01	2.201178e-05
517	5.170000e-02	-2.535000e-04	-3.916868e+05	3.916860e+05	5.447913e+01	5.448043e+01	2.214581e-05
518	5.180000e-02	-2.540000e-04	-3.922007e+05	3.922009e+05	5.467503e+01	5.467634e+01	2.138954e-05
519	5.190000e-02	-2.545000e-04	-3.927039e+05	3.927037e+05	5.487119e+01	5.487251e+01	2.230581e-05
520	5.200000e-02	-2.550000e-04	-3.931914e+05	3.931909e+05	5.506760e+01	5.506893e+01	2.183283e-05
521	5.210000e-02	-2.555000e-04	-3.936992e+05	3.936997e+05	5.526426e+01	5.526560e+01	2.170716e-05
522	5.220000e-02	-2.560000e-04	-3.941909e+05	3.941899e+05	5.546116e+01	5.546252e+01	2.224363e-05
523	5.230000e-02	-2.565000e-04	-3.946817e+05	3.946825e+05	5.565832e+01	5.565968e+01	2.168834e-05
524	5.240000e-02	-2.570000e-04	-3.951728e+05	3.951716e+05	5.585572e+01	5.585709e+01	2.220154e-05
525	5.250000e-02	-2.575000e-04	-3.956670e+05	3.956672e+05	5.605336e+01	5.605474e+01	2.168916e-05
526	5.260000e-02	-2.580000e-04	-3.961575e+05	3.961576e+05	5.625125e+01	5.625264e+01	2.215906e-05
527	5.270000e-02	-2.585000e-04	-3.966430e+05	3.966421e+05	5.644939e+01	5.645079e+01	2.190604e-05
528	5.280000e-02	-2.590000e-04	-3.971296e+05	3.971301e+05	5.664777e+01	5.664918e+01	2.206324e-05
529	5.290000e-02	-2.595000e-04	-3.976164e+05	3.976155e+05	5.684639e+01	5.684781e+01	2.199130e-05
530	5.300000e-02	-2.600000e-04	-3.980951e+05	3.980958e+05	5.704525e+01	5.704669e+01	2.213945e-05
531	5.310000e-02	-2.605000e-04	-3.985814e+05	3.985801e+05	5.724436e+01	5.724580e+01	2.189614e-05
532	5.320000e-02	-2.610000e-04	-3.990579e+05	3.990584e+05	5.744370e+01	5.744516e+01	2.235149e-05
533	5.330000e-02	-2.615000e-04	-3.995380e+05	3.995375e+05	5.764328e+01	5.764475e+01	2.185000e-05
534	5.340000e-02	-2.620000e-04	-4.000161e+05	4.000158e+05	5.784311e+01	5.784459e+01	2.232576e-05
535	5.350000e-02	-2.625000e-04	-4.004857e+05	4.004855e+05	5.804317e+01	5.804466e+01	2.211239e-05
536	5.360000e-02	-2.630000e-04	-4.009715e+05	4.009715e+05	5.824347e+01	5.824497e+01	2.188363e-05
537	5.370000e-02	-2.635000e-04	-4.014365e+05	4.014359e+05	5.844401e+01	5.844552e+01	2.256584e-05
538	5.380000e-02	-2.640000e-04	-4.019043e+05	4.019044e+05	5.864478e+01	5.864631e+01	2.191831e-05
539	5.390000e-02	-2.645000e-04	-4.023834e+05	4.023832e+05	5.884579e+01	5.884733e+01	2.216149e-05
540	5.400000e-02	-2.650000e-04	-4.028456e+05	4.028451e+05	5.904703e+01	5.904858e+01	2.241997e-05
541	5.410000e-02	-2.655000e-04	-4.033141e+05	4.033139e+05	5.924851e+01	5.925007e+01	2.201769e-05
542	5.420000e-02	-2.660000e-04	-4.037839e+05	4.037835e+05	5.945022e+01	5.945179e+01	2.240540e-05
543	5.430000e-02	-2.665000e-04	-4.042426e+05	4.042427e+05	5.965216e+01	5.965375e+01	2.228926e-05
544	5.440000e-02	-2.670000e-04	-4.047047e+05	4.047037e+05	5.985433e+01	5.985593e+01	2.233314e-05
545	5.450000e-02	-2.675000e-04	-4.051713e+05	4.051714e+05	6.005674e+01	6.005835e+01	2.225600e-05
546	5.460000e-02	-2.680000e-04	-4.056320e+05	4.056318e+05	6.025938e+01	6.026100e+01	2.240551e-05
547	5.470000e-02	-2.685000e-04	-4.060896e+05	4.060884e+05	6.046224e+01	6.046388e+01	2.241856e-05
548	5.480000e-02	-2.690000e-04	-4.065491e+05	4.065497e+05	6.066534e+01	6.066699e+01	2.233972e-05
549	5.490000e-02	-2.695000e-04	-4.070066e+05	4.070056e+05	6.086866e+01	6.087033e+01	2.247203e-05
550	5.500000e-02	-2.700000e-04	-4.074604e+05	4.074605e+05	6.107222e+01	6.107389e+01	2.241235e-05
551	5.510000e-02	-2.705000e-04	-4.079167e+05	4.079162e+05	6.127600e+01	6.127769e+01	2.243690e-05
552	5.520000e-02	-2.710000e-04	-4.083681e+05	4.083680e+05	6.148000e+01	6.148171e+01	2.253593e-05
553	5.530000e-02	-2.715000e-04	-4.088197e+05	4.088196e+05	6.168424e+01	6.168595e+01	2.242908e-05
554	5.540000e-02	-2.720000e-04	-4.092658e+05	4.092649e+05	6.188870e+01	6.189043e+01	2.270148e-05
555	5.550000e-02	-2.725000e-04	-4.097186e+05	4.097193e+05	6.209338e+01	6.209512e+01	2.226956e-05
556	5.560000e-02	-2.730000e-04	-4.101710e+05	4.101708e+05	6.229829e+01	6.230004e+01	2.262302e-05
557	5.570000e-02	-2.735000e-04	-4.106056e+05	4.106046e+05	6.250342e+01	6.250519e+01	2.277084e-05
558	5.580000e-02	-2.740000e-04	-4.110609e+05	4.110617e+05	6.270877e+01	6.271056e+01	2.212124e-05
559	5.590000e-02	-2.745000e-04	-4.115083e+05	4.115068e+05	6.291435e+01	6.291615e+01	2.284941e-05
560	5.600000e-02	-2.750000e-04	-4.119360e+05	4.119357e+05	6.312015e+01	6.312196e+01	2.279635e-05
561	5.610000e-02	-2.755000e-04	-4.123902e+05	4.123905e+05	6.332617e+01	6.332799e+01	2.215009e-05
562	5.620000e-02	-2.760000e-04	-4.128268e+05	4.128256e+05	6.353241e+01	6.353425e+01	2.321767e-05
563	5.630000e-02	-2.765000e-04	-4.132551e+05	4.132551e+05	6.373887e+01	6.374072e+01	2.248877e-05
564	5.640000e-02	-2.770000e-04	-4.137110e+05	4.137110e+05	6.394555e+01	6.394741e+01	2.236750e-05
565	5.650000e-02	-2.775000e-04	-4.141347e+05	4.141333e+05	6.415244e+01	6.415433e+01	2.340043e-05
566	5.660000e-02	-2.780000e-04	-4.145631e+05	4.145637e+05	6.435956e+01	6.436145e+01	2.234271e-05
567	5.670000e-02	-2.785000e-04	-4.150094e+05	4.150087e+05	6.456689e+01	6.456880e+01	2.276779e-05
568	5.680000e-02	-2.790000e-04	-4.154244e+05	4.154245e+05	6.477443e+01	6.477636e+01	2.321270e-05
569	5.690000e-02	-2.795000e-04	-4.158634e+05	4.158633e+05	6.498219e+01	6.498413e+01	2.221686e-05
570	5.700000e-02	-2.800000e-04	-4.162942e+05	4.162937e+05	6.519017e+01	6.519212e+01	2.329326e-05
571	5.710000e-02	-2.805000e-04	-4.167153e+05	4.167148e+05	6.539836e+01	6.540033e+01	2.263813e-05
572	5.720000e-02	-2.810000e-04	-4.171536e+05	4.171539e+05	6.560677e+01	6.560875e+01	2.266127e-05
573	5.730000e-02	-2.815000e-04	-4.175729e+05	4.175718e+05	6.581539e+01	6.581738e+01	2.322164e-05
574	5.740000e-02	-2.820000e-04	-4.179944e+05	4.179950e+05	6.602422e+01	6.602623e+01	2.262422e-05
575	5.750000e-02	-2.825000e-04	-4.184242e+05	4.184232e+05	6.623326e+01	6.623529e+01	2.295454e-05
576	5.760000e-02	-2.830000e-04	-4.188381e+05	4.188382e+05	6.644251e+01	6.644456e+01	2.303223e-05
577	5.770000e-02	-2.835000e-04	-4.192606e+05	4.192599e+05	6.665197e+01	6.665403e+01	2.272804e-05
578	5.780000e-02	-2.840000e-04	-4.196806e+05	4.196808e+05	6.686165e+01	6.686372e+01	2.306541e-05
579	5.790000e-02	-2.845000e-04	-4.200942e+05	4.200936e+05	6.707153e+01	6.707362e+01	2.289508e-05
580	5.800000e-02	-2.850000e-04	-4.205134e+05	4.205127e+05	6.728162e+01	6.728372e+01	2.288432e-05
581	5.810000e-02	-2.855000e-04	-4.209264e+05	4.209267e+05	6.749192e+01	6.749404e+01	2.308841e-05
582	5.820000e-02	-2.860000e-04	-4.213266e+05	4.213256e+05	6.770242e+01	6.770456e+01	2.327283e-05
583	5.830000e-02	-2.865000e-04	-4.217514e+05	4.217526e+05	6.791313e+01	6.791528e+01	2.244832e-05
584	5.840000e-02	-2.870000e-04	-4.221675e+05	4.221662e+05	6.812404e+01	6.812621e+01	2.333419e-05
585	5.850000e-02	-2.875000e-04	-4.225520e+05	4.225512e+05	6.833516e+01	6.833735e+01	2.351327e-05
586	5.860000e-02	-2.880000e-04	-4.229720e+05	4.229732e+05	6.854648e+01	6.854868e+01	2.236787e-05
587	5.870000e-02	-2.885000e-04	-4.233920e+05	4.233912e+05	6.875801e+01	6.876023e+01	2.327623e-05
588	5.880000e-02	-2.890000e-04	-4.237548e+05	4.237534e+05	6.896974e+01	6.897198e+01	2.414448e-05
589	5.890000e-02	-2.895000e-04	-4.241897e+05	4.241915e+05	6.918167e+01	6.918391e+01	2.156635e-05
590	5.900000e-02	-2.900000e-04	-4.246079e+05	4.246060e+05	6.939380e+01	6.939607e+01	2.434278e-05
591	5.910000e-02	-2.905000e-04	-4.249694e+05	4.249692e+05	6.960614e+01	6.960842e+01	2.328507e-05
592	5.920000e-02	-2.910000e-04	-4.253966e+05	4.253978e+05	6.981867e+01	6.982096e+01	2.229829e-05
593	5.930000e-02	-2.915000e-04	-4.257856e+05	4.257840e+05	7.003140e+01	7.003372e+01	2.435160e-05
594	5.940000e-02	-2.920000e-04	-4.261596e+05	4.261600e+05	7.024433e+01	7.024666e+01	2.289559e-05
595	5.950000e-02	-2.925000e-04	-4.265958e+05	4.265957e+05	7.045746e+01	7.045980e+01	2.236464e-05
596	5.960000e-02	-2.930000e-04	-4.269762e+05	4.269758e+05	7.067079e+01	7.067315e+01	2.450922e-05
597	5.970000e-02	-2.935000e-04	-4.273461e+05	4.273454e+05	7.088431e+01	7.088669e+01	2.283564e-05
598	5.980000e-02	-2.940000e-04	-4.277737e+05	4.277743e+05	7.109803e+01	7.110042e+01	2.261119e-05
599	5.990000e-02	-2.945000e-04	-4.281481e+05	4.281473e+05	7.131195e+01	7.131436e+01	2.441928e-05
600	6.000000e-02	-2.950000e-04	-4.285247e+05	4.285244e+05	7.152605e+01	7.152849e+01	2.270362e-05
601	6.010000e-02	-2.955000e-04	-4.289233e+05	4.289235e+05	7.174036e+01	7.174281e+01	2.353032e-05
602	6.020000e-02	-2.960000e-04	-4.293052e+05	4.293051e+05	7.195485e+01	7.195732e+01	2.329759e-05
603	6.030000e-02	-2.965000e-04	-4.296809e+05	4.296806e+05	7.216954e+01	7.217203e+01	2.357247e-05
604	6.040000e-02	-2.970000e-04	-4.300609e+05	4.300607e+05	7.238442e+01	7.238692e+01	2.330504e-05
605	6.050000e-02	-2.975000e-04	-4.304541e+05	4.304548e+05	7.259949e+01	7.260201e+01	2.307232e-05
606	6.060000e-02	-2.980000e-04	-4.308456e+05	4.308446e+05	7.281475e+01	7.281729e+01	2.333674e-05
607	6.070000e-02	-2.985000e-04	-4.311703e+05	4.311693e+05	7.303020e+01	7.303275e+01	2.541158e-05
608	6.080000e-02	-2.990000e-04	-4.316014e+05	4.316041e+05	7.324584e+01	7.324840e+01	2.094781e-05
609	6.090000e-02	-2.995000e-04	-4.320107e+05	4.320091e+05	7.346168e+01	7.346426e+01	2.547565e-05
610	6.100000e-02	-3.000000e-04	-4.322818e+05	4.322792e+05	7.367769e+01	7.368030e+01	2.534345e-05
611	6.110000e-02	-3.005000e-04	-4.327273e+05	4.327313e+05	7.389389e+01	7.389650e+01	2.082699e-05
612	6.120000e-02	-3.010000e-04	-4.331313e+05	4.331283e+05	7.411029e+01	7.411292e+01	2.620211e-05
613	6.130000e-02	-3.015000e-04	-4.333838e+05	4.333835e+05	7.432686e+01	7.432952e+01	2.537114e-05
614	6.140000e-02	-3.020000e-04	-4.338539e+05	4.338559e+05	7.454362e+01	7.454628e+01	2.030856e-05
615	6.150000e-02	-3.025000e-04	-4.342482e+05	4.342458e+05	7.476057e+01	7.476326e+01	2.792749e-05
616	6.160000e-02	-3.030000e-04	-4.344817e+05	4.344820e+05	7.497770e+01	7.498042e+01	2.470181e-05
617	6.170000e-02	-3.035000e-04	-4.349718e+05	4.349729e+05	7.519500e+01	7.519773e+01	2.026013e-05
618	6.180000e-02	-3.040000e-04	-4.353333e+05	4.353316e+05	7.541251e+01	7.541526e+01	2.935267e-05
619	6.190000e-02	-3.045000e-04	-4.355314e+05	4.355314e+05	7.563018e+01	7.563296e+01	2.516669e-05
620	6.200000e-02	-3.050000e-04	-4.360801e+05	4.360827e+05	7.584802e+01	7.585080e+01	1.974759e-05
621	6.210000e-02	-3.055000e-04	-4.364018e+05	4.363993e+05	7.606607e+01	7.606888e+01	3.486549e-05
622	6.220000e-02	-3.060000e-04	-4.366272e+05	4.366253e+05	7.628428e+01	7.628712e+01	2.224070e-05
623	6.230000e-02	-3.065000e-04	-4.371828e+05	4.371877e+05	7.650267e+01	7.650551e+01	2.059599e-05
624	6.240000e-02	-3.070000e-04	-4.374398e+05	4.374326e+05	7.672125e+01	7.672413e+01	3.466367e-05
625	6.250000e-02	-3.075000e-04	-4.377057e+05	4.377095e+05	7.693999e+01	7.694289e+01	2.140674e-05
626	6.260000e-02	-3.080000e-04	-4.382392e+05	4.382392e+05	7.715891e+01	7.716182e+01	2.167916e-05
627	6.270000e-02	-3.085000e-04	-4.384895e+05	4.384860e+05	7.737802e+01	7.738097e+01	3.157084e-05
628	6.280000e-02	-3.090000e-04	-4.387930e+05	4.387968e+05	7.759729e+01	7.760026e+01	2.119252e-05
629	6.290000e-02	-3.095000e-04	-4.392798e+05	4.392772e+05	7.781675e+01	7.781972e+01	2.304179e-05
630	6.300000e-02	-3.100000e-04	-4.395156e+05	4.395164e+05	7.803638e+01	7.803940e+01	2.946404e-05
631	6.310000e-02	-3.105000e-04	-4.398520e+05	4.398522e+05	7.825617e+01	7.825920e+01	2.115636e-05
632	6.320000e-02	-3.110000e-04	-4.403114e+05	4.403104e+05	7.847614e+01	7.847919e+01	2.369129e-05
633	6.330000e-02	-3.115000e-04	-4.405463e+05	4.405466e+05	7.869629e+01	7.869938e+01	2.860718e-05
634	6.340000e-02	-3.120000e-04	-4.408884e+05	4.408875e+05	7.891660e+01	7.891970e+01	2.141826e-05
635	6.350000e-02	-3.125000e-04	-4.413224e+05	4.413225e+05	7.913709e+01	7.914020e+01	2.403210e-05
636	6.360000e-02	-3.130000e-04	-4.415613e+05	4.415616e+05	7.935774e+01	7.936090e+01	2.814890e-05
637	6.370000e-02	-3.135000e-04	-4.419126e+05	4.419105e+05	7.957856e+01	7.958173e+01	2.144217e-05
638	6.380000e-02	-3.140000e-04	-4.423259e+05	4.423286e+05	7.979955e+01	7.980274e+01	2.474316e-05
639	6.390000e-02	-3.145000e-04	-4.425687e+05	4.425654e+05	8.002072e+01	8.002394e+01	2.712161e-05
640	6.400000e-02	-3.150000e-04	-4.429161e+05	4.429172e+05	8.024203e+01	8.024527e+01	2.189883e-05
641	6.410000e-02	-3.155000e-04	-4.433218e+05	4.433217e+05	8.046353e+01	8.046679e+01	2.437561e-05
642	6.420000e-02	-3.160000e-04	-4.435675e+05	4.435666e+05	8.068519e+01	8.068848e+01	2.742458e-05
643	6.430000e-02	-3.165000e-04	-4.438875e+05	4.438883e+05	8.090700e+01	8.091031e+01	2.250542e-05
644	6.440000e-02	-3.170000e-04	-4.442647e+05	4.442638e+05	8.112898e+01	8.113230e+01	2.473394e-05
645	6.450000e-02	-3.175000e-04	-4.445670e+05	4.445682e+05	8.135112e+01	8.135448e+01	2.489600e-05
646	6.460000e-02	-3.180000e-04	-4.448857e+05	4.448841e+05	8.157343e+01	8.157681e+01	2.406307e-05
647	6.470000e-02	-3.185000e-04	-4.452392e+05	4.452390e+05	8.179590e+01	8.179930e+01	2.379394e-05
648	6.480000e-02	-3.190000e-04	-4.455438e+05	4.455452e+05	8.201854e+01	8.202196e+01	2.579889e-05
649	6.490000e-02	-3.195000e-04	-4.458605e+05	4.458586e+05	8.224133e+01	8.224478e+01	2.355717e-05
650	6.500000e-02	-3.200000e-04	-4.461994e+05	4.461993e+05	8.246428e+01	8.246775e+01	2.470919e-05
651	6.510000e-02	-3.205000e-04	-4.464860e+05	4.464859e+05	8.268740e+01	8.269089e+01	2.558738e-05
652	6.520000e-02	-3.210000e-04	-4.468249e+05	4.468244e+05	8.291067e+01	8.291418e+01	2.319174e-05
653	6.530000e-02	-3.215000e-04	-4.471132e+05	4.471128e+05	8.313409e+01	8.313764e+01	2.714146e-05
654	6.540000e-02	-3.220000e-04	-4.474453e+05	4.474462e+05	8.335768e+01	8.336124e+01	2.252109e-05
655	6.550000e-02	-3.225000e-04	-4.477925e+05	4.477926e+05	8.358143e+01	8.358501e+01	2.536320e-05
656	6.560000e-02	-3.230000e-04	-4.480424e+05	4.480395e+05	8.380533e+01	8.380894e+01	2.670068e-05
657	6.570000e-02	-3.235000e-04	-4.483679e+05	4.483709e+05	8.402938e+01	8.403301e+01	2.286580e-05
658	6.580000e-02	-3.240000e-04	-4.487056e+05	4.487037e+05	8.425359e+01	8.425724e+01	2.582397e-05
659	6.590000e-02	-3.245000e-04	-4.489961e+05	4.489967e+05	8.447795e+01	8.448163e+01	2.440134e-05
660	6.600000e-02	-3.250000e-04	-4.493229e+05	4.493229e+05	8.470247e+01	8.470617e+01	2.405860e-05
661	6.610000e-02	-3.255000e-04	-4.496159e+05	4.496138e+05	8.492714e+01	8.493088e+01	2.607950e-05
662	6.620000e-02	-3.260000e-04	-4.498993e+05	4.499008e+05	8.515197e+01	8.515572e+01	2.432536e-05
663	6.630000e-02	-3.265000e-04	-4.502393e+05	4.502389e+05	8.537694e+01	8.538072e+01	2.397409e-05
664	6.640000e-02	-3.270000e-04	-4.505167e+05	4.505154e+05	8.560207e+01	8.560588e+01	2.647082e-05
665	6.650000e-02	-3.275000e-04	-4.508050e+05	4.508068e+05	8.582735e+01	8.583118e+01	2.387713e-05
666	6.660000e-02	-3.280000e-04	-4.511420e+05	4.511397e+05	8.605277e+01	8.605663e+01	2.443334e-05
667	6.670000e-02	-3.285000e-04	-4.513931e+05	4.513937e+05	8.627835e+01	8.628223e+01	2.721184e-05
668	6.680000e-02	-3.290000e-04	-4.517196e+05	4.517200e+05	8.650407e+01	8.650797e+01	2.244245e-05
669	6.690000e-02	-3.295000e-04	-4.520651e+05	4.520638e+05	8.672995e+01	8.673388e+01	2.566368e-05
670	6.700000e-02	-3.300000e-04	-4.522310e+05	4.522295e+05	8.695597e+01	8.695994e+01	3.027490e-05
671	6.710000e-02	-3.305000e-04	-4.525870e+05	4.525899e+05	8.718213e+01	8.718610e+01	2.071812e-05
672	6.720000e-02	-3.310000e-04	-4.529812e+05	4.529785e+05	8.740845e+01	8.741245e+01	2.712360e-05
673	6.730000e-02	-3.315000e-04	-4.531250e+05	4.531238e+05	8.763492e+01	8.763896e+01	2.965373e-05
674	6.740000e-02	-3.320000e-04	-4.534629e+05	4.534644e+05	8.786151e+01	8.786557e+01	2.121536e-05
675	6.750000e-02	-3.325000e-04	-4.538116e+05	4.538097e+05	8.808826e+01	8.809235e+01	2.816057e-05
676	6.760000e-02	-3.330000e-04	-4.539703e+05	4.539701e+05	8.831515e+01	8.831928e+01	2.815831e-05
677	6.770000e-02	-3.335000e-04	-4.543415e+05	4.543432e+05	8.854217e+01	8.854632e+01	2.097170e-05
678	6.780000e-02	-3.340000e-04	-4.546388e+05	4.546355e+05	8.876935e+01	8.877353e+01	3.123436e-05
679	6.790000e-02	-3.345000e-04	-4.548092e+05	4.548112e+05	8.899666e+01	8.900087e+01	2.542550e-05
680	6.800000e-02	-3.350000e-04	-4.552126e+05	4.552120e+05	8.922411e+01	8.922833e+01	2.153116e-05
681	6.810000e-02	-3.355000e-04	-4.554287e+05	4.554247e+05	8.945170e+01	8.945597e+01	3.439929e-05
682	6.820000e-02	-3.360000e-04	-4.556259e+05	4.556296e+05	8.967942e+01	8.968371e+01	2.310412e-05
683	6.830000e-02	-3.365000e-04	-4.560901e+05	4.560899e+05	8.990729e+01	8.991159e+01	2.139987e-05
684	6.840000e-02	-3.370000e-04	-4.562671e+05	4.562617e+05	9.013530e+01	9.013966e+01	3.671909e-05
685	6.850000e-02	-3.375000e-04	-4.564427e+05	4.564477e+05	9.036343e+01	9.036781e+01	2.261274e-05
686	6.860000e-02	-3.380000e-04	-4.568812e+05	4.568778e+05	9.059170e+01	9.059610e+01	2.256085e-05
687	6.870000e-02	-3.385000e-04	-4.570926e+05	4.570919e+05	9.082013e+01	9.082457e+01	3.214302e-05
688	6.880000e-02	-3.390000e-04	-4.572802e+05	4.572808e+05	9.104866e+01	9.105314e+01	2.413077e-05
689	6.890000e-02	-3.395000e-04	-4.576122e+05	4.576108e+05	9.127733e+01	9.128183e+01	2.456946e-05
690	6.900000e-02	-3.400000e-04	-4.578825e+05	4.578832e+05	9.150615e+01	9.151067e+01	2.646478e-05
691	6.910000e-02	-3.405000e-04	-4.581425e+05	4.581404e+05	9.173510e+01	9.173965e+01	2.508324e-05
692	6.920000e-02	-3.410000e-04	-4.583964e+05	4.583974e+05	9.196417e+01	9.196875e+01	2.658397e-05
693	6.930000e-02	-3.415000e-04	-4.586455e+05	4.586445e+05	9.219337e+01	9.219799e+01	2.532060e-05
694	6.940000e-02	-3.420000e-04	-4.589592e+05	4.589586e+05	9.242271e+01	9.242735e+01	2.399347e-05
695	6.950000e-02	-3.425000e-04	-4.591974e+05	4.591977e+05	9.265219e+01	9.265686e+01	2.852929e-05
696	6.960000e-02	-3.430000e-04	-4.594100e+05	4.594088e+05	9.288178e+01	9.288649e+01	2.511643e-05
697	6.970000e-02	-3.435000e-04	-4.597145e+05	4.597160e+05	9.311150e+01	9.311624e+01	2.427105e-05
698	6.980000e-02	-3.440000e-04	-4.598642e+05	4.598605e+05	9.334134e+01	9.334612e+01	3.310416e-05
699	6.990000e-02	-3.445000e-04	-4.602049e+05	4.602091e+05	9.357131e+01	9.357610e+01	2.037202e-05
700	7.000000e-02	-3.450000e-04	-4.605778e+05	4.605729e+05	9.380143e+01	9.380625e+01	2.939847e-05
701	7.010000e-02	-3.455000e-04	-4.606111e+05	4.606106e+05	9.403166e+01	9.403655e+01	3.431608e-05
702	7.020000e-02	-3.460000e-04	-4.609353e+05	4.609388e+05	9.426199e+01	9.426690e+01	2.045460e-05
703	7.030000e-02	-3.465000e-04	-4.613148e+05	4.613099e+05	9.449248e+01	9.449742e+01	2.914354e-05
704	7.040000e-02	-3.470000e-04	-4.613708e+05	4.613725e+05	9.472309e+01	9.472808e+01	3.310177e-05
705	7.050000e-02	-3.475000e-04	-4.616754e+05	4.616751e+05	9.495380e+01	9.495881e+01	2.072858e-05
706	7.060000e-02	-3.480000e-04	-4.620652e+05	4.620636e+05	9.518466e+01	9.518970e+01	2.754019e-05
707	7.070000e-02	-3.485000e-04	-4.621158e+05	4.621163e+05	9.541563e+01	9.542074e+01	3.487787e-05
708	7.080000e-02	-3.490000e-04	-4.623845e+05	4.623845e+05	9.564671e+01	9.565184e+01	2.097877e-05
709	7.090000e-02	-3.495000e-04	-4.627836e+05	4.627816e+05	9.587793e+01	9.588308e+01	2.632942e-05
710	7.100000e-02	-3.500000e-04	-4.627981e+05	4.627983e+05	9.610926e+01	9.611448e+01	3.908953e-05
