// ================================================================================
// CHRONO WORKBENCH - github.com/Concrete-Chrono-Development/chrono-preprocessor
//
// Copyright (c) 2023 
// All rights reserved. 
//
// Use of the code that generated this file is governed by a BSD-style license that
// can be found in the LICENSE file at the top level of the distribution and at
// github.com/Concrete-Chrono-Development/chrono-preprocessor/blob/main/LICENSE
//
// ================================================================================
// Tetrahedra Data File
// ================================================================================
//
// Data Structure:
// Node 1 Node 2 Node 3 Node 4
// Note: Node numbers are zero-indexed
//
// ================================================================================
45 46 179 1560
1537 1536 1616 1848
1271 1427 2086 1114
1933 1802 2064 1630
2041 1124 1977 1806
9 676 11 10
36 38 37 492
1122 14 1646 1622
2162 626 2148 1322
1825 1155 1300 1244
1481 1592 1642 1324
1155 2198 1300 1516
883 297 1508 1365
2026 882 1131 1896
1726 1628 1529 1858
461 440 441 1850
623 618 1697 1986
222 1619 1553 1070
853 711 672 1628
1682 1564 2124 1846
1054 1034 1661 1974
1372 2119 1344 2198
207 1479 1380 1785
1671 1747 2070 1396
2036 1717 1715 1334
1179 1722 2046 1094
1745 498 1364 2137
1411 1104 1210 1712
616 651 2084 1609
1479 1414 1646 1622
2070 724 1287 1290
1657 967 2035 1439
53 170 1034 30
2197 1284 2023 1540
1477 1714 1937 2262
1425 1870 1801 2249
370 1442 2009 2202
797 789 1791 2060
358 433 1120 1640
1527 1122 1609 1880
608 551 1433 1713
1801 1832 1094 1373
2026 1131 2229 2049
711 672 1628 1227
1169 1859 1070 1421
346 804 407 1557
137 200 1317 1574
1130 2247 2183 1742
1270 1651 1977 1347
1157 1160 1680 1724
2272 1649 1722 2010
20 19 18 1910
1576 1941 1266 2242
234 79 151 1749
2078 1306 1191 1653
18 482 1910 1720
1820 1050 1443 1538
2176 2186 2072 1440
483 599 646 1743
2140 1297 1481 1642
120 1285 2160 2106
1467 1126 2181 1796
1870 1329 1392 1885
68 516 69 1835
532 614 626 2148
1003 1038 1382 1640
2119 1510 1827 1354
1705 1464 1134 1947
1602 1882 2240 1577
2092 1098 1808 1078
147 233 97 1507
1768 715 1759 1152
228 220 149 1687
139 43 138 1780
721 1791 1946 1299
953 871 869 1526
588 600 1397 1760
704 948 832 753
169 936 61 1616
141 193 85 2201
711 672 1227 2080
183 1122 1609 1957
1177 2170 1324 1701
188 210 1785 1070
1672 1255 2219 2075
910 911 912 1359
332 375 468 2171
1213 2044 1185 1789
1225 1122 1277 1326
1130 516 1835 1464
565 2111 1262 1532
1668 1211 1605 1871
110 747 989 1711
1434 743 2256 1280
1049 986 1011 2110
1151 1278 2038 1580
141 153 71 2184
1028 975 58 1810
1042 632 2065 2037
1755 1621 1253 1769
2239 1571 2089 1168
1473 1280 1694 1888
483 251 250 1743
1452 762 1287 2019
1288 2205 1476 1548
198 111 1608 1518
2070 811 1821 1560
1246 1205 1443 2227
762 1452 1205 2019
1975 1210 1983 1712
745 741 2053 1444
552 116 551 1433
733 815 1347 2039
1491 1345 1596 1437
1935 1081 1370 2074
147 144 92 1507
1355 1305 1506 1588
492 616 1834 1957
358 1115 1786 1120
1626 2055 2241 1373
701 703 702 972
659 530 1818 1282
909 888 910 2111
72 721 776 1299
1434 755 1660 1184
186 31 2035 2209
46 124 1203 1518
189 125 126 1775
988 1056 1415 1657
582 653 1729 1645
417 424 313 1887
1686 1866 2277 1551
1949 1701 1499 1853
120 1285 2106 1689
618 1697 1986 1470
2241 1247 1627 2024
224 1460 1479 1785
974 998 1305 2037
1266 1230 2242 1159
984 983 985 1809
1162 1115 1779 1750
152 151 1384 1539
1520 1305 2065 2037
1608 1404 1518 1069
558 607 2065 1658
341 338 1041 433
481 645 597 2214
1053 1020 1538 1721
985 983 1058 1538
302 1327 2255 1186
928 952 892 1341
1663 1257 1770 2260
1883 1602 1081 1370
2272 1520 1649 2010
790 725 1184 1812
1167 1286 1271 1577
151 1384 2274 1749
1172 1595 1816 1107
559 561 1722 1315
784 787 1411 1757
390 379 1975 1495
1998 2133 1462 1424
1959 1183 1800 1254
1484 1604 1603 1920
129 186 221 1101
1355 1435 1813 1588
1049 1028 1439 1810
2205 1718 1476 1548
516 584 1705 1130
186 209 2209 1101
1803 1832 1793 2249
1962 1117 1421 1751
724 762 1287 1290
386 446 314 1193
1384 1130 2274 1180
2277 1351 1763 1410
174 131 1713 1262
775 774 1877 2211
1208 1950 1894 1374
1635 1314 1248 1838
786 783 1454 1377
2016 1562 2225 1227
1068 1134 1687 1890
1029 974 999 1898
1965 1287 2019 1459
131 1713 1262 1644
625 471 1102 2030
2176 1291 1440 1500
1138 1274 1716 2015
2 122 185 1544
168 57 933 1379
1204 1906 2239 2212
1292 782 2032 2083
1690 1426 1320 1600
1773 5 2091 2121
2109 1143 1659 1147
339 992 549 550
2172 1519 1247 1988
1288 2014 1641 1489
1708 1251 1607 1507
1409 730 1126 1337
384 387 1193 1067
250 599 398 303
404 1032 264 288
1377 1454 1280 1888
126 1775 1955 1584
2062 1474 1322 1127
1830 2044 1729 1156
217 211 79 1996
1364 1320 2215 1795
2282 1816 2210 1610
1148 1435 2110 2180
396 300 397 1819
1435 1088 1813 1588
482 651 1910 2267
2053 2050 2178 1129
761 817 855 1205
1360 1803 2249 2157
393 431 241 2264
347 748 349 346
337 466 1717 2036
1883 1139 1856 1487
167 59 1822 1810
2187 1111 1345 2236
279 278 280 2109
16 211 1996 2031
2208 1647 2275 1862
1634 1770 2265 1086
260 261 412 2250
1037 989 1608 1711
1911 1533 1129 1653
1032 404 1901 1664
469 315 1732 1852
756 791 1812 1719
1134 39 1687 1582
257 450 1420 1550
2222 1833 1804 1156
321 377 388 1716
1488 2119 1071 1372
1883 1602 1487 1675
817 761 841 1205
892 929 1341 2229
183 19 20 1910
679 848 810 1821
1126 1077 1444 1991
1985 1086 1585 2143
2084 1219 2259 1277
713 829 1573 1726
131 56 130 1868
1085 2266 1825 2040
1130 1180 2214 1645
2245 1946 2184 1299
1969 1087 2021 1639
1523 1913 1352 1719
1333 1602 1073 2240
80 81 119 2160
1498 1729 1309 1156
2094 2089 1709 2158
1728 1306 2178 2042
1442 426 2009 1968
1907 1361 1829 1510
1173 1278 1874 1963
69 1835 1464 1539
861 694 1562 1877
504 969 505 1382
214 78 234 1211
1414 1413 1646 1326
105 897 103 946
2252 2078 1191 1653
1633 1546 2166 1118
909 898 2111 1754
82 225 194 1615
1174 1512 1304 1939
1297 2170 1453 2151
238 396 1915 1349
1900 2218 1063 1201
1533 690 1486 2051
1447 1181 1890 1590
1628 672 1529 2080
190 184 37 1644
285 413 1105 2009
454 2159 2207 1451
1152 1842 1342 2219
401 795 312 259
1235 1407 1672 2181
1801 1312 1576 2242
895 343 344 750
633 949 1433 2111
944 895 343 345
884 907 1616 1848
480 2084 1219 2087
1117 1064 1563 2122
1283 2165 2118 1202
804 283 349 407
347 346 348 990
772 1145 1131 1924
184 37 1644 1957
2062 1526 2269 2008
1802 1836 1343 2093
5 88 1773 2091
2040 1846 1171 1504
1818 659 1282 1254
174 115 131 1262
711 853 2254 1726
829 853 734 1726
436 944 343 345
267 934 2206 1365
693 774 1337 1877
183 36 37 1957
1934 237 1594 1321
1348 1412 1597 1450
1160 1680 1251 1281
1629 1395 1332 2142
2137 1320 2215 1188
1143 1617 1863 2056
399 255 600 1397
1176 2161 1249 1703
672 710 737 2080
662 654 2076 1729
1131 708 1896 1674
299 436 944 883
877 954 1859 1553
1686 2277 1763 1765
424 358 359 1115
301 302 393 2255
14 218 1122 1880
1519 1893 1247 1080
480 2084 2087 1465
621 474 1294 2155
1575 2140 1297 2151
922 1379 1754 1684
1339 1568 1147 2133
1982 2087 1939 1535
1062 1776 2191 1558
1878 1223 1860 1849
483 611 252 1375
1133 1400 1201 1194
711 712 1227 2254
1150 2039 1704 1782
469 2192 1193 1852
953 1526 1500 1338
2170 1066 1324 1701
678 2032 2126 1231
131 115 1868 1262
1878 1844 1223 1849
1212 2211 1407 2181
1583 1137 1964 2236
1560 1638 1203 1287
1905 1405 2093 1430
1250 1066 1995 1828
1629 1429 1386 1699
174 38 608 1713
1702 1575 2140 1297
1397 399 2048 1760
1416 1067 1254 1327
2127 1416 1886 1327
2056 1617 2088 1554
1250 1066 2170 1872
1607 1251 1358 1507
2125 1762 1278 1963
220 219 149 1687
93 227 1283 1202
157 195 1895 1157
2171 1998 1462 1424
1565 1914 1221 1937
910 912 913 1359
114 174 38 608
949 507 888 2111
1295 1429 1802 1699
1434 1473 1725 1660
1818 1289 1953 1995
642 658 1982 2087
872 873 879 1117
2239 1121 1329 1449
486 487 878 1730
1036 435 290 1981
1912 1174 1939 1350
538 536 1575 1702
2170 1160 1453 1872
38 37 492 1713
1839 1791 1700 1946
1160 2170 1181 1872
802 172 47 1979
565 1433 1713 1262
1775 1506 1584 1658
1501 1418 1323 2006
117 950 55 199
507 552 633 949
1768 1142 1759 1423
174 608 1433 1713
1325 2165 2226 2279
1493 1484 1334 1603
56 55 57 889
164 19 146 1999
227 118 1780 1202
1330 1498 2222 1156
957 924 1559 1926
1262 1614 1225 1834
1912 1978 1082 1350
1837 2043 2003 1116
7 157 1895 1157
1713 1614 1262 1834
1471 1113 2194 1259
603 932 486 508
911 888 2139 1532
1501 1304 1323 1854
199 56 1868 1379
1192 1395 1751 2218
2142 1368 1693 2003
1304 1501 1933 1942
874 1117 1962 1528
566 567 1532 1215
1122 183 1609 1910
2147 1177 1642 1324
1534 1393 1494 1851
565 1713 1614 1262
19 218 14 1880
183 36 615 20
537 478 1521 1702
1713 565 1614 1834
1463 2109 1659 2116
581 1720 1540 2267
615 651 1609 1910
598 164 18 66
631 1772 1521 1702
581 1284 2153 1521
523 628 1282 1254
95 223 1919 2195
19 164 1720 1999
1284 1999 2023 1540
307 1927 1495 1757
1427 1271 1577 1114
1738 1220 1845 1236
1310 1959 1282 1254
2194 1471 1823 1108
99 214 234 1211
1953 2052 2061 1385
201 1775 1822 1955
1036 346 435 1557
909 949 888 2111
482 1910 1720 2267
908 963 1848 1666
394 247 2047 1438
651 616 615 1609
1035 1051 965 2190
195 196 1895 1582
8 591 67 157
37 1713 1644 1957
479 482 631 2267
1987 1629 1390 1175
569 641 1174 1465
1036 996 1981 1153
8 6 476 7
1978 1912 1501 1350
1166 2205 1993 1611
1157 1160 2153 1680
66 65 67 517
1179 2150 1091 2046
1818 1953 2061 1385
2170 1181 1872 1746
1210 1356 2073 1524
581 598 1284 1720
815 850 1420 2039
889 923 933 1379
139 233 93 1283
766 803 1925 1589
2027 418 1917 1492
2052 1066 2248 1853
770 768 2007 1928
2001 2138 1941 1889
36 183 615 1957
1157 1680 1251 1724
139 95 233 2195
190 131 130 1644
1602 1882 1073 2240
1914 1348 1541 1636
1251 2033 1358 1468
1284 1999 1708 2023
1574 1110 2058 1146
493 539 1746 1289
313 1887 1432 1852
200 62 63 1616
24 177 808 1954
490 488 966 1967
738 775 1301 1383
1745 573 1357 1828
1701 2066 1417 1781
1868 1262 1754 1684
489 966 2082 1967
1865 2005 1326 1555
486 603 485 1730
204 160 1460 1598
1803 1330 1893 1884
943 1117 1921 1579
823 769 716 1662
1870 2172 1801 1373
1614 1262 2005 1532
1357 587 1534 1514
253 254 418 2027
1477 532 1236 2148
1986 1470 1198 2150
569 502 641 1465
888 911 910 1359
1841 1435 1355 1588
1674 1131 1513 1187
1162 562 1943 1102
19 14 1999 1880
208 210 91 1785
2005 1225 1865 1326
285 412 284 1766
163 68 69 1835
1126 1409 1337 2181
1481 1410 2215 1734
2087 1174 1465 2259
115 174 1433 1262
197 146 1999 1708
2111 910 1754 1684
1730 932 2139 1926
898 552 949 1433
287 366 425 2237
573 498 574 1745
859 727 1991 1422
168 222 1619 1553
1632 1566 2114 1252
2005 1262 1684 1532
1614 565 1262 1532
1690 594 1426 2012
1670 1175 1600 1734
1225 1644 1625 1263
898 949 909 2111
1177 2170 1281 2151
246 675 792 245
1304 1942 1738 1854
1601 1858 2134 2135
1414 1140 1368 1646
1219 1319 2140 1277
196 39 1947 1582
92 233 1507 2118
651 1527 1609 1910
1157 2179 1724 1447
2125 1394 1084 2002
426 240 325 1968
1662 1142 1759 1632
1380 1785 1637 1070
94 159 1202 1572
473 595 1690 2012
1366 1452 1290 1945
1606 2268 1191 1504
616 615 1609 1957
657 574 1250 1745
1325 1332 1807 2279
139 227 43 1780
2170 1160 1281 1453
1057 1017 1025 2138
615 183 1609 1957
713 739 2254 1376
1699 1815 1405 2093
1890 1181 1781 1590
599 250 398 1743
1870 2172 1988 2239
465 1451 1300 1244
1148 2035 2209 1101
952 918 940 2136
1105 1145 2029 2021
886 905 947 2269
479 480 502 2084
144 145 1284 1680
2028 1534 2077 1931
395 439 1349 2280
593 538 553 1575
761 759 762 2019
607 173 2065 1658
479 480 2084 1219
399 382 254 2048
199 1868 1433 1754
1980 1913 1812 1719
1379 1684 1169 1619
1843 1170 1977 1806
269 268 270 2169
1282 628 1099 1886
222 188 1619 1070
2011 1370 1080 2199
488 601 1029 1967
516 583 584 1130
581 631 1540 1521
1522 1302 2152 1776
1527 2084 1609 1277
1859 877 1553 1774
439 396 1349 2280
119 98 2014 1489
1029 1052 966 1967
1473 1356 1694 2042
1162 564 1786 2167
2011 1583 2236 1149
696 45 810 1560
1946 1445 2245 2184
1620 524 1800 1254
1391 1210 1495 1710
575 392 477 243
951 896 547 548
1150 2039 1237 1704
1493 2098 1950 1208
1448 671 1150 1782
1962 874 1528 1859
1247 1519 2024 1988
2038 1278 1502 1580
1020 1018 1618 1497
563 489 602 2145
215 1773 2114 2132
140 776 9 1787
1370 1692 1595 1107
1755 1621 1804 1156
236 237 327 1321
8 591 157 1157
334 454 2207 1451
527 495 1453 1872
311 718 312 2032
2202 1311 1744 2049
1489 1883 1951 1139
843 756 2081 1719
2139 1532 1215 1926
1479 207 1380 1622
2248 1185 1381 1953
1277 1319 1807 1413
1121 2239 1329 1392
769 838 716 1759
57 889 933 1379
1359 2005 1912 1082
1140 1368 1837 2003
1026 1047 980 2138
1445 1235 2245 2038
1746 2066 1781 1381
1207 1257 1394 1728
651 1527 1910 2267
1807 1277 1413 1326
1702 537 1453 2244
631 580 537 1521
1652 287 2237 2047
495 667 1453 1872
1353 1189 1693 2003
193 140 10 1787
1167 1449 1196 1372
1066 2170 1872 1746
421 1490 2213 1469
1863 1659 1462 1450
1096 1194 1928 2058
2129 1446 1217 1788
1337 1409 1672 2181
183 184 1122 1957
168 57 27 933
767 705 1928 1461
1527 1319 1540 1219
191 1203 1952 1178
2024 1519 1204 1988
2089 1522 2094 1709
2084 651 1527 1609
517 591 579 2153
1319 1772 1540 1219
2274 1539 1139 2183
487 486 485 1730
1775 1841 1955 1506
1235 2181 1796 1257
1336 1940 1890 1781
1262 2111 1754 1684
55 56 199 889
950 55 199 889
88 162 161 1773
2093 2182 2064 1630
1575 593 1702 1219
74 75 142 1428
667 1250 1453 1872
2084 479 1527 2267
1713 1262 1225 1834
1075 1641 1856 1696
1130 2247 1134 1539
466 274 277 1604
598 164 1284 1720
1093 1213 1243 1831
1527 479 1540 2267
146 144 1284 1708
758 759 1069 2019
2119 1104 1071 1827
717 1768 1759 1152
1219 593 1982 1426
495 527 2179 1872
227 139 1283 1780
1433 633 2111 1262
1777 1212 1770 1086
852 862 1377 1911
174 37 1713 1644
1637 1169 1619 1421
1194 1142 2230 1423
874 954 1528 1859
872 874 1962 1859
1962 1528 1169 1859
1117 872 1962 1859
624 616 502 1834
193 84 85 2201
1110 1400 1146 1897
939 943 940 1921
169 936 29 61
1859 872 1774 1666
1380 1637 1619 1070
877 27 28 29
19 14 197 1999
721 1791 1839 1946
1319 2140 1277 1807
605 572 1127 1496
803 48 104 171
952 928 2136 1341
187 28 1536 1070
1110 1264 1400 1897
874 1117 1528 1563
63 884 946 1616
1637 1962 1169 1421
1662 1146 1897 1566
1380 188 1785 1070
1536 136 1537 1616
2121 1368 1192 1891
1860 1849 1985 2225
1122 218 1910 1880
367 442 443 1503
1150 806 2039 1782
564 606 2169 2167
2102 1565 1914 1221
757 755 1434 1245
2208 1994 1550 1647
280 396 439 2280
177 24 808 50
879 872 1117 1666
919 916 1110 2095
955 926 927 1563
1117 1859 1421 1666
1090 2265 1707 1191
922 913 954 1528
1407 1672 2219 2075
822 758 1638 2019
28 222 1553 1070
1084 1166 1993 1611
136 62 135 1537
1566 178 2114 1252
210 187 4 1961
879 963 1666 1579
137 171 49 1589
171 137 1925 1589
678 261 1976 2250
178 192 49 1566
267 934 876 2206
1142 1662 1759 1928
871 2176 1418 1500
1654 1063 1916 1878
1536 936 1616 1848
776 1787 1299 1938
1089 1332 2131 1325
1311 2202 2185 1924
135 192 1264 1566
2265 1707 1570 1455
3 192 2091 1566
906 887 1461 2058
1264 2121 1767 1897
1756 1573 2225 2271
1891 1842 1063 1142
2251 1738 1854 1220
898 909 950 1754
395 328 1272 1349
728 859 1991 1422
2159 383 1193 1814
1773 1632 2114 2132
532 473 1477 1236
1839 1475 2238 2219
895 344 751 750
1573 1227 2254 1726
960 903 1298 1932
166 154 1970 1700
1768 1842 2230 1152
1277 2140 1228 1807
1477 1917 2148 2262
982 1061 976 2108
688 284 812 1766
1791 797 2060 1970
1925 1574 1146 1566
370 285 406 1766
1791 71 2184 1299
1662 766 1925 1589
1537 135 1264 1574
51 1122 1625 1622
130 131 1868 1644
1358 2033 1515 1468
648 1362 1498 1309
2205 1718 1993 1611
1537 1110 1848 1574
877 28 1553 1774
192 3 1264 1566
1767 2121 1891 2069
2148 2162 1322 1492
26 25 680 1970
1474 2000 2112 1127
101 80 230 2014
1966 733 1347 2039
224 160 1572 1460
1969 1915 1087 1313
888 910 2111 1532
943 873 1623 1117
619 471 1793 1102
279 462 2109 2116
2014 1288 1476 2160
1863 2056 1866 1593
844 680 1158 2060
24 26 25 680
1770 1634 2265 1190
889 922 1379 1754
753 897 752 102
1839 1409 1255 1672
2066 1066 1949 2248
135 1537 1264 1961
1218 1586 1994 2223
1865 2259 1390 1904
777 788 1409 1946
188 187 210 1070
1778 1980 1812 1428
1125 1467 2053 1444
1293 2122 1248 2072
1296 1412 1597 1541
847 1954 2261 1158
2060 714 1839 1475
1912 1304 1501 1350
1169 1962 1859 1421
681 930 800 706
706 887 705 704
930 800 706 705
887 930 706 705
930 887 800 705
1395 1414 1368 1192
1070 1537 1961 1400
1925 137 1317 1574
48 803 697 1589
1235 1409 1946 2245
948 906 1461 1317
75 74 720 1428
105 103 200 946
1110 1537 1848 1400
26 166 25 1970
1110 1317 1574 2058
1388 1187 1097 1838
948 832 753 752
897 948 753 752
1463 1349 2280 1296
697 48 49 50
1096 1133 1194 2058
1194 1928 2058 1146
897 102 105 103
906 1461 1317 2058
105 200 63 946
