#step	time	iterations	error_displacements	error_residuals	error_energy	converged	elapsed_time
209	1.254000e-02	5.000000e+00	5.950369e-05	2.460872e-06	1.445107e-05	1.000000e+00	1.986611e+02
210	1.260000e-02	5.000000e+00	6.050700e-05	2.511321e-06	1.474947e-05	1.000000e+00	2.002506e+02
211	1.266000e-02	5.000000e+00	6.183839e-05	2.554628e-06	1.503805e-05	1.000000e+00	2.018339e+02
212	1.272000e-02	5.000000e+00	6.400135e-05	2.635794e-06	1.551041e-05	1.000000e+00	2.034194e+02
213	1.278000e-02	5.000000e+00	6.557959e-05	2.737679e-06	1.603754e-05	1.000000e+00	2.050095e+02
214	1.284000e-02	5.000000e+00	6.609005e-05	2.789517e-06	1.631562e-05	1.000000e+00	2.065857e+02
215	1.290000e-02	5.000000e+00	6.819519e-05	2.858305e-06	1.672149e-05	1.000000e+00	2.081777e+02
216	1.296000e-02	5.000000e+00	6.862668e-05	2.917426e-06	1.700896e-05	1.000000e+00	2.097643e+02
217	1.302000e-02	5.000000e+00	7.016162e-05	3.053393e-06	1.764707e-05	1.000000e+00	2.113663e+02
218	1.308000e-02	5.000000e+00	7.138787e-05	3.151643e-06	1.814227e-05	1.000000e+00	2.129608e+02
219	1.314000e-02	5.000000e+00	7.194543e-05	3.184275e-06	1.834939e-05	1.000000e+00	2.145444e+02
220	1.320000e-02	5.000000e+00	7.349186e-05	3.273255e-06	1.885364e-05	1.000000e+00	2.161416e+02
221	1.326000e-02	5.000000e+00	7.487425e-05	3.347832e-06	1.925090e-05	1.000000e+00	2.177238e+02
222	1.332000e-02	5.000000e+00	7.661934e-05	3.433066e-06	1.971596e-05	1.000000e+00	2.193197e+02
223	1.338000e-02	5.000000e+00	7.803493e-05	3.530213e-06	2.020915e-05	1.000000e+00	2.209095e+02
224	1.344000e-02	5.000000e+00	8.029676e-05	3.644496e-06	2.079533e-05	1.000000e+00	2.224987e+02
225	1.350000e-02	5.000000e+00	8.231319e-05	3.793075e-06	2.146138e-05	1.000000e+00	2.240915e+02
226	1.356000e-02	5.000000e+00	8.342488e-05	3.888533e-06	2.194178e-05	1.000000e+00	2.256731e+02
227	1.362000e-02	5.000000e+00	8.531781e-05	4.016478e-06	2.256074e-05	1.000000e+00	2.272738e+02
228	1.368000e-02	5.000000e+00	8.685798e-05	4.081902e-06	2.295159e-05	1.000000e+00	2.288612e+02
229	1.374000e-02	5.000000e+00	8.831407e-05	4.159879e-06	2.338463e-05	1.000000e+00	2.304571e+02
230	1.380000e-02	5.000000e+00	9.021560e-05	4.248612e-06	2.389097e-05	1.000000e+00	2.320520e+02
231	1.386000e-02	5.000000e+00	9.241808e-05	4.382412e-06	2.464334e-05	1.000000e+00	2.336405e+02
232	1.392000e-02	5.000000e+00	9.375967e-05	4.491412e-06	2.519714e-05	1.000000e+00	2.352379e+02
233	1.398000e-02	5.000000e+00	9.533801e-05	4.560999e-06	2.563998e-05	1.000000e+00	2.368295e+02
234	1.404000e-02	5.000000e+00	9.767554e-05	4.728824e-06	2.640458e-05	1.000000e+00	2.384267e+02
235	1.410000e-02	5.000000e+00	9.891487e-05	4.818040e-06	2.688806e-05	1.000000e+00	2.400212e+02
236	1.416000e-02	6.000000e+00	5.201769e-05	2.597055e-06	1.415317e-05	1.000000e+00	2.418471e+02
237	1.422000e-02	5.000000e+00	9.880443e-05	4.905566e-06	2.724291e-05	1.000000e+00	2.434513e+02
238	1.428000e-02	6.000000e+00	5.578448e-05	2.883870e-06	1.547034e-05	1.000000e+00	2.452805e+02
