#step	time	u[m]	load[N]	reaction[N]	Wint[J]	Wext[J]	Wkin[J]
1589	9.534000e-02	-4.717000e-04	-5.832060e+05	5.832042e+05	1.687611e+02	1.687788e+02	3.665557e-05
1590	9.540000e-02	-4.720000e-04	-5.832259e+05	5.832270e+05	1.689360e+02	1.689538e+02	3.612546e-05
1591	9.546000e-02	-4.723000e-04	-5.833088e+05	5.833097e+05	1.691109e+02	1.691288e+02	2.896649e-05
1592	9.552000e-02	-4.726000e-04	-5.834732e+05	5.834705e+05	1.692859e+02	1.693038e+02	2.659293e-05
1593	9.558000e-02	-4.729000e-04	-5.836074e+05	5.836099e+05	1.694609e+02	1.694788e+02	3.135606e-05
1594	9.564000e-02	-4.732000e-04	-5.836447e+05	5.836444e+05	1.696360e+02	1.696539e+02	3.870789e-05
1595	9.570000e-02	-4.735000e-04	-5.836700e+05	5.836678e+05	1.698110e+02	1.698290e+02	3.469752e-05
1596	9.576000e-02	-4.738000e-04	-5.837705e+05	5.837716e+05	1.699861e+02	1.700041e+02	2.854215e-05
1597	9.582000e-02	-4.741000e-04	-5.839379e+05	5.839392e+05	1.701612e+02	1.701793e+02	2.672635e-05
1598	9.588000e-02	-4.744000e-04	-5.840823e+05	5.840803e+05	1.703364e+02	1.703545e+02	3.075570e-05
1599	9.594000e-02	-4.747000e-04	-5.841408e+05	5.841405e+05	1.705115e+02	1.705297e+02	3.597369e-05
1600	9.600000e-02	-4.750000e-04	-5.841685e+05	5.841704e+05	1.706867e+02	1.707050e+02	3.595882e-05
1601	9.606000e-02	-4.753000e-04	-5.842655e+05	5.842646e+05	1.708619e+02	1.708803e+02	2.761732e-05
1602	9.612000e-02	-4.756000e-04	-5.844306e+05	5.844313e+05	1.710372e+02	1.710556e+02	2.724560e-05
1603	9.618000e-02	-4.759000e-04	-5.845396e+05	5.845364e+05	1.712125e+02	1.712309e+02	3.357941e-05
1604	9.624000e-02	-4.762000e-04	-5.845754e+05	5.845780e+05	1.713878e+02	1.714063e+02	3.633335e-05
1605	9.630000e-02	-4.765000e-04	-5.846376e+05	5.846389e+05	1.715632e+02	1.715817e+02	3.160115e-05
1606	9.636000e-02	-4.768000e-04	-5.847518e+05	5.847486e+05	1.717385e+02	1.717571e+02	2.874685e-05
1607	9.642000e-02	-4.771000e-04	-5.848833e+05	5.848857e+05	1.719139e+02	1.719325e+02	2.953620e-05
1608	9.648000e-02	-4.774000e-04	-5.849814e+05	5.849792e+05	1.720893e+02	1.721080e+02	3.282188e-05
1609	9.654000e-02	-4.777000e-04	-5.850328e+05	5.850332e+05	1.722648e+02	1.722835e+02	3.548247e-05
1610	9.660000e-02	-4.780000e-04	-5.851030e+05	5.851051e+05	1.724403e+02	1.724590e+02	3.092763e-05
1611	9.666000e-02	-4.783000e-04	-5.852406e+05	5.852391e+05	1.726158e+02	1.726346e+02	2.725622e-05
1612	9.672000e-02	-4.786000e-04	-5.853728e+05	5.853718e+05	1.727913e+02	1.728102e+02	3.053348e-05
1613	9.678000e-02	-4.789000e-04	-5.854379e+05	5.854386e+05	1.729669e+02	1.729858e+02	3.541792e-05
1614	9.684000e-02	-4.792000e-04	-5.854760e+05	5.854753e+05	1.731425e+02	1.731614e+02	3.509050e-05
1615	9.690000e-02	-4.795000e-04	-5.855567e+05	5.855566e+05	1.733181e+02	1.733371e+02	2.988481e-05
1616	9.696000e-02	-4.798000e-04	-5.856921e+05	5.856951e+05	1.734937e+02	1.735128e+02	2.850083e-05
1617	9.702000e-02	-4.801000e-04	-5.858080e+05	5.858045e+05	1.736694e+02	1.736885e+02	3.215522e-05
1618	9.708000e-02	-4.804000e-04	-5.858817e+05	5.858815e+05	1.738451e+02	1.738642e+02	3.370652e-05
1619	9.714000e-02	-4.807000e-04	-5.859540e+05	5.859572e+05	1.740208e+02	1.740400e+02	3.272170e-05
1620	9.720000e-02	-4.810000e-04	-5.860403e+05	5.860369e+05	1.741966e+02	1.742158e+02	3.167487e-05
1621	9.726000e-02	-4.813000e-04	-5.861497e+05	5.861501e+05	1.743724e+02	1.743916e+02	2.993972e-05
1622	9.732000e-02	-4.816000e-04	-5.862555e+05	5.862591e+05	1.745482e+02	1.745675e+02	3.142854e-05
1623	9.738000e-02	-4.819000e-04	-5.863375e+05	5.863329e+05	1.747240e+02	1.747434e+02	3.274638e-05
1624	9.744000e-02	-4.822000e-04	-5.864020e+05	5.864039e+05	1.748999e+02	1.749193e+02	3.390157e-05
1625	9.750000e-02	-4.825000e-04	-5.864758e+05	5.864775e+05	1.750758e+02	1.750952e+02	3.140426e-05
1626	9.756000e-02	-4.828000e-04	-5.865946e+05	5.865905e+05	1.752517e+02	1.752712e+02	2.911519e-05
1627	9.762000e-02	-4.831000e-04	-5.867107e+05	5.867142e+05	1.754276e+02	1.754472e+02	3.054464e-05
1628	9.768000e-02	-4.834000e-04	-5.867934e+05	5.867928e+05	1.756036e+02	1.756232e+02	3.305734e-05
1629	9.774000e-02	-4.837000e-04	-5.868503e+05	5.868484e+05	1.757796e+02	1.757993e+02	3.450408e-05
1630	9.780000e-02	-4.840000e-04	-5.869088e+05	5.869110e+05	1.759556e+02	1.759753e+02	3.226724e-05
1631	9.786000e-02	-4.843000e-04	-5.870243e+05	5.870221e+05	1.761317e+02	1.761514e+02	2.854705e-05
1632	9.792000e-02	-4.846000e-04	-5.871437e+05	5.871421e+05	1.763077e+02	1.763275e+02	3.123394e-05
1633	9.798000e-02	-4.849000e-04	-5.872185e+05	5.872246e+05	1.764838e+02	1.765037e+02	3.300984e-05
1634	9.804000e-02	-4.852000e-04	-5.872854e+05	5.872822e+05	1.766600e+02	1.766799e+02	3.384040e-05
1635	9.810000e-02	-4.855000e-04	-5.873558e+05	5.873515e+05	1.768361e+02	1.768561e+02	3.178602e-05
1636	9.816000e-02	-4.858000e-04	-5.874637e+05	5.874702e+05	1.770123e+02	1.770323e+02	2.912787e-05
1637	9.822000e-02	-4.861000e-04	-5.875805e+05	5.875777e+05	1.771885e+02	1.772085e+02	3.120129e-05
1638	9.828000e-02	-4.864000e-04	-5.876467e+05	5.876450e+05	1.773647e+02	1.773848e+02	3.406823e-05
1639	9.834000e-02	-4.867000e-04	-5.877198e+05	5.877228e+05	1.775410e+02	1.775611e+02	3.134335e-05
1640	9.840000e-02	-4.870000e-04	-5.878078e+05	5.878064e+05	1.777173e+02	1.777375e+02	3.195747e-05
1641	9.846000e-02	-4.873000e-04	-5.878860e+05	5.878845e+05	1.778936e+02	1.779138e+02	3.165348e-05
1642	9.852000e-02	-4.876000e-04	-5.879832e+05	5.879872e+05	1.780699e+02	1.780902e+02	3.051558e-05
1643	9.858000e-02	-4.879000e-04	-5.880831e+05	5.880789e+05	1.782463e+02	1.782666e+02	3.114923e-05
1644	9.864000e-02	-4.882000e-04	-5.881660e+05	5.881668e+05	1.784227e+02	1.784430e+02	3.205276e-05
1645	9.870000e-02	-4.885000e-04	-5.882420e+05	5.882442e+05	1.785991e+02	1.786195e+02	3.285630e-05
1646	9.876000e-02	-4.888000e-04	-5.883176e+05	5.883148e+05	1.787755e+02	1.787960e+02	3.126420e-05
1647	9.882000e-02	-4.891000e-04	-5.884055e+05	5.884082e+05	1.789520e+02	1.789725e+02	3.162027e-05
1648	9.888000e-02	-4.894000e-04	-5.884906e+05	5.884875e+05	1.791285e+02	1.791490e+02	3.149637e-05
1649	9.894000e-02	-4.897000e-04	-5.885640e+05	5.885655e+05	1.793050e+02	1.793256e+02	3.315493e-05
1650	9.900000e-02	-4.900000e-04	-5.886439e+05	5.886447e+05	1.794815e+02	1.795022e+02	3.093186e-05
1651	9.906000e-02	-4.903000e-04	-5.887485e+05	5.887477e+05	1.796581e+02	1.796788e+02	2.958131e-05
1652	9.912000e-02	-4.906000e-04	-5.888491e+05	5.888480e+05	1.798347e+02	1.798554e+02	3.182697e-05
1653	9.918000e-02	-4.909000e-04	-5.889158e+05	5.889180e+05	1.800113e+02	1.800321e+02	3.294100e-05
1654	9.924000e-02	-4.912000e-04	-5.889856e+05	5.889839e+05	1.801879e+02	1.802088e+02	3.252353e-05
1655	9.930000e-02	-4.915000e-04	-5.890691e+05	5.890664e+05	1.803646e+02	1.803855e+02	3.149334e-05
1656	9.936000e-02	-4.918000e-04	-5.891545e+05	5.891613e+05	1.805412e+02	1.805622e+02	3.114349e-05
1657	9.942000e-02	-4.921000e-04	-5.892493e+05	5.892455e+05	1.807180e+02	1.807390e+02	3.152148e-05
1658	9.948000e-02	-4.924000e-04	-5.893263e+05	5.893219e+05	1.808947e+02	1.809158e+02	3.257794e-05
1659	9.954000e-02	-4.927000e-04	-5.894016e+05	5.894090e+05	1.810715e+02	1.810926e+02	3.186651e-05
1660	9.960000e-02	-4.930000e-04	-5.894734e+05	5.894717e+05	1.812482e+02	1.812694e+02	3.375462e-05
1661	9.966000e-02	-4.933000e-04	-5.895272e+05	5.895225e+05	1.814250e+02	1.814462e+02	3.365599e-05
1662	9.972000e-02	-4.936000e-04	-5.896185e+05	5.896219e+05	1.816019e+02	1.816231e+02	3.048296e-05
1663	9.978000e-02	-4.939000e-04	-5.897311e+05	5.897329e+05	1.817787e+02	1.818000e+02	3.017394e-05
1664	9.984000e-02	-4.942000e-04	-5.898397e+05	5.898374e+05	1.819556e+02	1.819770e+02	3.131704e-05
1665	9.990000e-02	-4.945000e-04	-5.898958e+05	5.898930e+05	1.821325e+02	1.821539e+02	3.714568e-05
1666	9.996000e-02	-4.948000e-04	-5.899181e+05	5.899216e+05	1.823094e+02	1.823309e+02	3.531278e-05
1667	1.000200e-01	-4.951000e-04	-5.900100e+05	5.900129e+05	1.824864e+02	1.825079e+02	2.963155e-05
1668	1.000800e-01	-4.954000e-04	-5.901368e+05	5.901296e+05	1.826633e+02	1.826849e+02	2.971979e-05
1669	1.001400e-01	-4.957000e-04	-5.902423e+05	5.902451e+05	1.828403e+02	1.828620e+02	3.176055e-05
1670	1.002000e-01	-4.960000e-04	-5.902965e+05	5.903000e+05	1.830174e+02	1.830390e+02	3.645005e-05
1671	1.002600e-01	-4.963000e-04	-5.903277e+05	5.903228e+05	1.831944e+02	1.832161e+02	3.452863e-05
1672	1.003200e-01	-4.966000e-04	-5.904137e+05	5.904163e+05	1.833715e+02	1.833932e+02	2.965757e-05
1673	1.003800e-01	-4.969000e-04	-5.905430e+05	5.905424e+05	1.835486e+02	1.835704e+02	2.839505e-05
1674	1.004400e-01	-4.972000e-04	-5.906465e+05	5.906466e+05	1.837257e+02	1.837476e+02	3.227473e-05
1675	1.005000e-01	-4.975000e-04	-5.906844e+05	5.906848e+05	1.839028e+02	1.839248e+02	3.670066e-05
1676	1.005600e-01	-4.978000e-04	-5.907152e+05	5.907145e+05	1.840800e+02	1.841020e+02	3.375880e-05
1677	1.006200e-01	-4.981000e-04	-5.908098e+05	5.908104e+05	1.842572e+02	1.842792e+02	2.905260e-05
1678	1.006800e-01	-4.984000e-04	-5.909286e+05	5.909266e+05	1.844344e+02	1.844565e+02	2.946625e-05
1679	1.007400e-01	-4.987000e-04	-5.910168e+05	5.910175e+05	1.846116e+02	1.846338e+02	3.293466e-05
1680	1.008000e-01	-4.990000e-04	-5.910777e+05	5.910785e+05	1.847889e+02	1.848111e+02	3.329481e-05
1681	1.008600e-01	-4.993000e-04	-5.911385e+05	5.911386e+05	1.849662e+02	1.849884e+02	3.256482e-05
1682	1.009200e-01	-4.996000e-04	-5.912125e+05	5.912110e+05	1.851435e+02	1.851658e+02	3.186978e-05
1683	1.009800e-01	-4.999000e-04	-5.912945e+05	5.912950e+05	1.853208e+02	1.853431e+02	3.109297e-05
1684	1.010400e-01	-5.002000e-04	-5.913827e+05	5.913829e+05	1.854982e+02	1.855205e+02	3.142931e-05
1685	1.011000e-01	-5.005000e-04	-5.914611e+05	5.914612e+05	1.856755e+02	1.856980e+02	3.196096e-05
1686	1.011600e-01	-5.008000e-04	-5.915192e+05	5.915185e+05	1.858529e+02	1.858754e+02	3.401336e-05
1687	1.012200e-01	-5.011000e-04	-5.915803e+05	5.915794e+05	1.860303e+02	1.860529e+02	3.239925e-05
1688	1.012800e-01	-5.014000e-04	-5.916657e+05	5.916688e+05	1.862078e+02	1.862304e+02	3.070840e-05
1689	1.013400e-01	-5.017000e-04	-5.917692e+05	5.917649e+05	1.863852e+02	1.864079e+02	3.056884e-05
1690	1.014000e-01	-5.020000e-04	-5.918336e+05	5.918351e+05	1.865627e+02	1.865854e+02	3.540479e-05
1691	1.014600e-01	-5.023000e-04	-5.918666e+05	5.918708e+05	1.867402e+02	1.867630e+02	3.442022e-05
1692	1.015200e-01	-5.026000e-04	-5.919562e+05	5.919481e+05	1.869178e+02	1.869405e+02	3.012260e-05
1693	1.015800e-01	-5.029000e-04	-5.920650e+05	5.920675e+05	1.870953e+02	1.871181e+02	3.008150e-05
1694	1.016400e-01	-5.032000e-04	-5.921506e+05	5.921529e+05	1.872729e+02	1.872958e+02	3.313649e-05
1695	1.017000e-01	-5.035000e-04	-5.922062e+05	5.922035e+05	1.874505e+02	1.874734e+02	3.466843e-05
1696	1.017600e-01	-5.038000e-04	-5.922569e+05	5.922568e+05	1.876281e+02	1.876511e+02	3.287635e-05
1697	1.018200e-01	-5.041000e-04	-5.923423e+05	5.923442e+05	1.878058e+02	1.878288e+02	3.058897e-05
1698	1.018800e-01	-5.044000e-04	-5.924341e+05	5.924328e+05	1.879834e+02	1.880065e+02	3.137633e-05
1699	1.019400e-01	-5.047000e-04	-5.924917e+05	5.924910e+05	1.881611e+02	1.881842e+02	3.432518e-05
1700	1.020000e-01	-5.050000e-04	-5.925450e+05	5.925469e+05	1.883388e+02	1.883620e+02	3.268454e-05
1701	1.020600e-01	-5.053000e-04	-5.926288e+05	5.926269e+05	1.885165e+02	1.885398e+02	3.046670e-05
1702	1.021200e-01	-5.056000e-04	-5.927266e+05	5.927261e+05	1.886943e+02	1.887176e+02	3.054476e-05
1703	1.021800e-01	-5.059000e-04	-5.928022e+05	5.928036e+05	1.888721e+02	1.888954e+02	3.326764e-05
1704	1.022400e-01	-5.062000e-04	-5.928413e+05	5.928416e+05	1.890499e+02	1.890733e+02	3.537646e-05
1705	1.023000e-01	-5.065000e-04	-5.928831e+05	5.928797e+05	1.892277e+02	1.892511e+02	3.360668e-05
1706	1.023600e-01	-5.068000e-04	-5.929571e+05	5.929597e+05	1.894055e+02	1.894290e+02	3.109892e-05
1707	1.024200e-01	-5.071000e-04	-5.930274e+05	5.930280e+05	1.895833e+02	1.896069e+02	3.415269e-05
1708	1.024800e-01	-5.074000e-04	-5.930697e+05	5.930668e+05	1.897612e+02	1.897848e+02	3.594502e-05
1709	1.025400e-01	-5.077000e-04	-5.931417e+05	5.931442e+05	1.899391e+02	1.899627e+02	3.061691e-05
1710	1.026000e-01	-5.080000e-04	-5.932465e+05	5.932428e+05	1.901170e+02	1.901407e+02	3.224536e-05
1711	1.026600e-01	-5.083000e-04	-5.933113e+05	5.933131e+05	1.902949e+02	1.903187e+02	3.489248e-05
1712	1.027200e-01	-5.086000e-04	-5.933650e+05	5.933698e+05	1.904728e+02	1.904967e+02	3.383643e-05
1713	1.027800e-01	-5.089000e-04	-5.934326e+05	5.934273e+05	1.906508e+02	1.906747e+02	3.339992e-05
1714	1.028400e-01	-5.092000e-04	-5.934971e+05	5.934948e+05	1.908288e+02	1.908527e+02	3.280522e-05
1715	1.029000e-01	-5.095000e-04	-5.935982e+05	5.936036e+05	1.910068e+02	1.910308e+02	2.978575e-05
1716	1.029600e-01	-5.098000e-04	-5.937149e+05	5.937147e+05	1.911848e+02	1.912089e+02	3.004722e-05
1717	1.030200e-01	-5.101000e-04	-5.937486e+05	5.937423e+05	1.913629e+02	1.913870e+02	4.057506e-05
1718	1.030800e-01	-5.104000e-04	-5.937082e+05	5.937112e+05	1.915409e+02	1.915651e+02	4.170015e-05
1719	1.031400e-01	-5.107000e-04	-5.937450e+05	5.937485e+05	1.917190e+02	1.917433e+02	3.075585e-05
1720	1.032000e-01	-5.110000e-04	-5.938948e+05	5.938924e+05	1.918971e+02	1.919214e+02	2.670556e-05
1721	1.032600e-01	-5.113000e-04	-5.940359e+05	5.940342e+05	1.920753e+02	1.920996e+02	2.985540e-05
1722	1.033200e-01	-5.116000e-04	-5.940767e+05	5.940777e+05	1.922534e+02	1.922778e+02	3.986581e-05
1723	1.033800e-01	-5.119000e-04	-5.940363e+05	5.940370e+05	1.924316e+02	1.924560e+02	4.152205e-05
1724	1.034400e-01	-5.122000e-04	-5.940847e+05	5.940827e+05	1.926097e+02	1.926342e+02	2.966312e-05
1725	1.035000e-01	-5.125000e-04	-5.942571e+05	5.942590e+05	1.927879e+02	1.928125e+02	2.554773e-05
1726	1.035600e-01	-5.128000e-04	-5.943782e+05	5.943766e+05	1.929662e+02	1.929908e+02	3.360213e-05
1727	1.036200e-01	-5.131000e-04	-5.943709e+05	5.943715e+05	1.931444e+02	1.931691e+02	4.364972e-05
1728	1.036800e-01	-5.134000e-04	-5.943335e+05	5.943313e+05	1.933227e+02	1.933474e+02	3.982406e-05
1729	1.037400e-01	-5.137000e-04	-5.943919e+05	5.943951e+05	1.935009e+02	1.935257e+02	2.910110e-05
1730	1.038000e-01	-5.140000e-04	-5.945531e+05	5.945525e+05	1.936792e+02	1.937041e+02	2.702816e-05
1731	1.038600e-01	-5.143000e-04	-5.946742e+05	5.946721e+05	1.938576e+02	1.938824e+02	3.198431e-05
1732	1.039200e-01	-5.146000e-04	-5.946927e+05	5.946961e+05	1.940359e+02	1.940608e+02	4.006880e-05
1733	1.039800e-01	-5.149000e-04	-5.946762e+05	5.946697e+05	1.942142e+02	1.942392e+02	3.941899e-05
1734	1.040400e-01	-5.152000e-04	-5.947168e+05	5.947233e+05	1.943926e+02	1.944177e+02	3.031661e-05
1735	1.041000e-01	-5.155000e-04	-5.948626e+05	5.948634e+05	1.945710e+02	1.945961e+02	2.647038e-05
1736	1.041600e-01	-5.158000e-04	-5.949896e+05	5.949825e+05	1.947494e+02	1.947746e+02	3.115788e-05
1737	1.042200e-01	-5.161000e-04	-5.950228e+05	5.950272e+05	1.949279e+02	1.949531e+02	3.775877e-05
1738	1.042800e-01	-5.164000e-04	-5.950100e+05	5.950089e+05	1.951063e+02	1.951316e+02	4.021785e-05
1739	1.043400e-01	-5.167000e-04	-5.950211e+05	5.950215e+05	1.952848e+02	1.953101e+02	3.361143e-05
1740	1.044000e-01	-5.170000e-04	-5.951335e+05	5.951361e+05	1.954632e+02	1.954886e+02	2.717303e-05
1741	1.044600e-01	-5.173000e-04	-5.952661e+05	5.952616e+05	1.956417e+02	1.956672e+02	3.017435e-05
1742	1.045200e-01	-5.176000e-04	-5.953100e+05	5.953099e+05	1.958203e+02	1.958458e+02	3.783396e-05
1743	1.045800e-01	-5.179000e-04	-5.953112e+05	5.953160e+05	1.959988e+02	1.960243e+02	3.732462e-05
1744	1.046400e-01	-5.182000e-04	-5.953538e+05	5.953480e+05	1.961773e+02	1.962029e+02	3.280377e-05
1745	1.047000e-01	-5.185000e-04	-5.954520e+05	5.954520e+05	1.963559e+02	1.963816e+02	2.861868e-05
1746	1.047600e-01	-5.188000e-04	-5.955613e+05	5.955659e+05	1.965345e+02	1.965602e+02	3.074279e-05
1747	1.048200e-01	-5.191000e-04	-5.956099e+05	5.956018e+05	1.967131e+02	1.967389e+02	3.714891e-05
1748	1.048800e-01	-5.194000e-04	-5.956016e+05	5.956070e+05	1.968918e+02	1.969176e+02	3.829432e-05
1749	1.049400e-01	-5.197000e-04	-5.956524e+05	5.956540e+05	1.970704e+02	1.970963e+02	3.080361e-05
1750	1.050000e-01	-5.200000e-04	-5.957662e+05	5.957615e+05	1.972491e+02	1.972750e+02	2.868585e-05
1751	1.050600e-01	-5.203000e-04	-5.958487e+05	5.958500e+05	1.974277e+02	1.974537e+02	3.415328e-05
1752	1.051200e-01	-5.206000e-04	-5.958630e+05	5.958650e+05	1.976064e+02	1.976325e+02	3.826091e-05
1753	1.051800e-01	-5.209000e-04	-5.958902e+05	5.958860e+05	1.977851e+02	1.978112e+02	3.395968e-05
1754	1.052400e-01	-5.212000e-04	-5.959546e+05	5.959569e+05	1.979639e+02	1.979900e+02	3.205999e-05
1755	1.053000e-01	-5.215000e-04	-5.960289e+05	5.960318e+05	1.981426e+02	1.981688e+02	3.204363e-05
1756	1.053600e-01	-5.218000e-04	-5.960991e+05	5.960951e+05	1.983214e+02	1.983476e+02	3.361947e-05
1757	1.054200e-01	-5.221000e-04	-5.961327e+05	5.961323e+05	1.985001e+02	1.985265e+02	3.633292e-05
1758	1.054800e-01	-5.224000e-04	-5.961753e+05	5.961772e+05	1.986789e+02	1.987053e+02	3.309659e-05
1759	1.055400e-01	-5.227000e-04	-5.962768e+05	5.962785e+05	1.988578e+02	1.988842e+02	2.922909e-05
1760	1.056000e-01	-5.230000e-04	-5.963794e+05	5.963767e+05	1.990366e+02	1.990631e+02	3.116438e-05
1761	1.056600e-01	-5.233000e-04	-5.964184e+05	5.964169e+05	1.992155e+02	1.992420e+02	3.785746e-05
1762	1.057200e-01	-5.236000e-04	-5.963864e+05	5.963878e+05	1.993943e+02	1.994209e+02	4.287365e-05
1763	1.057800e-01	-5.239000e-04	-5.963662e+05	5.963678e+05	1.995731e+02	1.995998e+02	3.620912e-05
1764	1.058400e-01	-5.242000e-04	-5.964639e+05	5.964626e+05	1.997520e+02	1.997788e+02	2.794240e-05
1765	1.059000e-01	-5.245000e-04	-5.965918e+05	5.965903e+05	1.999309e+02	1.999577e+02	3.054226e-05
1766	1.059600e-01	-5.248000e-04	-5.966670e+05	5.966696e+05	2.001099e+02	2.001367e+02	3.390259e-05
1767	1.060200e-01	-5.251000e-04	-5.966844e+05	5.966834e+05	2.002888e+02	2.003157e+02	4.018396e-05
1768	1.060800e-01	-5.254000e-04	-5.966519e+05	5.966491e+05	2.004677e+02	2.004947e+02	4.047995e-05
1769	1.061400e-01	-5.257000e-04	-5.966929e+05	5.966965e+05	2.006467e+02	2.006737e+02	3.070458e-05
1770	1.062000e-01	-5.260000e-04	-5.968354e+05	5.968344e+05	2.008257e+02	2.008527e+02	2.703305e-05
1771	1.062600e-01	-5.263000e-04	-5.969535e+05	5.969514e+05	2.010047e+02	2.010318e+02	3.158657e-05
1772	1.063200e-01	-5.266000e-04	-5.969678e+05	5.969696e+05	2.011837e+02	2.012109e+02	4.145340e-05
1773	1.063800e-01	-5.269000e-04	-5.969087e+05	5.969054e+05	2.013627e+02	2.013900e+02	4.513541e-05
1774	1.064400e-01	-5.272000e-04	-5.968878e+05	5.968923e+05	2.015417e+02	2.015690e+02	3.539693e-05
1775	1.065000e-01	-5.275000e-04	-5.969798e+05	5.969791e+05	2.017208e+02	2.017481e+02	2.908604e-05
1776	1.065600e-01	-5.278000e-04	-5.971125e+05	5.971090e+05	2.018998e+02	2.019272e+02	2.872789e-05
1777	1.066200e-01	-5.281000e-04	-5.971980e+05	5.972017e+05	2.020789e+02	2.021064e+02	3.452266e-05
1778	1.066800e-01	-5.284000e-04	-5.971933e+05	5.971907e+05	2.022580e+02	2.022855e+02	4.211251e-05
1779	1.067400e-01	-5.287000e-04	-5.971473e+05	5.971461e+05	2.024371e+02	2.024647e+02	4.169301e-05
1780	1.068000e-01	-5.290000e-04	-5.971644e+05	5.971679e+05	2.026162e+02	2.026438e+02	3.346707e-05
1781	1.068600e-01	-5.293000e-04	-5.972702e+05	5.972702e+05	2.027953e+02	2.028230e+02	2.758038e-05
1782	1.069200e-01	-5.296000e-04	-5.973999e+05	5.973948e+05	2.029744e+02	2.030022e+02	3.119342e-05
1783	1.069800e-01	-5.299000e-04	-5.974492e+05	5.974532e+05	2.031536e+02	2.031814e+02	3.576010e-05
1784	1.070400e-01	-5.302000e-04	-5.974295e+05	5.974297e+05	2.033327e+02	2.033607e+02	4.340177e-05
1785	1.071000e-01	-5.305000e-04	-5.973824e+05	5.973768e+05	2.035119e+02	2.035399e+02	4.164897e-05
1786	1.071600e-01	-5.308000e-04	-5.973988e+05	5.974065e+05	2.036910e+02	2.037191e+02	3.151344e-05
1787	1.072200e-01	-5.311000e-04	-5.975291e+05	5.975272e+05	2.038702e+02	2.038983e+02	2.781785e-05
1788	1.072800e-01	-5.314000e-04	-5.976418e+05	5.976375e+05	2.040494e+02	2.040776e+02	3.141185e-05
1789	1.073400e-01	-5.317000e-04	-5.976484e+05	5.976512e+05	2.042286e+02	2.042569e+02	4.345074e-05
1790	1.074000e-01	-5.320000e-04	-5.975850e+05	5.975836e+05	2.044078e+02	2.044362e+02	4.500762e-05
1791	1.074600e-01	-5.323000e-04	-5.975869e+05	5.975880e+05	2.045871e+02	2.046155e+02	3.238117e-05
1792	1.075200e-01	-5.326000e-04	-5.977257e+05	5.977293e+05	2.047663e+02	2.047948e+02	2.615464e-05
1793	1.075800e-01	-5.329000e-04	-5.978504e+05	5.978455e+05	2.049456e+02	2.049741e+02	3.269750e-05
1794	1.076400e-01	-5.332000e-04	-5.978370e+05	5.978327e+05	2.051248e+02	2.051535e+02	4.688268e-05
1795	1.077000e-01	-5.335000e-04	-5.977737e+05	5.977816e+05	2.053041e+02	2.053328e+02	4.275544e-05
1796	1.077600e-01	-5.338000e-04	-5.978034e+05	5.978026e+05	2.054834e+02	2.055121e+02	3.208525e-05
1797	1.078200e-01	-5.341000e-04	-5.979428e+05	5.979401e+05	2.056627e+02	2.056915e+02	2.752187e-05
1798	1.078800e-01	-5.344000e-04	-5.980740e+05	5.980762e+05	2.058420e+02	2.058709e+02	3.122860e-05
1799	1.079400e-01	-5.347000e-04	-5.981025e+05	5.981012e+05	2.060214e+02	2.060503e+02	4.083626e-05
1800	1.080000e-01	-5.350000e-04	-5.980521e+05	5.980502e+05	2.062007e+02	2.062298e+02	4.503615e-05
1801	1.080600e-01	-5.353000e-04	-5.980348e+05	5.980367e+05	2.063801e+02	2.064092e+02	3.601859e-05
1802	1.081200e-01	-5.356000e-04	-5.981298e+05	5.981331e+05	2.065594e+02	2.065886e+02	2.846396e-05
1803	1.081800e-01	-5.359000e-04	-5.982408e+05	5.982351e+05	2.067388e+02	2.067680e+02	3.177397e-05
1804	1.082400e-01	-5.362000e-04	-5.982705e+05	5.982719e+05	2.069182e+02	2.069475e+02	3.936050e-05
1805	1.083000e-01	-5.365000e-04	-5.982376e+05	5.982390e+05	2.070976e+02	2.071270e+02	4.285737e-05
1806	1.083600e-01	-5.368000e-04	-5.982431e+05	5.982405e+05	2.072770e+02	2.073065e+02	3.378944e-05
1807	1.084200e-01	-5.371000e-04	-5.983090e+05	5.983122e+05	2.074565e+02	2.074860e+02	3.297644e-05
1808	1.084800e-01	-5.374000e-04	-5.983670e+05	5.983647e+05	2.076359e+02	2.076655e+02	3.409829e-05
1809	1.085400e-01	-5.377000e-04	-5.984138e+05	5.984132e+05	2.078153e+02	2.078450e+02	3.580565e-05
1810	1.086000e-01	-5.380000e-04	-5.984379e+05	5.984380e+05	2.079948e+02	2.080245e+02	3.801012e-05
1811	1.086600e-01	-5.383000e-04	-5.984489e+05	5.984521e+05	2.081743e+02	2.082040e+02	3.640869e-05
1812	1.087200e-01	-5.386000e-04	-5.984890e+05	5.984872e+05	2.083537e+02	2.083836e+02	3.548286e-05
1813	1.087800e-01	-5.389000e-04	-5.985251e+05	5.985239e+05	2.085332e+02	2.085631e+02	3.443310e-05
1814	1.088400e-01	-5.392000e-04	-5.985807e+05	5.985849e+05	2.087127e+02	2.087427e+02	3.305037e-05
1815	1.089000e-01	-5.395000e-04	-5.986389e+05	5.986335e+05	2.088922e+02	2.089223e+02	3.520007e-05
1816	1.089600e-01	-5.398000e-04	-5.986518e+05	5.986547e+05	2.090717e+02	2.091019e+02	3.679684e-05
