// ================================================================================
// CHRONO WORKBENCH - github.com/Concrete-Chrono-Development/chrono-preprocessor
//
// Copyright (c) 2023 
// All rights reserved. 
//
// Use of the code that generated this file is governed by a BSD-style license that
// can be found in the LICENSE file at the top level of the distribution and at
// github.com/Concrete-Chrono-Development/chrono-preprocessor/blob/main/LICENSE
//
// ================================================================================
// Tetrahedra Data File
// ================================================================================
//
// Data Structure:
// Node 1 Node 2 Node 3 Node 4
// Note: Node numbers are zero-indexed
//
// ================================================================================
1285 1291 2270 1445
1771 2139 1169 1557
115 554 605 114
1233 2038 1427 1577
2268 581 1620 1251
2002 1409 1108 1729
805 406 267 347
682 22 21 1439
46 692 45 47
191 2021 1500 1466
1795 535 1792 2143
599 164 482 18
2011 2131 1332 1193
705 889 834 704
115 605 174 114
202 121 2034 2038
1217 1153 2093 1432
1993 1423 1313 1380
2168 2109 1103 1219
1004 2156 2077 1491
363 438 1085 2182
650 481 1878 1656
1274 2148 1121 2210
1364 1892 1770 1381
1137 1114 1829 1740
1788 1167 1527 1372
1167 1918 1743 1764
296 2018 1675 1797
1668 174 1436 1603
347 745 344 2069
729 851 814 1545
910 1635 1522 1839
260 402 374 1554
499 605 1668 1603
1299 1556 1175 1069
972 1053 1389 2098
1323 740 2076 2085
745 347 345 2069
885 946 2294 1879
1459 1249 1202 1969
1793 1885 1329 1904
650 1878 1445 1656
199 59 2030 2059
1300 2131 1356 1804
1739 1105 1535 1799
722 852 2017 1744
376 275 2253 1978
1848 541 1399 1201
933 923 888 1435
604 173 1809 2198
2015 1196 1337 1794
164 19 2020 1140
922 907 2106 1472
71 153 2157 1122
758 841 1998 2000
1029 600 510 1205
517 613 1295 1894
534 533 532 1967
1873 1122 2105 1527
549 632 548 1701
1483 1424 2079 2164
647 1928 1126 1838
1701 1307 1152 1512
430 384 251 2071
1807 1144 2262 1385
224 160 1608 1938
1226 1939 1957 1221
1912 1647 1646 1994
174 131 37 1668
97 40 232 1982
1686 425 1348 1870
177 817 50 24
2206 1340 1597 2119
2287 1568 1900 1181
1703 1066 1110 1790
170 31 1719 1341
897 348 351 349
1006 1008 1205 2102
1331 1380 1715 1643
839 699 751 2255
1736 536 2165 1752
1668 499 1894 2161
1858 1934 1286 1363
1731 1615 1778 2217
1766 2220 1089 1095
896 892 2130 1442
1221 1662 1947 1399
1021 2274 1906 1902
1211 1071 1896 1929
1962 924 1444 1245
2222 2153 1838 1678
2029 1134 1777 1482
682 797 846 1439
2238 1590 1816 1987
1800 1919 1246 1536
1603 1668 1493 2030
190 184 37 1128
1716 1853 1362 1417
849 738 739 2295
811 1977 1231 1377
1577 1213 1475 1782
841 861 732 1547
2219 1091 1166 2066
1958 1766 1309 1872
1040 1037 990 2126
1111 1307 2150 2055
1186 1376 1661 2110
627 478 2268 1102
1651 831 2201 1076
556 663 514 1662
1059 1114 1843 1836
2291 2277 1500 1428
1950 1681 2133 1096
497 590 534 2154
677 1319 1741 1076
1816 1931 1649 1626
710 803 937 1234
995 1047 1007 1701
497 1939 2154 1226
364 419 442 1503
253 596 479 2245
158 6 196 1721
1542 1458 2171 1605
1427 2087 2228 1773
2021 2277 1500 1466
195 232 41 1982
571 640 641 2121
198 1047 103 1152
864 867 741 2032
1246 1484 1148 1063
249 684 799 1841
1137 1704 2078 2031
540 515 1463 1650
524 650 1490 1656
2190 1258 1986 1705
157 65 145 2140
1703 1136 1516 1235
1436 1603 1890 2030
1667 1671 1445 1673
2222 640 1269 2121
1393 1773 1622 2073
14 218 1170 1965
517 1295 2275 1505
1697 2056 2276 1242
737 867 695 2032
1719 2117 1341 1791
1960 1569 1288 1327
2039 619 1693 2261
389 386 388 1461
30 31 974 32
1889 1681 2133 1730
1598 1877 2007 1758
966 978 2048 2197
993 552 553 1048
1701 995 1152 1809
568 1603 1894 1334
544 557 1783 1392
1505 1170 2144 1086
243 241 678 242
611 526 1490 1285
408 1623 1912 1842
650 611 526 1490
259 260 1518 1899
453 385 454 1179
46 191 1246 1536
1031 980 284 1723
982 504 1609 1864
105 198 57 1047
123 2037 1386 1687
193 140 10 1319
1924 1350 1651 2201
1157 1478 1693 1283
802 709 1032 1955
317 445 1849 1448
1224 1527 1211 1526
289 983 287 1318
1037 1049 990 2126
1027 713 801 1560
1169 1557 1855 1429
1197 701 1610 1069
2245 596 1138 1084
913 1648 1229 1444
2043 1768 1357 1685
483 621 1619 1289
137 107 1189 1492
1638 1598 2007 1792
2105 1643 1743 2060
578 7 478 1102
1368 1908 1146 1279
2070 942 1370 1496
1257 1167 1743 1764
400 933 290 1435
1323 785 1824 1415
420 263 421 1585
596 589 644 2245
1200 1407 1590 2223
2293 1395 1923 1507
185 186 1537 1791
362 364 2239 1180
1410 2260 1822 2011
1993 781 1423 1380
176 216 87 1484
1430 2071 2187 1280
1957 1699 1209 1799
164 599 2020 2211
875 929 945 2070
1932 2150 1346 2055
440 369 1613 1787
1625 1351 1776 1724
1460 869 1732 1614
288 983 1028 1518
229 101 2208 1139
1499 1243 2159 1575
1355 1849 1448 1085
1967 532 2119 2154
2183 1571 2075 2223
951 911 1436 1890
1408 1644 1087 1235
1131 1104 2024 1850
634 575 550 2118
1129 595 1669 1630
89 96 1896 1944
1493 2030 1858 1755
736 696 869 1732
1674 856 1389 1456
2262 2122 2019 1301
105 995 102 103
1074 1188 2171 1073
651 1869 2143 2005
642 564 1157 2203
1817 1963 1806 1868
1836 1059 2068 1244
2068 997 1486 1717
1632 1340 2206 2119
33 604 173 104
1679 1647 1412 1149
419 418 1503 1554
1440 1469 1147 1857
1636 1196 1121 1802
34 173 2198 1386
587 494 2103 1669
544 557 559 1783
1869 1379 2143 2001
757 714 756 1866
434 344 1197 1486
927 914 926 2292
1813 612 1295 1140
1524 2103 2113 1260
1926 1364 1892 1770
1657 776 1808 2279
1163 1988 2090 2057
838 1827 2295 1785
851 684 1453 1990
1475 2087 1784 1570
29 168 935 1457
646 599 591 2020
1165 1815 2186 1567
2109 1322 1984 1193
2210 1819 1720 1999
454 464 465 1179
1247 1263 2267 1885
693 817 50 2174
1737 727 2138 1305
1795 1598 1344 1520
1412 2237 1149 1994
1432 1268 1261 1556
9 11 10 677
1114 1137 1670 1740
1795 608 2007 1792
1877 2007 1138 2120
63 886 61 1635
1349 2032 1591 1737
1937 2188 1631 1162
1887 1236 1747 1117
1188 1177 1344 1325
2256 1171 2193 1267
276 277 1738 1109
413 302 1686 2272
797 717 786 2227
1020 1917 1410 1282
2029 2247 1847 1268
709 979 708 707
2253 1418 1978 1540
1859 387 1239 1401
1860 2052 1901 2281
22 23 179 1151
145 144 1876 1504
664 665 2074 1227
1936 1131 1510 1850
2134 1200 1192 1562
2147 2264 1331 1969
