#step	time	stress_0_0	stress_0_1	stress_0_2	strain_0_0	strain_0_1	strain_0_2	stress_1_0	stress_1_1	stress_1_2	strain_1_0	strain_1_1	strain_1_2	stress_2_0	stress_2_1	stress_2_2	strain_2_0	strain_2_1	strain_2_2	stress_3_0	stress_3_1	stress_3_2	strain_3_0	strain_3_1	strain_3_2	stress_4_0	stress_4_1	stress_4_2	strain_4_0	strain_4_1	strain_4_2	stress_5_0	stress_5_1	stress_5_2	strain_5_0	strain_5_1	strain_5_2	stress_6_0	stress_6_1	stress_6_2	strain_6_0	strain_6_1	strain_6_2	stress_7_0	stress_7_1	stress_7_2	strain_7_0	strain_7_1	strain_7_2	stress_8_0	stress_8_1	stress_8_2	strain_8_0	strain_8_1	strain_8_2	stress_9_0	stress_9_1	stress_9_2	strain_9_0	strain_9_1	strain_9_2	stress_10_0	stress_10_1	stress_10_2	strain_10_0	strain_10_1	strain_10_2	stress_11_0	stress_11_1	stress_11_2	strain_11_0	strain_11_1	strain_11_2
1	1.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.4829474530e+07	1.2414737265e+06	1.5407975409e+07	-8.2764915100e-04	2.0691228775e-04	2.5679959016e-03	-3.8219709496e+07	1.9109854748e+06	1.7330661847e+07	-1.2739903165e-03	3.1849757914e-04	2.8884436411e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.8825859498e+06	-8.7050067019e+05	4.1913084178e+06	1.6392394183e-04	-3.7898907416e-04	1.8247660814e-03	2.3077058298e+06	-5.6203327208e+05	2.9363533420e+06	2.8180484583e-04	-3.4316267166e-04	1.7928597964e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.0673428320e+06	3.6680947356e+06	7.9151675219e+06	-1.0224476107e-04	1.1575931703e-03	2.4979027331e-03	1.9766073747e+06	1.3169075629e+06	3.9270254806e+06	2.1695306155e-04	7.2272098953e-04	2.1551579027e-03
2	2.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-4.9658949060e+07	2.1334223783e+06	2.6477982451e+07	-1.6552983020e-03	4.1382457550e-04	5.1359918031e-03	-7.6439418993e+07	3.8219709496e+06	3.4661323693e+07	-2.5479806331e-03	6.3699515827e-04	5.7768872822e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.7749062306e+06	-8.2070997262e+05	3.9515749207e+06	3.2784788366e-04	-7.5797814831e-04	3.6495321627e-03	2.1102559221e+06	-5.1394507284e+05	2.6851156457e+06	5.6360969166e-04	-6.8632534331e-04	3.5857195929e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-6.1346856640e+06	4.1800440775e+06	9.0198731241e+06	-2.0448952213e-04	2.3151863407e-03	4.9958054662e-03	1.8980320401e+06	1.2645570285e+06	3.7709159037e+06	4.3390612310e-04	1.4454419791e-03	4.3103158054e-03
3	3.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-7.4488423590e+07	2.8527303132e+06	3.5405339298e+07	-2.4829474530e-03	6.2073686325e-04	7.7039877047e-03	-1.1465912849e+08	5.3976416773e+06	4.8951027578e+07	-3.8219709496e-03	9.5549273741e-04	8.6653309233e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.6733855514e+06	-7.7376719194e+05	3.7255536452e+06	4.9177182549e-04	-1.1369672225e-03	5.4742982441e-03	1.9297000506e+06	-4.6997135405e+05	2.4553741294e+06	8.4541453749e-04	-1.0294880150e-03	5.3785793893e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-9.2020284960e+06	4.6893828910e+06	1.0118945619e+07	-3.0673428320e-04	3.4727795110e-03	7.4937081994e-03	1.8225802815e+06	1.2142875654e+06	3.6210120925e+06	6.5085918465e-04	2.1681629686e-03	6.4654737081e-03
4	4.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-9.9317898120e+07	3.5428790195e+06	4.3970799902e+07	-3.3105966040e-03	8.2764915100e-04	1.0271983606e-02	-1.2000000000e+08	5.5902014355e+06	5.0697345432e+07	-5.0959612662e-03	1.2739903165e-03	1.1553774564e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.5776716286e+06	-7.2950943367e+05	3.5124602828e+06	6.5569576733e-04	-1.5159562966e-03	7.2990643254e-03	1.7645927427e+06	-4.2976007612e+05	2.2452895558e+06	1.1272193833e-03	-1.3726506866e-03	7.1714391858e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.2269371328e+07	5.1961244876e+06	1.1212413732e+07	-4.0897904427e-04	4.6303726813e-03	9.9916109325e-03	1.7501279284e+06	1.1660164454e+06	3.4770673515e+06	8.6781224621e-04	2.8908839581e-03	8.6206316108e-03
5	5.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.2000000000e+08	4.0963427250e+06	5.0839858008e+07	-4.1382457550e-03	1.0345614387e-03	1.2839979508e-02	-1.2000000000e+08	5.5902014355e+06	5.0697345432e+07	-6.3699515827e-03	1.5924878957e-03	1.4442218205e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.4874323288e+06	-6.8778312049e+05	3.3115553856e+06	8.1961970916e-04	-1.8949453708e-03	9.1238304068e-03	1.6136122019e+06	-3.9298932039e+05	2.0531800547e+06	1.4090242292e-03	-1.7158133583e-03	8.9642989822e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.5336714160e+07	5.7002821112e+06	1.2300306040e+07	-5.1122380533e-04	5.7879658517e-03	1.2489513666e-02	1.6805557467e+06	1.1196642292e+06	3.3388447921e+06	1.0847653078e-03	3.6136049477e-03	1.0775789514e-02
6	6.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.2000000000e+08	4.0963427250e+06	5.0839858008e+07	-4.9658949060e-03	1.2414737265e-03	1.5407975409e-02	-1.2000000000e+08	5.5902014355e+06	5.0697345432e+07	-7.6439418993e-03	1.9109854748e-03	1.7330661847e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.4023545158e+06	-6.4844345940e+05	3.1221418006e+06	9.8354365099e-04	-2.2739344449e-03	1.0948596488e-02	1.4755497261e+06	-3.5936471189e+05	1.8775076587e+06	1.6908290750e-03	-2.0589760299e-03	1.0757158779e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.8404056992e+07	6.2018689379e+06	1.3382650976e+07	-6.1346856640e-04	6.9455590220e-03	1.4987416399e-02	1.6137492419e+06	1.0751546354e+06	3.2061169424e+06	1.3017183693e-03	4.3363259372e-03	1.2930947416e-02
7	7.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.2000000000e+08	4.0963427250e+06	5.0839858008e+07	-5.7935440570e-03	1.4483860142e-03	1.7975971311e-02	-1.2000000000e+08	5.5902014355e+06	5.0697345432e+07	-8.9179322158e-03	2.2294830540e-03	2.0219105488e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.3221429641e+06	-6.1135393922e+05	2.9435622504e+06	1.1474675928e-03	-2.6529235191e-03	1.2773362569e-02	1.3493000310e+06	-3.2861706273e+05	1.7168659906e+06	1.9726339208e-03	-2.4021387016e-03	1.2550018575e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.1471399824e+07	6.7008980766e+06	1.4459476826e+07	-7.1571332747e-04	8.1031521923e-03	1.7485319132e-02	1.5495984712e+06	1.0324144149e+06	3.0786653733e+06	1.5186714309e-03	5.0590469267e-03	1.5086105319e-02
8	8.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.2000000000e+08	4.0963427250e+06	5.0839858008e+07	-6.6211932080e-03	1.6552983020e-03	2.0543967212e-02	-1.2000000000e+08	5.5902014355e+06	5.0697345432e+07	-1.0191922532e-02	2.5479806331e-03	2.3107549129e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.2465193342e+06	-5.7638585690e+05	2.7751970523e+06	1.3113915347e-03	-3.0319125932e-03	1.4598128651e-02	1.2338524019e+06	-3.0050021704e+05	1.5699690044e+06	2.2544387667e-03	-2.7453013732e-03	1.4342878372e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.4538742656e+07	7.1973825695e+06	1.5530811733e+07	-8.1795808853e-04	9.2607453626e-03	1.9983221865e-02	1.4879978620e+06	9.9137323031e+05	2.9562803388e+06	1.7356244924e-03	5.7817679163e-03	1.7241263222e-02
9	9.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.2000000000e+08	4.0963427250e+06	5.0839858008e+07	-7.4488423590e-03	1.8622105897e-03	2.3111963114e-02	-1.2000000000e+08	5.5902014355e+06	5.0697345432e+07	-1.1465912849e-02	2.8664782122e-03	2.5995992770e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.1752212074e+06	-5.4341787092e+05	2.6164619681e+06	1.4753154765e-03	-3.4109016674e-03	1.6422894732e-02	1.1282826019e+06	-2.7478908031e+05	1.4356406896e+06	2.5362436125e-03	-3.0884640449e-03	1.6135738168e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.7606085488e+07	7.6913353923e+06	1.6596683697e+07	-9.2020284960e-04	1.0418338533e-02	2.2481124598e-02	1.4288460389e+06	9.5196354064e+05	2.8387604309e+06	1.9525775540e-03	6.5044889058e-03	1.9396421124e-02
10	1.000000e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.2000000000e+08	4.0963427250e+06	5.0839858008e+07	-8.2764915100e-03	2.0691228775e-03	2.5679959016e-02	-1.2000000000e+08	5.5902014355e+06	5.0697345432e+07	-1.2739903165e-02	3.1849757914e-03	2.8884436411e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.1080011745e+06	-5.1233558025e+05	2.4668061769e+06	1.6392394183e-03	-3.7898907416e-03	1.8247660814e-02	1.0317454728e+06	-2.5127781737e+05	1.3128056566e+06	2.8180484583e-03	-3.4316267166e-03	1.7928597964e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.0673428320e+07	8.1827694544e+06	1.7657120574e+07	-1.0224476107e-03	1.1575931703e-02	2.4979027331e-02	1.3720456561e+06	9.1412048964e+05	2.7259122480e+06	2.1695306155e-03	7.2272098953e-03	2.1551579027e-02
