#step	time	iterations	error_displacements	error_residuals	error_energy	converged	elapsed_time[s]
2521	1.008400e-01	1.100000e+01	5.986814e-05	2.906605e-05	9.688085e-05	1.000000e+00	7.250746e+03
2522	1.008800e-01	1.200000e+01	6.057213e-05	2.882270e-05	9.616309e-05	1.000000e+00	7.254769e+03
2523	1.009200e-01	1.400000e+01	6.094688e-05	2.987523e-05	9.785730e-05	1.000000e+00	7.259383e+03
2524	1.009600e-01	1.600000e+01	6.175214e-05	2.949374e-05	9.605465e-05	1.000000e+00	7.264580e+03
2525	1.010000e-01	1.500000e+01	6.505360e-05	3.585819e-05	9.500889e-05	1.000000e+00	7.269495e+03
2526	1.010400e-01	1.400000e+01	6.573285e-05	3.005686e-05	9.885091e-05	1.000000e+00	7.274102e+03
2527	1.010800e-01	1.300000e+01	5.965619e-05	2.940041e-05	9.622077e-05	1.000000e+00	7.278417e+03
2528	1.011200e-01	1.100000e+01	6.530116e-05	3.066763e-05	9.964439e-05	1.000000e+00	7.282149e+03
2529	1.011600e-01	1.200000e+01	6.157305e-05	2.911757e-05	9.785081e-05	1.000000e+00	7.286180e+03
2530	1.012000e-01	1.400000e+01	7.181351e-05	3.021424e-05	9.314195e-05	1.000000e+00	7.290781e+03
2531	1.012400e-01	1.400000e+01	8.124999e-05	3.482388e-05	9.236730e-05	1.000000e+00	7.295394e+03
2532	1.012800e-01	1.500000e+01	6.204729e-05	3.086099e-05	9.942032e-05	1.000000e+00	7.300292e+03
2533	1.013200e-01	1.600000e+01	6.514588e-05	2.980634e-05	9.846346e-05	1.000000e+00	7.305492e+03
2534	1.013600e-01	1.500000e+01	8.316169e-05	2.938917e-05	9.856714e-05	1.000000e+00	7.310398e+03
2535	1.014000e-01	1.300000e+01	7.019538e-05	2.939324e-05	9.746694e-05	1.000000e+00	7.314705e+03
2536	1.014400e-01	1.200000e+01	5.965750e-05	2.919550e-05	9.663358e-05	1.000000e+00	7.318715e+03
2537	1.014800e-01	1.100000e+01	8.132522e-05	3.088999e-05	9.804351e-05	1.000000e+00	7.322432e+03
2538	1.015200e-01	1.300000e+01	6.002485e-05	2.918862e-05	9.677893e-05	1.000000e+00	7.326732e+03
2539	1.015600e-01	1.400000e+01	6.216934e-05	3.016650e-05	9.983026e-05	1.000000e+00	7.331315e+03
2540	1.016000e-01	1.600000e+01	6.725157e-05	3.087801e-05	9.439208e-05	1.000000e+00	7.336484e+03
2541	1.016400e-01	1.500000e+01	6.398343e-05	3.086931e-05	9.972751e-05	1.000000e+00	7.341374e+03
2542	1.016800e-01	1.300000e+01	6.130140e-05	3.008613e-05	9.935052e-05	1.000000e+00	7.345671e+03
2543	1.017200e-01	1.200000e+01	6.213139e-05	2.968656e-05	9.717389e-05	1.000000e+00	7.349680e+03
2544	1.017600e-01	1.100000e+01	6.510508e-05	2.984168e-05	9.979012e-05	1.000000e+00	7.353407e+03
2545	1.018000e-01	1.300000e+01	6.022110e-05	2.929091e-05	9.631204e-05	1.000000e+00	7.357712e+03
2546	1.018400e-01	1.500000e+01	5.940220e-05	2.955922e-05	9.683328e-05	1.000000e+00	7.362596e+03
2547	1.018800e-01	1.500000e+01	6.057560e-05	3.036994e-05	9.941455e-05	1.000000e+00	7.367475e+03
2548	1.019200e-01	1.400000e+01	9.746956e-05	3.189682e-05	9.792269e-05	1.000000e+00	7.372065e+03
2549	1.019600e-01	1.400000e+01	7.134974e-05	3.017325e-05	9.585564e-05	1.000000e+00	7.376668e+03
2550	1.020000e-01	1.300000e+01	6.145634e-05	3.027499e-05	9.840118e-05	1.000000e+00	7.380970e+03
2551	1.020400e-01	1.200000e+01	8.063301e-05	3.117270e-05	9.460602e-05	1.000000e+00	7.384979e+03
2552	1.020800e-01	1.200000e+01	8.711760e-05	3.221384e-05	9.928445e-05	1.000000e+00	7.388997e+03
2553	1.021200e-01	1.500000e+01	7.636174e-05	2.979933e-05	9.804405e-05	1.000000e+00	7.393884e+03
2554	1.021600e-01	1.500000e+01	7.381748e-05	3.526463e-05	8.962740e-05	1.000000e+00	7.398759e+03
2555	1.022000e-01	1.500000e+01	6.197623e-05	3.047200e-05	9.808143e-05	1.000000e+00	7.403652e+03
2556	1.022400e-01	1.400000e+01	6.851061e-05	3.259412e-05	9.799444e-05	1.000000e+00	7.408256e+03
2557	1.022800e-01	1.300000e+01	5.999245e-05	3.060698e-05	9.584146e-05	1.000000e+00	7.412569e+03
2558	1.023200e-01	1.200000e+01	6.037350e-05	2.989549e-05	9.913135e-05	1.000000e+00	7.416586e+03
2559	1.023600e-01	1.600000e+01	9.608051e-05	2.913145e-05	9.802314e-05	1.000000e+00	7.421775e+03
2560	1.024000e-01	1.600000e+01	6.881239e-05	3.122434e-05	9.888023e-05	1.000000e+00	7.426947e+03
2561	1.024400e-01	1.600000e+01	6.271047e-05	3.071765e-05	9.870698e-05	1.000000e+00	7.432130e+03
2562	1.024800e-01	1.500000e+01	6.507808e-05	3.106761e-05	9.787175e-05	1.000000e+00	7.437023e+03
2563	1.025200e-01	1.300000e+01	6.564128e-05	3.035944e-05	9.881016e-05	1.000000e+00	7.441322e+03
2564	1.025600e-01	1.500000e+01	9.951868e-05	3.646337e-05	9.871807e-05	1.000000e+00	7.446203e+03
2565	1.026000e-01	1.400000e+01	6.549617e-05	3.040141e-05	9.608512e-05	1.000000e+00	7.450803e+03
2566	1.026400e-01	1.400000e+01	6.316353e-05	3.000499e-05	9.827862e-05	1.000000e+00	7.455397e+03
2567	1.026800e-01	1.500000e+01	6.143089e-05	3.232649e-05	9.824399e-05	1.000000e+00	7.460300e+03
2568	1.027200e-01	1.400000e+01	5.981105e-05	3.032312e-05	9.846162e-05	1.000000e+00	7.464890e+03
2569	1.027600e-01	1.300000e+01	6.039162e-05	3.044217e-05	9.967553e-05	1.000000e+00	7.469186e+03
2570	1.028000e-01	1.400000e+01	8.170324e-05	3.032769e-05	8.725109e-05	1.000000e+00	7.473782e+03
2571	1.028400e-01	1.300000e+01	7.522063e-05	3.159814e-05	9.492199e-05	1.000000e+00	7.478075e+03
2572	1.028800e-01	1.400000e+01	6.224344e-05	3.003992e-05	9.628373e-05	1.000000e+00	7.482660e+03
2573	1.029200e-01	1.500000e+01	6.474750e-05	3.375492e-05	9.693607e-05	1.000000e+00	7.487541e+03
2574	1.029600e-01	1.700000e+01	6.184814e-05	3.065312e-05	9.670210e-05	1.000000e+00	7.493004e+03
2575	1.030000e-01	1.600000e+01	5.981710e-05	3.156308e-05	9.675658e-05	1.000000e+00	7.498188e+03
2576	1.030400e-01	1.400000e+01	6.141248e-05	3.020226e-05	9.754001e-05	1.000000e+00	7.502791e+03
2577	1.030800e-01	1.300000e+01	6.235854e-05	3.095479e-05	9.834680e-05	1.000000e+00	7.507094e+03
2578	1.031200e-01	1.200000e+01	6.181570e-05	3.023668e-05	9.914990e-05	1.000000e+00	7.511103e+03
2579	1.031600e-01	1.300000e+01	6.191567e-05	3.029188e-05	9.855352e-05	1.000000e+00	7.515415e+03
2580	1.032000e-01	1.500000e+01	6.051713e-05	3.025518e-05	9.750896e-05	1.000000e+00	7.520299e+03
2581	1.032400e-01	1.600000e+01	6.318200e-05	3.072055e-05	9.805632e-05	1.000000e+00	7.525487e+03
2582	1.032800e-01	1.600000e+01	6.425434e-05	3.194250e-05	9.879120e-05	1.000000e+00	7.530664e+03
2583	1.033200e-01	1.700000e+01	7.624514e-05	3.285836e-05	9.783899e-05	1.000000e+00	7.536127e+03
2584	1.033600e-01	1.300000e+01	6.132352e-05	3.062822e-05	9.961015e-05	1.000000e+00	7.540440e+03
2585	1.034000e-01	1.100000e+01	6.250219e-05	3.014833e-05	9.828292e-05	1.000000e+00	7.544163e+03
2586	1.034400e-01	1.300000e+01	6.191222e-05	2.976475e-05	9.667197e-05	1.000000e+00	7.548470e+03
2587	1.034800e-01	1.400000e+01	6.079530e-05	3.785838e-05	9.681089e-05	1.000000e+00	7.553066e+03
2588	1.035200e-01	1.600000e+01	7.444542e-05	3.268778e-05	9.894932e-05	1.000000e+00	7.558254e+03
2589	1.035600e-01	1.700000e+01	5.866499e-05	3.051085e-05	9.666860e-05	1.000000e+00	7.563720e+03
2590	1.036000e-01	1.600000e+01	6.336833e-05	3.326891e-05	9.526234e-05	1.000000e+00	7.568900e+03
2591	1.036400e-01	1.500000e+01	7.744124e-05	2.918528e-05	9.325580e-05	1.000000e+00	7.573796e+03
2592	1.036800e-01	1.100000e+01	5.865611e-05	3.013020e-05	9.965222e-05	1.000000e+00	7.577522e+03
2593	1.037200e-01	1.100000e+01	5.876973e-05	2.936726e-05	9.645812e-05	1.000000e+00	7.581245e+03
2594	1.037600e-01	1.500000e+01	8.014303e-05	2.945449e-05	9.747775e-05	1.000000e+00	7.586127e+03
2595	1.038000e-01	1.600000e+01	6.529696e-05	3.007209e-05	9.488545e-05	1.000000e+00	7.591305e+03
2596	1.038400e-01	1.600000e+01	6.006292e-05	3.108925e-05	9.864815e-05	1.000000e+00	7.596477e+03
2597	1.038800e-01	1.600000e+01	6.276481e-05	3.082777e-05	9.807901e-05	1.000000e+00	7.601657e+03
2598	1.039200e-01	1.300000e+01	6.575455e-05	3.080302e-05	9.790005e-05	1.000000e+00	7.605967e+03
2599	1.039600e-01	1.100000e+01	6.301508e-05	3.043960e-05	9.726698e-05	1.000000e+00	7.609683e+03
2600	1.040000e-01	1.200000e+01	5.721311e-05	2.984417e-05	9.686837e-05	1.000000e+00	7.613699e+03
2601	1.040400e-01	1.300000e+01	5.872997e-05	3.052303e-05	9.990563e-05	1.000000e+00	7.618008e+03
2602	1.040800e-01	1.500000e+01	5.951822e-05	3.255423e-05	9.762488e-05	1.000000e+00	7.622888e+03
2603	1.041200e-01	1.700000e+01	5.727175e-05	3.110188e-05	9.671414e-05	1.000000e+00	7.628368e+03
2604	1.041600e-01	1.500000e+01	6.252384e-05	3.272172e-05	9.946404e-05	1.000000e+00	7.633268e+03
2605	1.042000e-01	1.300000e+01	6.087061e-05	3.335819e-05	9.753864e-05	1.000000e+00	7.637595e+03
2606	1.042400e-01	1.200000e+01	5.730626e-05	3.084478e-05	9.921864e-05	1.000000e+00	7.641617e+03
2607	1.042800e-01	1.300000e+01	6.255402e-05	3.015133e-05	9.670228e-05	1.000000e+00	7.645933e+03
2608	1.043200e-01	1.300000e+01	6.101710e-05	3.508352e-05	9.872715e-05	1.000000e+00	7.650238e+03
2609	1.043600e-01	1.400000e+01	6.802879e-05	3.230520e-05	9.761440e-05	1.000000e+00	7.654842e+03
2610	1.044000e-01	1.600000e+01	5.761170e-05	3.115236e-05	9.778836e-05	1.000000e+00	7.660027e+03
2611	1.044400e-01	1.500000e+01	6.271581e-05	3.311998e-05	9.818024e-05	1.000000e+00	7.664909e+03
2612	1.044800e-01	1.500000e+01	5.863519e-05	3.072050e-05	9.684273e-05	1.000000e+00	7.669794e+03
2613	1.045200e-01	1.300000e+01	6.090799e-05	3.147116e-05	9.979951e-05	1.000000e+00	7.674094e+03
2614	1.045600e-01	1.200000e+01	5.819646e-05	3.049259e-05	9.903247e-05	1.000000e+00	7.678107e+03
2615	1.046000e-01	1.300000e+01	5.740247e-05	3.049525e-05	9.827733e-05	1.000000e+00	7.682407e+03
2616	1.046400e-01	1.400000e+01	5.923035e-05	3.125282e-05	9.819152e-05	1.000000e+00	7.686993e+03
2617	1.046800e-01	1.500000e+01	5.903340e-05	3.122242e-05	9.958660e-05	1.000000e+00	7.691883e+03
2618	1.047200e-01	1.300000e+01	7.610077e-05	3.773382e-05	9.886748e-05	1.000000e+00	7.696200e+03
2619	1.047600e-01	1.400000e+01	5.790902e-05	3.177034e-05	9.973331e-05	1.000000e+00	7.700788e+03
2620	1.048000e-01	1.500000e+01	5.939144e-05	3.117505e-05	9.850517e-05	1.000000e+00	7.705682e+03
2621	1.048400e-01	1.400000e+01	5.727785e-05	3.081226e-05	9.840541e-05	1.000000e+00	7.710283e+03
2622	1.048800e-01	1.400000e+01	5.716038e-05	3.371969e-05	9.936979e-05	1.000000e+00	7.714882e+03
2623	1.049200e-01	1.500000e+01	5.559600e-05	3.069359e-05	9.661616e-05	1.000000e+00	7.719782e+03
2624	1.049600e-01	1.400000e+01	6.028433e-05	3.128211e-05	9.992056e-05	1.000000e+00	7.724387e+03
2625	1.050000e-01	1.500000e+01	6.302090e-05	3.070420e-05	9.784051e-05	1.000000e+00	7.729281e+03
2626	1.050400e-01	1.300000e+01	6.819916e-05	3.642688e-05	9.742375e-05	1.000000e+00	7.733586e+03
2627	1.050800e-01	1.400000e+01	5.762606e-05	3.048908e-05	9.661665e-05	1.000000e+00	7.738182e+03
2628	1.051200e-01	5.200000e+01	6.339237e-05	2.678047e-05	1.629136e-05	1.000000e+00	7.753912e+03
2629	1.051600e-01	1.800000e+01	6.020007e-05	3.039961e-05	9.730573e-05	1.000000e+00	7.759678e+03
2630	1.052000e-01	1.100000e+01	5.981970e-05	2.831889e-05	9.489348e-05	1.000000e+00	7.763389e+03
2631	1.052400e-01	1.000000e+01	5.827226e-05	3.061755e-05	9.769602e-05	1.000000e+00	7.766815e+03
2632	1.052800e-01	5.000000e+00	5.820663e-05	2.632670e-05	9.537604e-05	1.000000e+00	7.768789e+03
2633	1.053200e-01	1.100000e+01	5.939391e-05	3.023951e-05	9.795508e-05	1.000000e+00	7.772518e+03
2634	1.053600e-01	1.500000e+01	5.616747e-05	2.954688e-05	9.725575e-05	1.000000e+00	7.777414e+03
2635	1.054000e-01	1.800000e+01	5.662033e-05	3.173830e-05	9.850221e-05	1.000000e+00	7.783174e+03
2636	1.054400e-01	1.800000e+01	5.705794e-05	3.481736e-05	9.951687e-05	1.000000e+00	7.788946e+03
2637	1.054800e-01	1.600000e+01	5.653370e-05	3.147112e-05	9.801394e-05	1.000000e+00	7.794239e+03
2638	1.055200e-01	1.100000e+01	5.922491e-05	3.093465e-05	9.982700e-05	1.000000e+00	7.797936e+03
2639	1.055600e-01	9.000000e+00	5.614279e-05	2.963350e-05	9.664781e-05	1.000000e+00	7.801053e+03
2640	1.056000e-01	1.100000e+01	5.572357e-05	2.976592e-05	9.669488e-05	1.000000e+00	7.804753e+03
2641	1.056400e-01	1.500000e+01	7.555623e-05	3.184297e-05	9.152941e-05	1.000000e+00	7.809622e+03
2642	1.056800e-01	1.800000e+01	5.646417e-05	3.381203e-05	9.600746e-05	1.000000e+00	7.815359e+03
2643	1.057200e-01	1.800000e+01	5.731688e-05	3.864278e-05	9.858829e-05	1.000000e+00	7.821091e+03
2644	1.057600e-01	1.600000e+01	6.092555e-05	3.761208e-05	9.953430e-05	1.000000e+00	7.826293e+03
2645	1.058000e-01	1.300000e+01	6.159675e-05	3.165077e-05	9.930160e-05	1.000000e+00	7.830612e+03
2646	1.058400e-01	1.100000e+01	5.892942e-05	3.001826e-05	9.582499e-05	1.000000e+00	7.834347e+03
2647	1.058800e-01	1.100000e+01	5.663430e-05	3.029969e-05	9.802044e-05	1.000000e+00	7.838076e+03
2648	1.059200e-01	1.400000e+01	8.641202e-05	3.055193e-05	9.899216e-05	1.000000e+00	7.842695e+03
2649	1.059600e-01	1.600000e+01	9.062877e-05	3.461318e-05	9.728127e-05	1.000000e+00	7.847887e+03
2650	1.060000e-01	1.800000e+01	9.226866e-05	3.238800e-05	9.636525e-05	1.000000e+00	7.853667e+03
2651	1.060400e-01	1.800000e+01	5.792960e-05	3.159308e-05	9.713934e-05	1.000000e+00	7.859454e+03
2652	1.060800e-01	1.500000e+01	5.702232e-05	3.272131e-05	9.653887e-05	1.000000e+00	7.864362e+03
2653	1.061200e-01	1.200000e+01	5.963952e-05	3.104057e-05	9.920747e-05	1.000000e+00	7.868390e+03
2654	1.061600e-01	1.000000e+01	5.780653e-05	3.081488e-05	9.966773e-05	1.000000e+00	7.871827e+03
2655	1.062000e-01	1.200000e+01	5.623182e-05	3.003327e-05	9.619228e-05	1.000000e+00	7.875850e+03
2656	1.062400e-01	1.500000e+01	5.842663e-05	3.089892e-05	9.800306e-05	1.000000e+00	7.880761e+03
2657	1.062800e-01	1.700000e+01	6.630962e-05	3.235259e-05	9.698474e-05	1.000000e+00	7.886345e+03
2658	1.063200e-01	1.900000e+01	7.284341e-05	3.290382e-05	9.737371e-05	1.000000e+00	7.892491e+03
2659	1.063600e-01	1.700000e+01	6.740496e-05	3.335659e-05	9.957973e-05	1.000000e+00	7.898003e+03
2660	1.064000e-01	1.500000e+01	6.612907e-05	3.179389e-05	9.611921e-05	1.000000e+00	7.902906e+03
2661	1.064400e-01	1.200000e+01	6.571535e-05	3.153736e-05	9.994640e-05	1.000000e+00	7.906933e+03
2662	1.064800e-01	1.200000e+01	7.317167e-05	3.087813e-05	9.661937e-05	1.000000e+00	7.910961e+03
2663	1.065200e-01	1.400000e+01	6.604463e-05	3.164027e-05	9.835024e-05	1.000000e+00	7.915573e+03
2664	1.065600e-01	1.700000e+01	6.614679e-05	3.561767e-05	9.835781e-05	1.000000e+00	7.921068e+03
2665	1.066000e-01	1.900000e+01	6.960312e-05	3.362599e-05	9.942077e-05	1.000000e+00	7.927148e+03
2666	1.066400e-01	1.900000e+01	6.936055e-05	3.265847e-05	9.941187e-05	1.000000e+00	7.933248e+03
2667	1.066800e-01	1.700000e+01	7.042138e-05	3.270339e-05	9.957665e-05	1.000000e+00	7.938742e+03
2668	1.067200e-01	1.600000e+01	7.840085e-05	3.177334e-05	9.612730e-05	1.000000e+00	7.943936e+03
2669	1.067600e-01	1.400000e+01	6.893029e-05	3.148998e-05	9.771116e-05	1.000000e+00	7.948560e+03
2670	1.068000e-01	1.300000e+01	6.876093e-05	3.157735e-05	9.934512e-05	1.000000e+00	7.952886e+03
2671	1.068400e-01	1.500000e+01	6.831634e-05	3.182043e-05	9.895365e-05	1.000000e+00	7.957793e+03
2672	1.068800e-01	1.700000e+01	6.983817e-05	3.227054e-05	9.987315e-05	1.000000e+00	7.963283e+03
2673	1.069200e-01	1.900000e+01	6.748615e-05	3.214457e-05	9.759480e-05	1.000000e+00	7.969356e+03
2674	1.069600e-01	1.800000e+01	7.101394e-05	3.379691e-05	9.828382e-05	1.000000e+00	7.975144e+03
2675	1.070000e-01	1.800000e+01	7.099477e-05	3.235529e-05	9.911864e-05	1.000000e+00	7.980936e+03
2676	1.070400e-01	1.600000e+01	7.167869e-05	3.242834e-05	9.905553e-05	1.000000e+00	7.986123e+03
2677	1.070800e-01	1.400000e+01	7.029514e-05	3.211314e-05	9.844064e-05	1.000000e+00	7.990730e+03
2678	1.071200e-01	1.300000e+01	7.817268e-05	3.382182e-05	9.893582e-05	1.000000e+00	7.995052e+03
2679	1.071600e-01	1.600000e+01	7.100494e-05	3.214587e-05	9.859319e-05	1.000000e+00	8.000260e+03
2680	1.072000e-01	1.900000e+01	7.098806e-05	3.251958e-05	9.874045e-05	1.000000e+00	8.006339e+03
2681	1.072400e-01	2.000000e+01	7.168740e-05	3.280161e-05	9.896383e-05	1.000000e+00	8.012712e+03
2682	1.072800e-01	2.000000e+01	8.100755e-05	3.380355e-05	9.970761e-05	1.000000e+00	8.019085e+03
2683	1.073200e-01	1.900000e+01	7.731284e-05	3.348848e-05	9.804830e-05	1.000000e+00	8.025162e+03
2684	1.073600e-01	1.700000e+01	7.565571e-05	3.341374e-05	9.999307e-05	1.000000e+00	8.030654e+03
2685	1.074000e-01	1.500000e+01	8.131063e-05	3.327086e-05	9.529260e-05	1.000000e+00	8.035576e+03
2686	1.074400e-01	1.300000e+01	9.848800e-05	3.570062e-05	8.639526e-05	1.000000e+00	8.039899e+03
2687	1.074800e-01	1.000000e+01	9.909614e-05	3.922750e-05	9.944079e-05	1.000000e+00	8.043347e+03
2688	1.075200e-01	1.600000e+01	8.457439e-05	3.351459e-05	9.815017e-05	1.000000e+00	8.048546e+03
2689	1.075600e-01	1.700000e+01	7.896646e-05	5.223938e-05	8.441279e-05	1.000000e+00	8.054042e+03
2690	1.076000e-01	2.800000e+01	8.352573e-05	3.304300e-05	9.846756e-05	1.000000e+00	8.062773e+03
2691	1.076400e-01	3.000000e+01	8.782114e-05	3.717738e-05	9.829162e-05	1.000000e+00	8.072089e+03
2692	1.076800e-01	1.900000e+01	9.353804e-05	3.442006e-05	9.693740e-05	1.000000e+00	8.078178e+03
2693	1.077200e-01	1.300000e+01	7.089269e-05	3.296734e-05	9.920765e-05	1.000000e+00	8.082512e+03
2694	1.077600e-01	9.000000e+00	6.850503e-05	3.185886e-05	9.743955e-05	1.000000e+00	8.085667e+03
2695	1.078000e-01	9.000000e+00	7.231201e-05	3.154586e-05	9.925740e-05	1.000000e+00	8.088817e+03
2696	1.078400e-01	1.500000e+01	6.636715e-05	3.362070e-05	9.825414e-05	1.000000e+00	8.093736e+03
2697	1.078800e-01	2.000000e+01	7.935123e-05	3.304790e-05	9.794070e-05	1.000000e+00	8.100116e+03
2698	1.079200e-01	2.200000e+01	7.083127e-05	3.489919e-05	9.723411e-05	1.000000e+00	8.107079e+03
2699	1.079600e-01	2.100000e+01	6.588004e-05	3.506037e-05	9.995940e-05	1.000000e+00	8.113748e+03
2700	1.080000e-01	1.700000e+01	6.645589e-05	3.458887e-05	9.920922e-05	1.000000e+00	8.119257e+03
2701	1.080400e-01	1.200000e+01	6.901059e-05	3.325197e-05	9.926199e-05	1.000000e+00	8.123297e+03
2702	1.080800e-01	1.000000e+01	6.899503e-05	3.194505e-05	9.961391e-05	1.000000e+00	8.126747e+03
2703	1.081200e-01	1.400000e+01	7.659359e-05	3.374682e-05	8.704131e-05	1.000000e+00	8.131383e+03
2704	1.081600e-01	1.800000e+01	6.993430e-05	3.422513e-05	9.718463e-05	1.000000e+00	8.137187e+03
2705	1.082000e-01	2.200000e+01	6.759305e-05	3.388438e-05	9.951216e-05	1.000000e+00	8.144142e+03
2706	1.082400e-01	2.400000e+01	7.178467e-05	3.401292e-05	9.834924e-05	1.000000e+00	8.151669e+03
2707	1.082800e-01	2.100000e+01	6.684750e-05	3.431990e-05	9.966933e-05	1.000000e+00	8.158312e+03
2708	1.083200e-01	3.100000e+01	8.944836e-05	2.866497e-05	8.822710e-05	1.000000e+00	8.167869e+03
2709	1.083600e-01	3.300000e+01	9.502875e-05	3.310402e-05	1.310177e-05	1.000000e+00	8.178007e+03
2710	1.084000e-01	1.000000e+01	7.795402e-05	3.949420e-05	9.642379e-05	1.000000e+00	8.181426e+03
2711	1.084400e-01	8.000000e+00	6.292110e-05	3.028442e-05	9.578331e-05	1.000000e+00	8.184275e+03
2712	1.084800e-01	1.200000e+01	6.635124e-05	3.279536e-05	9.997788e-05	1.000000e+00	8.188282e+03
2713	1.085200e-01	1.400000e+01	6.592703e-05	3.264652e-05	9.564252e-05	1.000000e+00	8.192922e+03
2714	1.085600e-01	2.000000e+01	6.550509e-05	3.393019e-05	9.989678e-05	1.000000e+00	8.199325e+03
2715	1.086000e-01	2.200000e+01	6.502863e-05	3.691802e-05	9.956510e-05	1.000000e+00	8.206318e+03
2716	1.086400e-01	2.200000e+01	6.317222e-05	3.438859e-05	9.894574e-05	1.000000e+00	8.213299e+03
2717	1.086800e-01	1.900000e+01	6.421188e-05	3.409610e-05	9.861427e-05	1.000000e+00	8.219399e+03
2718	1.087200e-01	1.500000e+01	6.863191e-05	3.318897e-05	9.768164e-05	1.000000e+00	8.224337e+03
2719	1.087600e-01	1.200000e+01	6.292209e-05	3.301498e-05	9.753395e-05	1.000000e+00	8.228377e+03
2720	1.088000e-01	1.300000e+01	7.548618e-05	3.291117e-05	9.612057e-05	1.000000e+00	8.232722e+03
2721	1.088400e-01	1.600000e+01	7.261265e-05	3.431352e-05	9.818625e-05	1.000000e+00	8.237942e+03
2722	1.088800e-01	2.000000e+01	6.374210e-05	3.356025e-05	9.821973e-05	1.000000e+00	8.244349e+03
2723	1.089200e-01	2.200000e+01	6.263930e-05	3.427318e-05	9.770668e-05	1.000000e+00	8.251342e+03
2724	1.089600e-01	1.900000e+01	7.410369e-05	3.771889e-05	9.128868e-05	1.000000e+00	8.257446e+03
2725	1.090000e-01	1.700000e+01	6.183699e-05	3.357390e-05	9.806647e-05	1.000000e+00	8.262960e+03
2726	1.090400e-01	1.300000e+01	6.182609e-05	3.360712e-05	9.980638e-05	1.000000e+00	8.267315e+03
2727	1.090800e-01	1.100000e+01	6.058743e-05	3.268226e-05	9.879775e-05	1.000000e+00	8.271069e+03
2728	1.091200e-01	1.400000e+01	5.968753e-05	3.262363e-05	9.749126e-05	1.000000e+00	8.275700e+03
2729	1.091600e-01	1.700000e+01	6.286727e-05	3.456790e-05	9.684805e-05	1.000000e+00	8.281220e+03
2730	1.092000e-01	1.900000e+01	7.287986e-05	3.406025e-05	9.688207e-05	1.000000e+00	8.287284e+03
2731	1.092400e-01	2.000000e+01	6.879482e-05	3.427076e-05	9.702540e-05	1.000000e+00	8.293646e+03
2732	1.092800e-01	1.800000e+01	6.527596e-05	3.393691e-05	9.956966e-05	1.000000e+00	8.299420e+03
2733	1.093200e-01	1.400000e+01	6.256656e-05	3.375756e-05	9.999874e-05	1.000000e+00	8.304029e+03
2734	1.093600e-01	1.200000e+01	5.888182e-05	3.242615e-05	9.756709e-05	1.000000e+00	8.308045e+03
2735	1.094000e-01	1.200000e+01	5.851668e-05	3.223543e-05	9.801087e-05	1.000000e+00	8.312068e+03
2736	1.094400e-01	1.500000e+01	5.946270e-05	3.201210e-05	9.649854e-05	1.000000e+00	8.316976e+03
2737	1.094800e-01	1.800000e+01	6.397839e-05	3.299195e-05	9.873912e-05	1.000000e+00	8.322766e+03
2738	1.095200e-01	1.900000e+01	6.518468e-05	3.364640e-05	9.922266e-05	1.000000e+00	8.328843e+03
2739	1.095600e-01	1.900000e+01	6.116523e-05	3.411829e-05	9.766247e-05	1.000000e+00	8.334913e+03
2740	1.096000e-01	1.500000e+01	7.517229e-05	3.560639e-05	9.328377e-05	1.000000e+00	8.339811e+03
2741	1.096400e-01	1.300000e+01	6.737124e-05	3.267090e-05	9.947681e-05	1.000000e+00	8.344130e+03
2742	1.096800e-01	1.200000e+01	5.960934e-05	3.279510e-05	9.949850e-05	1.000000e+00	8.348151e+03
2743	1.097200e-01	1.400000e+01	6.467322e-05	3.179539e-05	9.642681e-05	1.000000e+00	8.352749e+03
2744	1.097600e-01	1.600000e+01	5.831193e-05	3.359795e-05	9.980297e-05	1.000000e+00	8.357938e+03
2745	1.098000e-01	1.800000e+01	6.952788e-05	3.490739e-05	9.711464e-05	1.000000e+00	8.363711e+03
2746	1.098400e-01	1.800000e+01	6.341329e-05	3.380757e-05	9.863803e-05	1.000000e+00	8.369501e+03
2747	1.098800e-01	1.800000e+01	6.185942e-05	3.354586e-05	9.776486e-05	1.000000e+00	8.375289e+03
2748	1.099200e-01	1.500000e+01	5.655914e-05	3.333026e-05	9.811433e-05	1.000000e+00	8.380189e+03
2749	1.099600e-01	1.200000e+01	5.604728e-05	3.261506e-05	9.870555e-05	1.000000e+00	8.384210e+03
2750	1.100000e-01	1.200000e+01	5.654327e-05	3.252027e-05	9.873932e-05	1.000000e+00	8.388229e+03
2751	1.100400e-01	1.300000e+01	5.966737e-05	3.279391e-05	9.978435e-05	1.000000e+00	8.392538e+03
2752	1.100800e-01	1.500000e+01	6.029971e-05	3.379077e-05	9.871487e-05	1.000000e+00	8.397436e+03
2753	1.101200e-01	1.700000e+01	6.156517e-05	3.478552e-05	9.999949e-05	1.000000e+00	8.403042e+03
2754	1.101600e-01	1.800000e+01	5.645136e-05	3.361940e-05	9.934928e-05	1.000000e+00	8.408821e+03
2755	1.102000e-01	1.600000e+01	7.572361e-05	3.570263e-05	9.520566e-05	1.000000e+00	8.414011e+03
2756	1.102400e-01	1.200000e+01	6.895484e-05	3.696075e-05	9.929594e-05	1.000000e+00	8.418031e+03
