#step	time	u[m]	load[N]	reaction[N]	Wint[J]	Wext[J]	Wkin[J]
2456	9.824000e-02	-4.862000e-04	-5.875739e+05	5.875747e+05	1.772466e+02	1.772662e+02	3.609378e-05
2457	9.828000e-02	-4.864000e-04	-5.876010e+05	5.876003e+05	1.773641e+02	1.773837e+02	3.463298e-05
2458	9.832000e-02	-4.866000e-04	-5.876439e+05	5.876449e+05	1.774816e+02	1.775012e+02	3.059800e-05
2459	9.836000e-02	-4.868000e-04	-5.877313e+05	5.877295e+05	1.775991e+02	1.776187e+02	2.805490e-05
2460	9.840000e-02	-4.870000e-04	-5.878268e+05	5.878290e+05	1.777167e+02	1.777363e+02	2.813653e-05
2461	9.844000e-02	-4.872000e-04	-5.879088e+05	5.879062e+05	1.778342e+02	1.778539e+02	2.986180e-05
2462	9.848000e-02	-4.874000e-04	-5.879287e+05	5.879298e+05	1.779517e+02	1.779715e+02	4.060672e-05
2463	9.852000e-02	-4.876000e-04	-5.879041e+05	5.879067e+05	1.780693e+02	1.780890e+02	3.897022e-05
2464	9.856000e-02	-4.878000e-04	-5.879556e+05	5.879528e+05	1.781868e+02	1.782066e+02	2.914190e-05
2465	9.860000e-02	-4.880000e-04	-5.880727e+05	5.880728e+05	1.783044e+02	1.783242e+02	2.553845e-05
2466	9.864000e-02	-4.882000e-04	-5.881957e+05	5.881938e+05	1.784220e+02	1.784419e+02	2.615248e-05
2467	9.868000e-02	-4.884000e-04	-5.882865e+05	5.882894e+05	1.785396e+02	1.785595e+02	3.088204e-05
2468	9.872000e-02	-4.886000e-04	-5.883174e+05	5.883176e+05	1.786573e+02	1.786772e+02	3.725070e-05
2469	9.876000e-02	-4.888000e-04	-5.883002e+05	5.882971e+05	1.787749e+02	1.787948e+02	4.012364e-05
2470	9.880000e-02	-4.890000e-04	-5.883084e+05	5.883109e+05	1.788925e+02	1.789125e+02	3.447932e-05
2471	9.884000e-02	-4.892000e-04	-5.883685e+05	5.883683e+05	1.790102e+02	1.790301e+02	2.935422e-05
2472	9.888000e-02	-4.894000e-04	-5.884654e+05	5.884640e+05	1.791278e+02	1.791478e+02	2.656911e-05
2473	9.892000e-02	-4.896000e-04	-5.885830e+05	5.885829e+05	1.792455e+02	1.792655e+02	2.732218e-05
2474	9.896000e-02	-4.898000e-04	-5.886515e+05	5.886528e+05	1.793632e+02	1.793833e+02	3.242302e-05
2475	9.900000e-02	-4.900000e-04	-5.886733e+05	5.886740e+05	1.794809e+02	1.795010e+02	3.589536e-05
2476	9.904000e-02	-4.902000e-04	-5.886940e+05	5.886917e+05	1.795986e+02	1.796187e+02	3.645183e-05
2477	9.908000e-02	-4.904000e-04	-5.887117e+05	5.887125e+05	1.797163e+02	1.797365e+02	3.378000e-05
2478	9.912000e-02	-4.906000e-04	-5.887751e+05	5.887763e+05	1.798340e+02	1.798542e+02	2.871009e-05
2479	9.916000e-02	-4.908000e-04	-5.888799e+05	5.888780e+05	1.799517e+02	1.799720e+02	2.737265e-05
2480	9.920000e-02	-4.910000e-04	-5.889644e+05	5.889649e+05	1.800695e+02	1.800898e+02	2.922752e-05
2481	9.924000e-02	-4.912000e-04	-5.890153e+05	5.890114e+05	1.801873e+02	1.802076e+02	3.528764e-05
2482	9.928000e-02	-4.914000e-04	-5.890384e+05	5.890411e+05	1.803050e+02	1.803254e+02	3.466450e-05
2483	9.932000e-02	-4.916000e-04	-5.890756e+05	5.890813e+05	1.804228e+02	1.804432e+02	3.275920e-05
2484	9.936000e-02	-4.918000e-04	-5.891265e+05	5.891218e+05	1.805406e+02	1.805610e+02	3.241583e-05
2485	9.940000e-02	-4.920000e-04	-5.891809e+05	5.891768e+05	1.806584e+02	1.806788e+02	3.070840e-05
2486	9.944000e-02	-4.922000e-04	-5.892543e+05	5.892572e+05	1.807762e+02	1.807967e+02	3.010559e-05
2487	9.948000e-02	-4.924000e-04	-5.893303e+05	5.893340e+05	1.808940e+02	1.809145e+02	2.948665e-05
2488	9.952000e-02	-4.926000e-04	-5.893963e+05	5.893944e+05	1.810119e+02	1.810324e+02	3.165442e-05
2489	9.956000e-02	-4.928000e-04	-5.894550e+05	5.894526e+05	1.811297e+02	1.811503e+02	3.163877e-05
2490	9.960000e-02	-4.930000e-04	-5.894899e+05	5.894894e+05	1.812476e+02	1.812682e+02	3.584431e-05
2491	9.964000e-02	-4.932000e-04	-5.895005e+05	5.895034e+05	1.813654e+02	1.813861e+02	3.611737e-05
2492	9.968000e-02	-4.934000e-04	-5.895399e+05	5.895395e+05	1.814833e+02	1.815040e+02	3.265910e-05
2493	9.972000e-02	-4.936000e-04	-5.896034e+05	5.895996e+05	1.816012e+02	1.816219e+02	3.064592e-05
2494	9.976000e-02	-4.938000e-04	-5.896720e+05	5.896758e+05	1.817191e+02	1.817398e+02	3.009713e-05
2495	9.980000e-02	-4.940000e-04	-5.897497e+05	5.897530e+05	1.818370e+02	1.818578e+02	3.108876e-05
2496	9.984000e-02	-4.942000e-04	-5.897910e+05	5.897847e+05	1.819549e+02	1.819757e+02	3.595901e-05
2497	9.988000e-02	-4.944000e-04	-5.898066e+05	5.898039e+05	1.820728e+02	1.820937e+02	3.619471e-05
2498	9.992000e-02	-4.946000e-04	-5.898461e+05	5.898521e+05	1.821908e+02	1.822117e+02	3.236677e-05
2499	9.996000e-02	-4.948000e-04	-5.899200e+05	5.899217e+05	1.823087e+02	1.823296e+02	2.907066e-05
2500	1.000000e-01	-4.950000e-04	-5.900198e+05	5.900163e+05	1.824267e+02	1.824476e+02	2.722740e-05
2501	1.000400e-01	-4.952000e-04	-5.901130e+05	5.901111e+05	1.825447e+02	1.825656e+02	2.974172e-05
2502	1.000800e-01	-4.954000e-04	-5.901546e+05	5.901570e+05	1.826627e+02	1.826837e+02	3.570493e-05
2503	1.001200e-01	-4.956000e-04	-5.901588e+05	5.901604e+05	1.827807e+02	1.828017e+02	3.787779e-05
2504	1.001600e-01	-4.958000e-04	-5.901799e+05	5.901755e+05	1.828987e+02	1.829197e+02	3.519195e-05
2505	1.002000e-01	-4.960000e-04	-5.902151e+05	5.902161e+05	1.830167e+02	1.830378e+02	3.196828e-05
2506	1.002400e-01	-4.962000e-04	-5.902940e+05	5.902988e+05	1.831347e+02	1.831558e+02	2.731603e-05
2507	1.002800e-01	-4.964000e-04	-5.904129e+05	5.904100e+05	1.832527e+02	1.832739e+02	2.673644e-05
2508	1.003200e-01	-4.966000e-04	-5.904947e+05	5.904913e+05	1.833708e+02	1.833920e+02	3.056605e-05
2509	1.003600e-01	-4.968000e-04	-5.905337e+05	5.905367e+05	1.834889e+02	1.835101e+02	3.430488e-05
2510	1.004000e-01	-4.970000e-04	-5.905505e+05	5.905540e+05	1.836069e+02	1.836282e+02	3.721255e-05
2511	1.004400e-01	-4.972000e-04	-5.905515e+05	5.905464e+05	1.837250e+02	1.837463e+02	3.714242e-05
2512	1.004800e-01	-4.974000e-04	-5.905784e+05	5.905785e+05	1.838431e+02	1.838644e+02	3.134656e-05
2513	1.005200e-01	-4.976000e-04	-5.906721e+05	5.906764e+05	1.839612e+02	1.839825e+02	2.711790e-05
2514	1.005600e-01	-4.978000e-04	-5.907800e+05	5.907778e+05	1.840793e+02	1.841007e+02	2.714083e-05
2515	1.006000e-01	-4.980000e-04	-5.908700e+05	5.908680e+05	1.841974e+02	1.842189e+02	2.944182e-05
2516	1.006400e-01	-4.982000e-04	-5.909183e+05	5.909156e+05	1.843156e+02	1.843370e+02	3.611245e-05
2517	1.006800e-01	-4.984000e-04	-5.908985e+05	5.909016e+05	1.844337e+02	1.844552e+02	4.049717e-05
2518	1.007200e-01	-4.986000e-04	-5.908922e+05	5.908956e+05	1.845519e+02	1.845734e+02	3.695523e-05
2519	1.007600e-01	-4.988000e-04	-5.909407e+05	5.909357e+05	1.846700e+02	1.846916e+02	3.022760e-05
2520	1.008000e-01	-4.990000e-04	-5.910292e+05	5.910299e+05	1.847882e+02	1.848098e+02	2.656033e-05
2521	1.008400e-01	-4.992000e-04	-5.911476e+05	5.911510e+05	1.849064e+02	1.849280e+02	2.650968e-05
2522	1.008800e-01	-4.994000e-04	-5.912332e+05	5.912307e+05	1.850246e+02	1.850462e+02	3.086248e-05
2523	1.009200e-01	-4.996000e-04	-5.912576e+05	5.912558e+05	1.851428e+02	1.851645e+02	3.638251e-05
2524	1.009600e-01	-4.998000e-04	-5.912544e+05	5.912547e+05	1.852610e+02	1.852827e+02	3.940864e-05
2525	1.010000e-01	-5.000000e-04	-5.912556e+05	5.912593e+05	1.853792e+02	1.854010e+02	3.512585e-05
2526	1.010400e-01	-5.002000e-04	-5.913070e+05	5.913045e+05	1.854974e+02	1.855192e+02	2.965632e-05
2527	1.010800e-01	-5.004000e-04	-5.913972e+05	5.913952e+05	1.856157e+02	1.856375e+02	2.782039e-05
2528	1.011200e-01	-5.006000e-04	-5.914912e+05	5.914948e+05	1.857340e+02	1.857558e+02	2.755977e-05
2529	1.011600e-01	-5.008000e-04	-5.915782e+05	5.915760e+05	1.858522e+02	1.858741e+02	3.043042e-05
2530	1.012000e-01	-5.010000e-04	-5.916149e+05	5.916123e+05	1.859705e+02	1.859924e+02	3.579413e-05
2531	1.012400e-01	-5.012000e-04	-5.916171e+05	5.916211e+05	1.860888e+02	1.861107e+02	3.623673e-05
2532	1.012800e-01	-5.014000e-04	-5.916428e+05	5.916442e+05	1.862071e+02	1.862291e+02	3.479639e-05
2533	1.013200e-01	-5.016000e-04	-5.916704e+05	5.916647e+05	1.863254e+02	1.863474e+02	3.426680e-05
2534	1.013600e-01	-5.018000e-04	-5.917059e+05	5.917061e+05	1.864437e+02	1.864657e+02	3.222125e-05
2535	1.014000e-01	-5.020000e-04	-5.917806e+05	5.917866e+05	1.865620e+02	1.865841e+02	2.903579e-05
2536	1.014400e-01	-5.022000e-04	-5.918720e+05	5.918697e+05	1.866803e+02	1.867025e+02	2.838233e-05
2537	1.014800e-01	-5.024000e-04	-5.919627e+05	5.919574e+05	1.867987e+02	1.868208e+02	2.892279e-05
2538	1.015200e-01	-5.026000e-04	-5.920255e+05	5.920283e+05	1.869171e+02	1.869392e+02	3.306557e-05
2539	1.015600e-01	-5.028000e-04	-5.920420e+05	5.920449e+05	1.870354e+02	1.870576e+02	3.626364e-05
2540	1.016000e-01	-5.030000e-04	-5.920499e+05	5.920433e+05	1.871538e+02	1.871761e+02	3.811252e-05
2541	1.016400e-01	-5.032000e-04	-5.920619e+05	5.920639e+05	1.872722e+02	1.872945e+02	3.450144e-05
2542	1.016800e-01	-5.034000e-04	-5.921161e+05	5.921186e+05	1.873906e+02	1.874129e+02	2.887774e-05
2543	1.017200e-01	-5.036000e-04	-5.922200e+05	5.922198e+05	1.875090e+02	1.875313e+02	2.705215e-05
2544	1.017600e-01	-5.038000e-04	-5.923167e+05	5.923136e+05	1.876274e+02	1.876498e+02	2.855491e-05
2545	1.018000e-01	-5.040000e-04	-5.923734e+05	5.923730e+05	1.877458e+02	1.877682e+02	3.325694e-05
2546	1.018400e-01	-5.042000e-04	-5.923869e+05	5.923910e+05	1.878643e+02	1.878867e+02	3.795417e-05
2547	1.018800e-01	-5.044000e-04	-5.923855e+05	5.923831e+05	1.879827e+02	1.880052e+02	3.702106e-05
2548	1.019200e-01	-5.046000e-04	-5.924149e+05	5.924144e+05	1.881011e+02	1.881237e+02	3.186838e-05
2549	1.019600e-01	-5.048000e-04	-5.924790e+05	5.924796e+05	1.882196e+02	1.882422e+02	2.968294e-05
2550	1.020000e-01	-5.050000e-04	-5.925509e+05	5.925506e+05	1.883381e+02	1.883607e+02	2.946668e-05
2551	1.020400e-01	-5.052000e-04	-5.926282e+05	5.926271e+05	1.884566e+02	1.884792e+02	2.985660e-05
2552	1.020800e-01	-5.054000e-04	-5.926943e+05	5.926945e+05	1.885751e+02	1.885977e+02	3.104629e-05
2553	1.021200e-01	-5.056000e-04	-5.927230e+05	5.927243e+05	1.886936e+02	1.887163e+02	3.575767e-05
2554	1.021600e-01	-5.058000e-04	-5.927324e+05	5.927310e+05	1.888121e+02	1.888348e+02	3.687903e-05
2555	1.022000e-01	-5.060000e-04	-5.927483e+05	5.927484e+05	1.889306e+02	1.889533e+02	3.487278e-05
2556	1.022400e-01	-5.062000e-04	-5.927920e+05	5.927907e+05	1.890491e+02	1.890719e+02	3.097793e-05
2557	1.022800e-01	-5.064000e-04	-5.928641e+05	5.928652e+05	1.891676e+02	1.891905e+02	2.915068e-05
2558	1.023200e-01	-5.066000e-04	-5.929477e+05	5.929496e+05	1.892862e+02	1.893090e+02	2.897529e-05
2559	1.023600e-01	-5.068000e-04	-5.929961e+05	5.929915e+05	1.894047e+02	1.894276e+02	3.538386e-05
2560	1.024000e-01	-5.070000e-04	-5.929925e+05	5.929938e+05	1.895233e+02	1.895462e+02	3.871626e-05
2561	1.024400e-01	-5.072000e-04	-5.929964e+05	5.929976e+05	1.896419e+02	1.896648e+02	3.737344e-05
2562	1.024800e-01	-5.074000e-04	-5.930328e+05	5.930314e+05	1.897604e+02	1.897834e+02	3.276781e-05
2563	1.025200e-01	-5.076000e-04	-5.931032e+05	5.931043e+05	1.898790e+02	1.899021e+02	2.896796e-05
2564	1.025600e-01	-5.078000e-04	-5.931848e+05	5.931838e+05	1.899976e+02	1.900207e+02	3.146995e-05
2565	1.026000e-01	-5.080000e-04	-5.932344e+05	5.932339e+05	1.901162e+02	1.901393e+02	3.427915e-05
2566	1.026400e-01	-5.082000e-04	-5.932690e+05	5.932676e+05	1.902348e+02	1.902580e+02	3.470865e-05
2567	1.026800e-01	-5.084000e-04	-5.933036e+05	5.933068e+05	1.903535e+02	1.903766e+02	3.454712e-05
2568	1.027200e-01	-5.086000e-04	-5.933387e+05	5.933419e+05	1.904721e+02	1.904953e+02	3.247443e-05
2569	1.027600e-01	-5.088000e-04	-5.934051e+05	5.933993e+05	1.905907e+02	1.906140e+02	3.014411e-05
2570	1.028000e-01	-5.090000e-04	-5.934699e+05	5.934677e+05	1.907094e+02	1.907327e+02	3.179937e-05
2571	1.028400e-01	-5.092000e-04	-5.935102e+05	5.935150e+05	1.908280e+02	1.908514e+02	3.199318e-05
2572	1.028800e-01	-5.094000e-04	-5.935622e+05	5.935627e+05	1.909467e+02	1.909701e+02	3.305060e-05
2573	1.029200e-01	-5.096000e-04	-5.935909e+05	5.935870e+05	1.910654e+02	1.910888e+02	3.548993e-05
2574	1.029600e-01	-5.098000e-04	-5.935932e+05	5.935922e+05	1.911841e+02	1.912075e+02	3.820278e-05
2575	1.030000e-01	-5.100000e-04	-5.936137e+05	5.936161e+05	1.913027e+02	1.913262e+02	3.569425e-05
2576	1.030400e-01	-5.102000e-04	-5.936617e+05	5.936621e+05	1.914214e+02	1.914450e+02	3.138196e-05
2577	1.030800e-01	-5.104000e-04	-5.937432e+05	5.937417e+05	1.915402e+02	1.915637e+02	2.919440e-05
2578	1.031200e-01	-5.106000e-04	-5.938330e+05	5.938367e+05	1.916589e+02	1.916824e+02	2.927667e-05
2579	1.031600e-01	-5.108000e-04	-5.938977e+05	5.938969e+05	1.917776e+02	1.918012e+02	3.228841e-05
2580	1.032000e-01	-5.110000e-04	-5.939247e+05	5.939181e+05	1.918964e+02	1.919200e+02	3.680479e-05
2581	1.032400e-01	-5.112000e-04	-5.939202e+05	5.939229e+05	1.920151e+02	1.920388e+02	3.855871e-05
2582	1.032800e-01	-5.114000e-04	-5.939231e+05	5.939278e+05	1.921338e+02	1.921576e+02	3.568189e-05
2583	1.033200e-01	-5.116000e-04	-5.939527e+05	5.939484e+05	1.922526e+02	1.922764e+02	3.366594e-05
2584	1.033600e-01	-5.118000e-04	-5.940127e+05	5.940129e+05	1.923714e+02	1.923952e+02	2.896583e-05
2585	1.034000e-01	-5.120000e-04	-5.941171e+05	5.941190e+05	1.924902e+02	1.925140e+02	2.672578e-05
2586	1.034400e-01	-5.122000e-04	-5.942080e+05	5.942059e+05	1.926090e+02	1.926328e+02	3.054582e-05
2587	1.034800e-01	-5.124000e-04	-5.942371e+05	5.942378e+05	1.927278e+02	1.927516e+02	3.610762e-05
2588	1.035200e-01	-5.126000e-04	-5.942385e+05	5.942361e+05	1.928466e+02	1.928705e+02	3.991803e-05
2589	1.035600e-01	-5.128000e-04	-5.942272e+05	5.942264e+05	1.929654e+02	1.929893e+02	3.950240e-05
2590	1.036000e-01	-5.130000e-04	-5.942317e+05	5.942372e+05	1.930842e+02	1.931082e+02	3.402909e-05
2591	1.036400e-01	-5.132000e-04	-5.942980e+05	5.942967e+05	1.932030e+02	1.932270e+02	2.970977e-05
2592	1.036800e-01	-5.134000e-04	-5.943971e+05	5.943941e+05	1.933218e+02	1.933459e+02	2.658356e-05
2593	1.037200e-01	-5.136000e-04	-5.945030e+05	5.945039e+05	1.934407e+02	1.934648e+02	2.778496e-05
2594	1.037600e-01	-5.138000e-04	-5.945565e+05	5.945557e+05	1.935596e+02	1.935837e+02	3.564938e-05
2595	1.038000e-01	-5.140000e-04	-5.945365e+05	5.945369e+05	1.936784e+02	1.937026e+02	4.143259e-05
2596	1.038400e-01	-5.142000e-04	-5.945245e+05	5.945238e+05	1.937973e+02	1.938215e+02	3.879013e-05
2597	1.038800e-01	-5.144000e-04	-5.945382e+05	5.945405e+05	1.939162e+02	1.939404e+02	3.373593e-05
2598	1.039200e-01	-5.146000e-04	-5.946024e+05	5.946016e+05	1.940351e+02	1.940593e+02	2.810346e-05
2599	1.039600e-01	-5.148000e-04	-5.947163e+05	5.947156e+05	1.941540e+02	1.941783e+02	2.631599e-05
2600	1.040000e-01	-5.150000e-04	-5.948081e+05	5.948091e+05	1.942729e+02	1.942972e+02	2.990836e-05
2601	1.040400e-01	-5.152000e-04	-5.948469e+05	5.948440e+05	1.943918e+02	1.944162e+02	3.455783e-05
2602	1.040800e-01	-5.154000e-04	-5.948542e+05	5.948575e+05	1.945107e+02	1.945352e+02	3.844805e-05
2603	1.041200e-01	-5.156000e-04	-5.948394e+05	5.948372e+05	1.946297e+02	1.946541e+02	4.033258e-05
2604	1.041600e-01	-5.158000e-04	-5.948351e+05	5.948352e+05	1.947486e+02	1.947731e+02	3.408328e-05
2605	1.042000e-01	-5.160000e-04	-5.949082e+05	5.949104e+05	1.948675e+02	1.948921e+02	2.833516e-05
2606	1.042400e-01	-5.162000e-04	-5.950037e+05	5.949996e+05	1.949865e+02	1.950111e+02	2.791852e-05
2607	1.042800e-01	-5.164000e-04	-5.950696e+05	5.950717e+05	1.951055e+02	1.951301e+02	3.098160e-05
2608	1.043200e-01	-5.166000e-04	-5.951237e+05	5.951248e+05	1.952245e+02	1.952491e+02	3.372937e-05
2609	1.043600e-01	-5.168000e-04	-5.951392e+05	5.951393e+05	1.953434e+02	1.953681e+02	3.600475e-05
2610	1.044000e-01	-5.170000e-04	-5.951426e+05	5.951405e+05	1.954624e+02	1.954871e+02	3.767643e-05
2611	1.044400e-01	-5.172000e-04	-5.951560e+05	5.951552e+05	1.955814e+02	1.956062e+02	3.527319e-05
2612	1.044800e-01	-5.174000e-04	-5.951846e+05	5.951860e+05	1.957004e+02	1.957252e+02	3.277668e-05
2613	1.045200e-01	-5.176000e-04	-5.952500e+05	5.952506e+05	1.958194e+02	1.958443e+02	2.950963e-05
2614	1.045600e-01	-5.178000e-04	-5.953321e+05	5.953328e+05	1.959385e+02	1.959633e+02	2.896036e-05
2615	1.046000e-01	-5.180000e-04	-5.953988e+05	5.953961e+05	1.960575e+02	1.960824e+02	3.173216e-05
2616	1.046400e-01	-5.182000e-04	-5.954297e+05	5.954294e+05	1.961765e+02	1.962015e+02	3.545460e-05
2617	1.046800e-01	-5.184000e-04	-5.954386e+05	5.954376e+05	1.962956e+02	1.963206e+02	3.722033e-05
2618	1.047200e-01	-5.186000e-04	-5.954579e+05	5.954605e+05	1.964146e+02	1.964396e+02	3.251261e-05
2619	1.047600e-01	-5.188000e-04	-5.955138e+05	5.955105e+05	1.965337e+02	1.965587e+02	3.150970e-05
2620	1.048000e-01	-5.190000e-04	-5.955518e+05	5.955505e+05	1.966528e+02	1.966778e+02	3.367254e-05
2621	1.048400e-01	-5.192000e-04	-5.955805e+05	5.955842e+05	1.967718e+02	1.967970e+02	3.359106e-05
2622	1.048800e-01	-5.194000e-04	-5.956254e+05	5.956271e+05	1.968909e+02	1.969161e+02	3.285304e-05
2623	1.049200e-01	-5.196000e-04	-5.956591e+05	5.956546e+05	1.970100e+02	1.970352e+02	3.412486e-05
2624	1.049600e-01	-5.198000e-04	-5.956912e+05	5.956889e+05	1.971291e+02	1.971543e+02	3.330549e-05
2625	1.050000e-01	-5.200000e-04	-5.957292e+05	5.957346e+05	1.972482e+02	1.972735e+02	3.376571e-05
2626	1.050400e-01	-5.202000e-04	-5.957733e+05	5.957741e+05	1.973673e+02	1.973926e+02	3.157125e-05
2627	1.050800e-01	-5.204000e-04	-5.958260e+05	5.958201e+05	1.974865e+02	1.975118e+02	3.269712e-05
2628	1.051200e-01	-5.206000e-04	-5.957658e+05	5.957567e+05	1.976056e+02	1.976310e+02	6.570494e-05
2629	1.051600e-01	-5.208000e-04	-5.956359e+05	5.956450e+05	1.977247e+02	1.977501e+02	5.117552e-05
2630	1.052000e-01	-5.210000e-04	-5.957196e+05	5.957323e+05	1.978438e+02	1.978692e+02	2.682108e-05
2631	1.052400e-01	-5.212000e-04	-5.959175e+05	5.959129e+05	1.979629e+02	1.979884e+02	2.313898e-05
2632	1.052800e-01	-5.214000e-04	-5.960885e+05	5.960781e+05	1.980821e+02	1.981076e+02	2.456162e-05
2633	1.053200e-01	-5.216000e-04	-5.961930e+05	5.961977e+05	1.982013e+02	1.982268e+02	3.307873e-05
2634	1.053600e-01	-5.218000e-04	-5.961590e+05	5.961642e+05	1.983205e+02	1.983461e+02	4.598407e-05
2635	1.054000e-01	-5.220000e-04	-5.960792e+05	5.960697e+05	1.984397e+02	1.984653e+02	4.972929e-05
2636	1.054400e-01	-5.222000e-04	-5.960399e+05	5.960420e+05	1.985588e+02	1.985845e+02	4.290546e-05
2637	1.054800e-01	-5.224000e-04	-5.960377e+05	5.960402e+05	1.986780e+02	1.987037e+02	3.243947e-05
2638	1.055200e-01	-5.226000e-04	-5.961482e+05	5.961513e+05	1.987972e+02	1.988229e+02	2.397695e-05
2639	1.055600e-01	-5.228000e-04	-5.963273e+05	5.963244e+05	1.989164e+02	1.989422e+02	2.481510e-05
2640	1.056000e-01	-5.230000e-04	-5.963998e+05	5.963986e+05	1.990357e+02	1.990614e+02	3.105159e-05
2641	1.056400e-01	-5.232000e-04	-5.964131e+05	5.964134e+05	1.991549e+02	1.991807e+02	4.055977e-05
2642	1.056800e-01	-5.234000e-04	-5.963720e+05	5.963667e+05	1.992741e+02	1.993000e+02	4.904988e-05
2643	1.057200e-01	-5.236000e-04	-5.962839e+05	5.962893e+05	1.993933e+02	1.994193e+02	4.373720e-05
2644	1.057600e-01	-5.238000e-04	-5.963099e+05	5.963121e+05	1.995126e+02	1.995385e+02	3.163269e-05
2645	1.058000e-01	-5.240000e-04	-5.964047e+05	5.964022e+05	1.996318e+02	1.996578e+02	2.715298e-05
2646	1.058400e-01	-5.242000e-04	-5.965058e+05	5.965044e+05	1.997511e+02	1.997771e+02	2.649318e-05
2647	1.058800e-01	-5.244000e-04	-5.966228e+05	5.966254e+05	1.998704e+02	1.998964e+02	2.916891e-05
2648	1.059200e-01	-5.246000e-04	-5.966533e+05	5.966516e+05	1.999897e+02	2.000157e+02	3.769506e-05
2649	1.059600e-01	-5.248000e-04	-5.966231e+05	5.966198e+05	2.001089e+02	2.001351e+02	4.248415e-05
2650	1.060000e-01	-5.250000e-04	-5.965995e+05	5.966024e+05	2.002282e+02	2.002544e+02	4.314643e-05
2651	1.060400e-01	-5.252000e-04	-5.965659e+05	5.965690e+05	2.003475e+02	2.003737e+02	3.826239e-05
2652	1.060800e-01	-5.254000e-04	-5.966044e+05	5.966015e+05	2.004668e+02	2.004930e+02	2.992717e-05
2653	1.061200e-01	-5.256000e-04	-5.967124e+05	5.967105e+05	2.005861e+02	2.006123e+02	2.656787e-05
2654	1.061600e-01	-5.258000e-04	-5.968212e+05	5.968231e+05	2.007054e+02	2.007317e+02	2.680383e-05
2655	1.062000e-01	-5.260000e-04	-5.969040e+05	5.969064e+05	2.008247e+02	2.008511e+02	3.129720e-05
2656	1.062400e-01	-5.262000e-04	-5.969205e+05	5.969165e+05	2.009441e+02	2.009705e+02	3.979973e-05
2657	1.062800e-01	-5.264000e-04	-5.968751e+05	5.968713e+05	2.010634e+02	2.010898e+02	4.495325e-05
2658	1.063200e-01	-5.266000e-04	-5.968277e+05	5.968320e+05	2.011827e+02	2.012092e+02	4.360585e-05
2659	1.063600e-01	-5.268000e-04	-5.968207e+05	5.968227e+05	2.013020e+02	2.013286e+02	3.552466e-05
2660	1.064000e-01	-5.270000e-04	-5.968742e+05	5.968745e+05	2.014214e+02	2.014479e+02	2.907705e-05
2661	1.064400e-01	-5.272000e-04	-5.969856e+05	5.969836e+05	2.015407e+02	2.015673e+02	2.655700e-05
2662	1.064800e-01	-5.274000e-04	-5.970817e+05	5.970828e+05	2.016601e+02	2.016867e+02	2.943125e-05
2663	1.065200e-01	-5.276000e-04	-5.971277e+05	5.971264e+05	2.017795e+02	2.018061e+02	3.524928e-05
2664	1.065600e-01	-5.278000e-04	-5.971204e+05	5.971185e+05	2.018989e+02	2.019256e+02	4.238639e-05
2665	1.066000e-01	-5.280000e-04	-5.970722e+05	5.970728e+05	2.020182e+02	2.020450e+02	4.475148e-05
2666	1.066400e-01	-5.282000e-04	-5.970428e+05	5.970409e+05	2.021376e+02	2.021644e+02	3.971265e-05
2667	1.066800e-01	-5.284000e-04	-5.970641e+05	5.970694e+05	2.022570e+02	2.022838e+02	3.257299e-05
2668	1.067200e-01	-5.286000e-04	-5.971292e+05	5.971302e+05	2.023764e+02	2.024032e+02	2.942022e-05
2669	1.067600e-01	-5.288000e-04	-5.972137e+05	5.972092e+05	2.024958e+02	2.025227e+02	2.897945e-05
2670	1.068000e-01	-5.290000e-04	-5.972891e+05	5.972880e+05	2.026152e+02	2.026421e+02	3.066251e-05
2671	1.068400e-01	-5.292000e-04	-5.973273e+05	5.973296e+05	2.027346e+02	2.027616e+02	3.491914e-05
2672	1.068800e-01	-5.294000e-04	-5.973298e+05	5.973278e+05	2.028540e+02	2.028810e+02	3.960976e-05
2673	1.069200e-01	-5.296000e-04	-5.973044e+05	5.973017e+05	2.029734e+02	2.030005e+02	4.206227e-05
2674	1.069600e-01	-5.298000e-04	-5.972867e+05	5.972915e+05	2.030928e+02	2.031200e+02	3.744575e-05
2675	1.070000e-01	-5.300000e-04	-5.973119e+05	5.973136e+05	2.032123e+02	2.032394e+02	3.327677e-05
2676	1.070400e-01	-5.302000e-04	-5.973652e+05	5.973649e+05	2.033317e+02	2.033589e+02	3.021689e-05
2677	1.070800e-01	-5.304000e-04	-5.974424e+05	5.974396e+05	2.034511e+02	2.034784e+02	2.943282e-05
2678	1.071200e-01	-5.306000e-04	-5.975173e+05	5.975173e+05	2.035706e+02	2.035979e+02	3.018685e-05
2679	1.071600e-01	-5.308000e-04	-5.975568e+05	5.975581e+05	2.036901e+02	2.037174e+02	3.564493e-05
2680	1.072000e-01	-5.310000e-04	-5.975439e+05	5.975412e+05	2.038095e+02	2.038369e+02	4.212605e-05
2681	1.072400e-01	-5.312000e-04	-5.975056e+05	5.975051e+05	2.039290e+02	2.039564e+02	4.344441e-05
2682	1.072800e-01	-5.314000e-04	-5.974849e+05	5.974853e+05	2.040484e+02	2.040759e+02	3.883731e-05
2683	1.073200e-01	-5.316000e-04	-5.975029e+05	5.975069e+05	2.041679e+02	2.041954e+02	3.302800e-05
