#step	time	u[m]	load[N]	reaction[N]	Wint[J]	Wext[J]	Wkin[J]
35	7.000000e-04	-6.125000e-07	-1.148619e+03	1.185908e+03	3.475425e-04	3.524105e-04	2.937087e-06
36	7.200000e-04	-6.500000e-07	-1.224885e+03	1.249679e+03	3.917788e-04	3.962680e-04	2.574440e-06
37	7.400000e-04	-6.875000e-07	-1.283414e+03	1.300084e+03	4.385836e-04	4.428087e-04	2.132566e-06
38	7.600000e-04	-7.250000e-07	-1.413527e+03	1.347573e+03	4.881884e-04	4.923021e-04	2.503020e-06
39	7.800000e-04	-7.625000e-07	-1.452647e+03	1.428909e+03	5.403765e-04	5.457023e-04	3.370623e-06
40	8.000000e-04	-8.000000e-07	-1.513628e+03	1.528330e+03	5.952031e-04	6.008287e-04	3.569323e-06
41	8.200000e-04	-8.425000e-07	-1.601224e+03	1.605127e+03	6.605590e-04	6.661804e-04	3.597144e-06
42	8.400000e-04	-8.850000e-07	-1.653279e+03	1.680005e+03	7.292904e-04	7.348446e-04	3.206555e-06
43	8.600000e-04	-9.275000e-07	-1.782549e+03	1.743906e+03	8.014787e-04	8.066463e-04	3.295456e-06
44	8.800000e-04	-9.700000e-07	-1.839589e+03	1.826725e+03	8.770849e-04	8.830616e-04	3.803828e-06
45	9.000000e-04	-1.012500e-06	-1.923536e+03	1.925914e+03	9.560960e-04	9.622543e-04	4.035172e-06
46	9.200000e-04	-1.060000e-06	-2.026644e+03	2.004965e+03	1.048380e-03	1.054970e-03	4.563602e-06
47	9.400000e-04	-1.107500e-06	-2.078098e+03	2.094830e+03	1.144923e-03	1.151912e-03	4.498100e-06
48	9.600000e-04	-1.155000e-06	-2.203472e+03	2.185250e+03	1.245745e-03	1.252288e-03	4.456458e-06
49	9.800000e-04	-1.202500e-06	-2.269779e+03	2.280958e+03	1.350847e-03	1.357809e-03	4.542935e-06
50	1.000000e-03	-1.250000e-06	-2.371840e+03	2.375359e+03	1.460223e-03	1.466992e-03	4.507735e-06
51	1.020000e-03	-1.302500e-06	-2.495388e+03	2.453004e+03	1.585989e-03	1.593301e-03	5.275342e-06
52	1.040000e-03	-1.355000e-06	-2.559065e+03	2.554155e+03	1.716960e-03	1.725235e-03	5.757705e-06
53	1.060000e-03	-1.407500e-06	-2.681057e+03	2.664895e+03	1.853114e-03	1.861379e-03	6.028383e-06
54	1.080000e-03	-1.460000e-06	-2.743949e+03	2.780862e+03	1.994552e-03	2.003031e-03	5.721226e-06
55	1.100000e-03	-1.512500e-06	-2.859822e+03	2.881155e+03	2.141184e-03	2.148802e-03	5.094713e-06
56	1.120000e-03	-1.570000e-06	-3.008205e+03	2.955549e+03	2.307638e-03	2.315596e-03	5.844443e-06
57	1.140000e-03	-1.627500e-06	-3.087809e+03	3.058855e+03	2.480421e-03	2.489836e-03	6.850231e-06
58	1.160000e-03	-1.685000e-06	-3.211921e+03	3.182287e+03	2.659305e-03	2.669382e-03	7.711485e-06
59	1.180000e-03	-1.742500e-06	-3.273047e+03	3.322907e+03	2.844587e-03	2.855022e-03	7.322366e-06
60	1.200000e-03	-1.800000e-06	-3.392504e+03	3.440569e+03	3.036139e-03	3.045156e-03	6.090183e-06
61	1.220000e-03	-1.862500e-06	-3.557624e+03	3.512270e+03	3.251162e-03	3.260037e-03	6.472311e-06
62	1.240000e-03	-1.925000e-06	-3.660267e+03	3.612346e+03	3.473835e-03	3.484167e-03	7.606081e-06
63	1.260000e-03	-1.987500e-06	-3.797115e+03	3.744950e+03	3.703643e-03	3.715326e-03	9.223050e-06
64	1.280000e-03	-2.050000e-06	-3.857671e+03	3.904347e+03	3.940932e-03	3.953673e-03	9.288208e-06
65	1.300000e-03	-2.112500e-06	-3.972937e+03	4.042476e+03	4.185795e-03	4.196807e-03	7.560852e-06
66	1.320000e-03	-2.180000e-06	-4.147411e+03	4.124338e+03	4.458060e-03	4.468233e-03	7.302249e-06
67	1.340000e-03	-2.247500e-06	-4.274788e+03	4.222489e+03	4.739315e-03	4.750568e-03	8.231286e-06
68	1.360000e-03	-2.315000e-06	-4.429539e+03	4.353388e+03	5.029019e-03	5.042035e-03	1.042243e-05
69	1.380000e-03	-2.382500e-06	-4.494258e+03	4.524504e+03	5.327223e-03	5.342217e-03	1.123568e-05
70	1.400000e-03	-2.450000e-06	-4.609272e+03	4.686504e+03	5.634415e-03	5.647766e-03	9.418538e-06
71	1.420000e-03	-2.522500e-06	-4.784654e+03	4.786858e+03	5.973417e-03	5.985451e-03	8.629776e-06
72	1.440000e-03	-2.595000e-06	-4.925134e+03	4.886566e+03	6.322630e-03	6.335163e-03	9.011859e-06
73	1.460000e-03	-2.667500e-06	-5.104339e+03	5.013277e+03	6.681842e-03	6.695863e-03	1.120758e-05
74	1.480000e-03	-2.740000e-06	-5.184738e+03	5.190540e+03	7.050704e-03	7.067519e-03	1.287760e-05
75	1.500000e-03	-2.812500e-06	-5.299799e+03	5.369918e+03	7.429878e-03	7.445762e-03	1.157279e-05
76	1.520000e-03	-2.890000e-06	-5.471347e+03	5.490624e+03	7.845814e-03	7.860169e-03	1.042180e-05
77	1.540000e-03	-2.967500e-06	-5.618840e+03	5.604068e+03	8.273171e-03	8.287369e-03	1.012624e-05
78	1.560000e-03	-3.045000e-06	-5.819339e+03	5.730944e+03	8.712101e-03	8.727166e-03	1.194649e-05
79	1.580000e-03	-3.122500e-06	-5.920084e+03	5.903674e+03	9.162124e-03	9.180303e-03	1.409457e-05
80	1.600000e-03	-3.200000e-06	-6.042952e+03	6.092826e+03	9.623699e-03	9.641790e-03	1.357491e-05
81	1.620000e-03	-3.282500e-06	-6.213977e+03	6.236850e+03	1.012737e-02	1.014423e-02	1.257960e-05
82	1.640000e-03	-3.365000e-06	-6.361055e+03	6.369125e+03	1.064386e-02	1.066025e-02	1.183298e-05
83	1.660000e-03	-3.447500e-06	-6.572144e+03	6.501429e+03	1.117341e-02	1.118990e-02	1.296788e-05
84	1.680000e-03	-3.530000e-06	-6.696109e+03	6.671055e+03	1.171572e-02	1.173491e-02	1.492916e-05
85	1.700000e-03	-3.612500e-06	-6.837805e+03	6.862437e+03	1.227093e-02	1.229062e-02	1.517224e-05
86	1.720000e-03	-3.700000e-06	-7.011143e+03	7.022058e+03	1.287377e-02	1.289312e-02	1.493093e-05
87	1.740000e-03	-3.787500e-06	-7.153767e+03	7.175315e+03	1.349106e-02	1.351005e-02	1.404822e-05
88	1.760000e-03	-3.875000e-06	-7.370114e+03	7.323217e+03	1.412292e-02	1.414129e-02	1.447016e-05
89	1.780000e-03	-3.962500e-06	-7.512431e+03	7.495679e+03	1.476926e-02	1.478960e-02	1.584487e-05
90	1.800000e-03	-4.050000e-06	-7.675128e+03	7.681757e+03	1.543008e-02	1.545093e-02	1.634722e-05
91	1.820000e-03	-4.142500e-06	-7.860241e+03	7.847739e+03	1.614427e-02	1.616561e-02	1.698437e-05
92	1.840000e-03	-4.235000e-06	-8.003053e+03	8.023211e+03	1.687467e-02	1.689635e-02	1.658666e-05
93	1.860000e-03	-4.327500e-06	-8.217563e+03	8.191335e+03	1.762128e-02	1.764217e-02	1.668003e-05
94	1.880000e-03	-4.420000e-06	-8.368279e+03	8.371484e+03	1.838409e-02	1.840613e-02	1.717879e-05
95	1.900000e-03	-4.512500e-06	-8.552300e+03	8.556355e+03	1.916313e-02	1.918496e-02	1.724040e-05
96	1.920000e-03	-4.610000e-06	-8.758649e+03	8.722582e+03	2.000162e-02	2.002438e-02	1.856511e-05
97	1.940000e-03	-4.707500e-06	-8.906757e+03	8.909845e+03	2.085810e-02	2.088235e-02	1.917073e-05
98	1.960000e-03	-4.805000e-06	-9.116486e+03	9.099483e+03	2.173258e-02	2.175646e-02	1.942230e-05
99	1.980000e-03	-4.902500e-06	-9.270836e+03	9.297830e+03	2.262510e-02	2.264946e-02	1.910298e-05
100	2.000000e-03	-5.000000e-06	-9.470688e+03	9.486956e+03	2.353562e-02	2.355883e-02	1.836611e-05
101	2.020000e-03	-5.100000e-06	-9.673929e+03	9.648035e+03	2.448807e-02	2.451151e-02	1.879763e-05
102	2.040000e-03	-5.200000e-06	-9.859400e+03	9.836097e+03	2.545951e-02	2.548407e-02	1.981920e-05
103	2.060000e-03	-5.300000e-06	-1.005272e+04	1.003522e+04	2.644983e-02	2.647537e-02	2.087129e-05
104	2.080000e-03	-5.400000e-06	-1.021587e+04	1.024134e+04	2.745914e-02	2.748518e-02	2.071517e-05
105	2.100000e-03	-5.500000e-06	-1.040497e+04	1.043735e+04	2.848741e-02	2.851202e-02	1.931474e-05
106	2.120000e-03	-5.600000e-06	-1.060419e+04	1.060632e+04	2.953457e-02	2.955805e-02	1.835680e-05
107	2.140000e-03	-5.700000e-06	-1.081569e+04	1.078890e+04	3.060072e-02	3.062435e-02	1.898887e-05
108	2.160000e-03	-5.800000e-06	-1.100109e+04	1.097222e+04	3.168581e-02	3.171106e-02	2.047095e-05
109	2.180000e-03	-5.900000e-06	-1.117446e+04	1.117725e+04	3.278981e-02	3.281599e-02	2.103497e-05
110	2.200000e-03	-6.000000e-06	-1.135089e+04	1.138583e+04	3.391282e-02	3.393833e-02	2.005708e-05
111	2.220000e-03	-6.100000e-06	-1.154629e+04	1.156380e+04	3.505473e-02	3.507886e-02	1.881256e-05
112	2.240000e-03	-6.200000e-06	-1.175005e+04	1.174498e+04	3.621557e-02	3.623914e-02	1.854349e-05
113	2.260000e-03	-6.300000e-06	-1.195060e+04	1.191516e+04	3.739541e-02	3.741972e-02	1.951645e-05
114	2.280000e-03	-6.400000e-06	-1.213435e+04	1.211394e+04	3.859415e-02	3.861988e-02	2.078835e-05
115	2.300000e-03	-6.500000e-06	-1.230555e+04	1.233014e+04	3.981184e-02	3.983807e-02	2.086036e-05
116	2.320000e-03	-6.600000e-06	-1.248621e+04	1.251191e+04	4.104851e-02	4.107364e-02	1.955964e-05
117	2.340000e-03	-6.700000e-06	-1.268714e+04	1.270117e+04	4.230407e-02	4.232785e-02	1.846536e-05
118	2.360000e-03	-6.800000e-06	-1.289434e+04	1.287335e+04	4.357861e-02	4.360231e-02	1.876317e-05
119	2.380000e-03	-6.900000e-06	-1.308868e+04	1.305119e+04	4.487211e-02	4.489715e-02	2.018997e-05
120	2.400000e-03	-7.000000e-06	-1.326069e+04	1.326385e+04	4.618450e-02	4.621079e-02	2.102449e-05
121	2.420000e-03	-7.100000e-06	-1.343708e+04	1.346131e+04	4.751589e-02	4.754176e-02	2.031126e-05
122	2.440000e-03	-7.200000e-06	-1.362797e+04	1.365533e+04	4.886621e-02	4.889077e-02	1.903390e-05
123	2.460000e-03	-7.300000e-06	-1.383029e+04	1.382955e+04	5.023544e-02	5.025919e-02	1.850080e-05
124	2.480000e-03	-7.400000e-06	-1.403338e+04	1.399889e+04	5.162367e-02	5.164786e-02	1.922410e-05
125	2.500000e-03	-7.500000e-06	-1.422143e+04	1.420063e+04	5.303081e-02	5.305642e-02	2.059797e-05
126	2.520000e-03	-7.600000e-06	-1.439269e+04	1.440279e+04	5.445688e-02	5.448332e-02	2.099357e-05
127	2.540000e-03	-7.700000e-06	-1.456953e+04	1.460230e+04	5.590195e-02	5.592750e-02	1.982535e-05
128	2.560000e-03	-7.800000e-06	-1.476869e+04	1.478606e+04	5.736592e-02	5.738999e-02	1.857387e-05
129	2.580000e-03	-7.900000e-06	-1.497582e+04	1.495713e+04	5.884883e-02	5.887261e-02	1.865191e-05
130	2.600000e-03	-8.000000e-06	-1.517099e+04	1.514104e+04	6.035074e-02	6.037561e-02	1.986461e-05
131	2.620000e-03	-8.100000e-06	-1.535079e+04	1.533718e+04	6.187152e-02	6.189771e-02	2.093949e-05
132	2.640000e-03	-8.200000e-06	-1.552193e+04	1.554725e+04	6.341129e-02	6.343754e-02	2.057680e-05
133	2.660000e-03	-8.300000e-06	-1.570979e+04	1.574082e+04	6.497001e-02	6.499495e-02	1.924123e-05
134	2.680000e-03	-8.400000e-06	-1.591257e+04	1.591293e+04	6.654763e-02	6.657156e-02	1.852504e-05
135	2.700000e-03	-8.500000e-06	-1.611374e+04	1.608981e+04	6.814425e-02	6.816841e-02	1.899668e-05
136	2.720000e-03	-8.600000e-06	-1.630819e+04	1.627866e+04	6.975979e-02	6.978518e-02	2.033009e-05
137	2.740000e-03	-8.700000e-06	-1.648068e+04	1.648431e+04	7.139425e-02	7.142079e-02	2.107676e-05
138	2.760000e-03	-8.800000e-06	-1.665299e+04	1.668605e+04	7.304770e-02	7.307365e-02	2.008948e-05
139	2.780000e-03	-8.900000e-06	-1.685111e+04	1.687106e+04	7.472007e-02	7.474445e-02	1.873568e-05
140	2.800000e-03	-9.000000e-06	-1.705597e+04	1.704617e+04	7.641137e-02	7.643525e-02	1.856182e-05
141	2.820000e-03	-9.100000e-06	-1.725482e+04	1.722315e+04	7.812166e-02	7.814637e-02	1.958516e-05
142	2.840000e-03	-9.200000e-06	-1.743755e+04	1.741954e+04	7.985085e-02	7.987693e-02	2.078904e-05
143	2.860000e-03	-9.300000e-06	-1.760909e+04	1.762749e+04	8.159899e-02	8.162545e-02	2.074589e-05
144	2.880000e-03	-9.400000e-06	-1.779331e+04	1.782525e+04	8.336612e-02	8.339147e-02	1.953989e-05
145	2.900000e-03	-9.500000e-06	-1.799166e+04	1.800129e+04	8.515213e-02	8.517632e-02	1.856542e-05
146	2.920000e-03	-9.600000e-06	-1.819707e+04	1.817410e+04	8.695712e-02	8.698119e-02	1.878637e-05
147	2.940000e-03	-9.700000e-06	-1.839281e+04	1.836341e+04	8.878107e-02	8.880633e-02	2.010753e-05
148	2.960000e-03	-9.800000e-06	-1.856716e+04	1.856327e+04	9.062391e-02	9.065046e-02	2.102859e-05
149	2.980000e-03	-9.900000e-06	-1.874039e+04	1.876789e+04	9.248575e-02	9.251198e-02	2.034899e-05
150	3.000000e-03	-1.000000e-05	-1.893130e+04	1.895896e+04	9.436652e-02	9.439133e-02	1.896537e-05
151	3.020000e-03	-1.010000e-05	-1.913707e+04	1.913161e+04	9.626620e-02	9.629017e-02	1.848730e-05
152	3.040000e-03	-1.020000e-05	-1.933836e+04	1.930866e+04	9.818488e-02	9.820947e-02	1.934920e-05
153	3.060000e-03	-1.030000e-05	-1.952259e+04	1.950113e+04	1.001225e-01	1.001484e-01	2.058309e-05
154	3.080000e-03	-1.040000e-05	-1.969783e+04	1.970776e+04	1.020790e-01	1.021056e-01	2.085331e-05
155	3.100000e-03	-1.050000e-05	-1.987666e+04	1.990904e+04	1.040545e-01	1.040803e-01	1.984737e-05
156	3.120000e-03	-1.060000e-05	-2.007176e+04	2.008828e+04	1.060489e-01	1.060734e-01	1.865621e-05
157	3.140000e-03	-1.070000e-05	-2.027954e+04	2.026121e+04	1.080623e-01	1.080863e-01	1.863074e-05
158	3.160000e-03	-1.080000e-05	-2.047655e+04	2.044593e+04	1.100946e-01	1.101198e-01	1.986056e-05
159	3.180000e-03	-1.090000e-05	-2.065420e+04	2.064447e+04	1.121459e-01	1.121724e-01	2.093327e-05
160	3.200000e-03	-1.100000e-05	-2.082714e+04	2.084929e+04	1.142161e-01	1.142426e-01	2.055862e-05
161	3.220000e-03	-1.110000e-05	-2.101364e+04	2.104387e+04	1.163053e-01	1.163305e-01	1.922496e-05
162	3.240000e-03	-1.120000e-05	-2.121726e+04	2.121985e+04	1.184133e-01	1.184375e-01	1.849153e-05
163	3.260000e-03	-1.130000e-05	-2.142088e+04	2.139327e+04	1.205404e-01	1.205649e-01	1.910723e-05
164	3.280000e-03	-1.140000e-05	-2.160859e+04	2.158325e+04	1.226864e-01	1.227122e-01	2.036367e-05
165	3.300000e-03	-1.150000e-05	-2.178485e+04	2.178883e+04	1.248513e-01	1.248779e-01	2.090242e-05
166	3.320000e-03	-1.160000e-05	-2.196184e+04	2.199123e+04	1.270352e-01	1.270613e-01	2.011494e-05
167	3.340000e-03	-1.170000e-05	-2.215271e+04	2.217507e+04	1.292380e-01	1.292628e-01	1.882846e-05
168	3.360000e-03	-1.180000e-05	-2.236028e+04	2.234865e+04	1.314598e-01	1.314839e-01	1.851476e-05
169	3.380000e-03	-1.190000e-05	-2.256085e+04	2.252947e+04	1.337005e-01	1.337255e-01	1.960239e-05
170	3.400000e-03	-1.200000e-05	-2.274046e+04	2.272545e+04	1.359601e-01	1.359865e-01	2.080470e-05
171	3.420000e-03	-1.210000e-05	-2.291397e+04	2.293070e+04	1.382387e-01	1.382654e-01	2.070683e-05
172	3.440000e-03	-1.220000e-05	-2.309735e+04	2.312801e+04	1.405363e-01	1.405619e-01	1.949730e-05
173	3.460000e-03	-1.230000e-05	-2.329741e+04	2.330741e+04	1.428528e-01	1.428772e-01	1.856813e-05
174	3.480000e-03	-1.240000e-05	-2.350244e+04	2.347928e+04	1.451882e-01	1.452126e-01	1.889337e-05
175	3.500000e-03	-1.250000e-05	-2.369427e+04	2.366544e+04	1.475426e-01	1.475682e-01	2.011005e-05
176	3.520000e-03	-1.260000e-05	-2.387212e+04	2.387006e+04	1.499159e-01	1.499426e-01	2.090906e-05
177	3.540000e-03	-1.270000e-05	-2.404681e+04	2.407300e+04	1.523082e-01	1.523346e-01	2.034708e-05
178	3.560000e-03	-1.280000e-05	-2.423513e+04	2.426078e+04	1.547194e-01	1.547445e-01	1.902854e-05
179	3.580000e-03	-1.290000e-05	-2.444082e+04	2.443666e+04	1.571495e-01	1.571738e-01	1.848226e-05
180	3.600000e-03	-1.300000e-05	-2.464343e+04	2.461372e+04	1.595987e-01	1.596235e-01	1.933928e-05
181	3.620000e-03	-1.310000e-05	-2.482749e+04	2.480662e+04	1.620667e-01	1.620929e-01	2.062265e-05
182	3.640000e-03	-1.320000e-05	-2.500054e+04	2.501196e+04	1.645537e-01	1.645805e-01	2.082257e-05
183	3.660000e-03	-1.330000e-05	-2.518152e+04	2.521159e+04	1.670596e-01	1.670856e-01	1.975549e-05
184	3.680000e-03	-1.340000e-05	-2.537862e+04	2.539413e+04	1.695845e-01	1.696092e-01	1.869882e-05
185	3.700000e-03	-1.350000e-05	-2.558293e+04	2.556610e+04	1.721283e-01	1.721527e-01	1.873387e-05
186	3.720000e-03	-1.360000e-05	-2.577943e+04	2.574871e+04	1.746911e-01	1.747165e-01	1.983767e-05
187	3.740000e-03	-1.370000e-05	-2.595922e+04	2.595059e+04	1.772728e-01	1.772994e-01	2.085487e-05
188	3.760000e-03	-1.380000e-05	-2.613239e+04	2.615481e+04	1.798735e-01	1.799001e-01	2.054529e-05
189	3.780000e-03	-1.390000e-05	-2.631826e+04	2.634593e+04	1.824931e-01	1.825185e-01	1.925939e-05
190	3.800000e-03	-1.400000e-05	-2.652117e+04	2.652394e+04	1.851316e-01	1.851560e-01	1.850199e-05
191	3.820000e-03	-1.410000e-05	-2.672562e+04	2.669938e+04	1.877891e-01	1.878138e-01	1.910598e-05
192	3.840000e-03	-1.420000e-05	-2.691360e+04	2.688823e+04	1.904655e-01	1.904916e-01	2.040159e-05
193	3.860000e-03	-1.430000e-05	-2.708761e+04	2.709260e+04	1.931609e-01	1.931878e-01	2.087708e-05
194	3.880000e-03	-1.440000e-05	-2.726630e+04	2.729500e+04	1.958753e-01	1.959015e-01	2.001084e-05
195	3.900000e-03	-1.450000e-05	-2.746006e+04	2.748021e+04	1.986085e-01	1.986335e-01	1.886530e-05
196	3.920000e-03	-1.460000e-05	-2.766368e+04	2.765296e+04	2.013607e-01	2.013852e-01	1.863386e-05
197	3.940000e-03	-1.470000e-05	-2.786315e+04	2.783320e+04	2.041319e-01	2.041571e-01	1.956780e-05
198	3.960000e-03	-1.480000e-05	-2.804636e+04	2.803125e+04	2.069220e-01	2.069485e-01	2.073217e-05
199	3.980000e-03	-1.490000e-05	-2.821872e+04	2.823588e+04	2.097310e-01	2.097579e-01	2.071499e-05
200	4.000000e-03	-1.500000e-05	-2.840133e+04	2.843081e+04	2.125590e-01	2.125849e-01	1.949961e-05
201	4.020000e-03	-1.510000e-05	-2.860239e+04	2.861085e+04	2.154060e-01	2.154306e-01	1.856829e-05
202	4.040000e-03	-1.520000e-05	-2.880706e+04	2.878544e+04	2.182718e-01	2.182965e-01	1.892603e-05
203	4.060000e-03	-1.530000e-05	-2.899859e+04	2.897086e+04	2.211567e-01	2.211825e-01	2.014420e-05
204	4.080000e-03	-1.540000e-05	-2.917528e+04	2.917303e+04	2.240604e-01	2.240873e-01	2.086611e-05
205	4.100000e-03	-1.550000e-05	-2.935157e+04	2.937764e+04	2.269832e-01	2.270097e-01	2.025816e-05
206	4.120000e-03	-1.560000e-05	-2.954180e+04	2.956590e+04	2.299248e-01	2.299502e-01	1.906210e-05
207	4.140000e-03	-1.570000e-05	-2.974452e+04	2.973993e+04	2.328854e-01	2.329100e-01	1.858116e-05
208	4.160000e-03	-1.580000e-05	-2.994625e+04	2.991836e+04	2.358650e-01	2.358900e-01	1.932398e-05
209	4.180000e-03	-1.590000e-05	-3.013267e+04	3.011242e+04	2.388635e-01	2.388898e-01	2.055954e-05
210	4.200000e-03	-1.600000e-05	-3.030561e+04	3.031657e+04	2.418809e-01	2.419079e-01	2.082151e-05
211	4.220000e-03	-1.610000e-05	-3.048539e+04	3.051492e+04	2.449173e-01	2.449435e-01	1.975635e-05
212	4.240000e-03	-1.620000e-05	-3.068339e+04	3.069759e+04	2.479726e-01	2.479975e-01	1.868384e-05
213	4.260000e-03	-1.630000e-05	-3.088835e+04	3.087181e+04	2.510469e-01	2.510715e-01	1.878053e-05
214	4.280000e-03	-1.640000e-05	-3.108299e+04	3.105427e+04	2.541401e-01	2.541658e-01	1.988490e-05
215	4.300000e-03	-1.650000e-05	-3.126243e+04	3.125380e+04	2.572523e-01	2.572791e-01	2.079314e-05
216	4.320000e-03	-1.660000e-05	-3.143776e+04	3.145931e+04	2.603834e-01	2.604102e-01	2.046814e-05
217	4.340000e-03	-1.670000e-05	-3.162407e+04	3.165119e+04	2.635334e-01	2.635591e-01	1.929238e-05
218	4.360000e-03	-1.680000e-05	-3.182524e+04	3.182706e+04	2.667024e-01	2.667271e-01	1.857902e-05
219	4.380000e-03	-1.690000e-05	-3.202890e+04	3.200372e+04	2.698904e-01	2.699153e-01	1.910671e-05
220	4.400000e-03	-1.700000e-05	-3.221825e+04	3.219453e+04	2.730972e-01	2.731234e-01	2.035181e-05
221	4.420000e-03	-1.710000e-05	-3.239274e+04	3.239710e+04	2.763230e-01	2.763501e-01	2.086694e-05
222	4.440000e-03	-1.720000e-05	-3.257023e+04	3.259797e+04	2.795678e-01	2.795943e-01	2.000750e-05
223	4.460000e-03	-1.730000e-05	-3.276471e+04	3.278424e+04	2.828316e-01	2.828567e-01	1.884440e-05
224	4.480000e-03	-1.740000e-05	-3.296936e+04	3.295845e+04	2.861142e-01	2.861389e-01	1.868143e-05
225	4.500000e-03	-1.750000e-05	-3.316671e+04	3.313818e+04	2.894158e-01	2.894413e-01	1.962841e-05
226	4.520000e-03	-1.760000e-05	-3.334922e+04	3.333506e+04	2.927364e-01	2.927631e-01	2.066718e-05
227	4.540000e-03	-1.770000e-05	-3.352441e+04	3.354054e+04	2.960759e-01	2.961029e-01	2.063243e-05
228	4.560000e-03	-1.780000e-05	-3.370712e+04	3.373561e+04	2.994343e-01	2.994604e-01	1.954050e-05
229	4.580000e-03	-1.790000e-05	-3.390601e+04	3.391418e+04	3.028117e-01	3.028366e-01	1.863051e-05
230	4.600000e-03	-1.800000e-05	-3.411098e+04	3.408976e+04	3.062080e-01	3.062329e-01	1.892200e-05
231	4.620000e-03	-1.810000e-05	-3.430328e+04	3.427705e+04	3.096233e-01	3.096493e-01	2.012213e-05
