#step	time	stress_0_0	stress_0_1	stress_0_2	strain_0_0	strain_0_1	strain_0_2	stress_1_0	stress_1_1	stress_1_2	strain_1_0	strain_1_1	strain_1_2	stress_2_0	stress_2_1	stress_2_2	strain_2_0	strain_2_1	strain_2_2	stress_3_0	stress_3_1	stress_3_2	strain_3_0	strain_3_1	strain_3_2	stress_4_0	stress_4_1	stress_4_2	strain_4_0	strain_4_1	strain_4_2	stress_5_0	stress_5_1	stress_5_2	strain_5_0	strain_5_1	strain_5_2	stress_6_0	stress_6_1	stress_6_2	strain_6_0	strain_6_1	strain_6_2	stress_7_0	stress_7_1	stress_7_2	strain_7_0	strain_7_1	strain_7_2	stress_8_0	stress_8_1	stress_8_2	strain_8_0	strain_8_1	strain_8_2	stress_9_0	stress_9_1	stress_9_2	strain_9_0	strain_9_1	strain_9_2	stress_10_0	stress_10_1	stress_10_2	strain_10_0	strain_10_1	strain_10_2	stress_11_0	stress_11_1	stress_11_2	strain_11_0	strain_11_1	strain_11_2
1	1.000000e-02	2.6524408931e+06	6.6039365142e-12	6.4663545035e-12	1.6329931620e-03	2.0328790734e-20	1.9905274260e-20	2.6524408931e+06	6.6039365142e-12	6.4663545035e-12	1.6329931620e-03	2.0328790734e-20	1.9905274260e-20	2.6524408931e+06	1.4572278059e-06	8.1736602175e-12	1.6329931620e-03	4.4857607359e-15	2.5160845768e-20	2.6524408931e+06	1.4572278059e-06	8.1736602175e-12	1.6329931620e-03	4.4857607359e-15	2.5160845768e-20	2.6524408931e+06	4.9261678083e-05	-1.4795107156e-05	1.6329931621e-03	1.5164142521e-13	-4.5543538559e-14	2.6524408931e+06	4.9261678083e-05	-1.4795107156e-05	1.6329931621e-03	1.5164142521e-13	-4.5543538559e-14	2.6524408931e+06	1.4572278059e-06	-8.1736602175e-12	1.6329931620e-03	4.4857607359e-15	-2.5160845768e-20	2.6524408931e+06	1.4572278059e-06	-8.1736602175e-12	1.6329931620e-03	4.4857607359e-15	-2.5160845768e-20	2.6524408931e+06	4.9261678083e-05	1.4795107156e-05	1.6329931621e-03	1.5164142521e-13	4.5543538559e-14	2.6524408931e+06	4.9261678083e-05	1.4795107156e-05	1.6329931621e-03	1.5164142521e-13	4.5543538559e-14	2.6524408931e+06	5.2491829896e-05	0.0000000000e+00	1.6329931619e-03	1.6158474917e-13	0.0000000000e+00	2.6524408931e+06	5.2491829896e-05	0.0000000000e+00	1.6329931619e-03	1.6158474917e-13	0.0000000000e+00
2	2.000000e-02	2.3263864837e+06	5.7921398687e-12	5.6714702881e-12	3.2659863240e-03	4.0657581468e-20	3.9810548521e-20	2.3263864837e+06	5.7921398687e-12	5.6714702881e-12	3.2659863240e-03	4.0657581468e-20	3.9810548521e-20	2.3263864837e+06	1.2780963678e-06	7.1689034436e-12	3.2659863240e-03	8.9715214718e-15	5.0321691535e-20	2.3263864837e+06	1.2780963678e-06	7.1689034436e-12	3.2659863240e-03	8.9715214718e-15	5.0321691535e-20	2.3263864837e+06	4.3206128497e-05	-1.2976401247e-05	3.2659863242e-03	3.0328285042e-13	-9.1087077117e-14	2.3263864837e+06	4.3206128497e-05	-1.2976401247e-05	3.2659863242e-03	3.0328285042e-13	-9.1087077117e-14	2.3263864837e+06	1.2780963678e-06	-7.1689034436e-12	3.2659863240e-03	8.9715214718e-15	-5.0321691535e-20	2.3263864837e+06	1.2780963678e-06	-7.1689034436e-12	3.2659863240e-03	8.9715214718e-15	-5.0321691535e-20	2.3263864837e+06	4.3206128497e-05	1.2976401247e-05	3.2659863242e-03	3.0328285042e-13	9.1087077117e-14	2.3263864837e+06	4.3206128497e-05	1.2976401247e-05	3.2659863242e-03	3.0328285042e-13	9.1087077117e-14	2.3263864837e+06	4.6039210108e-05	0.0000000000e+00	3.2659863239e-03	3.2316949833e-13	0.0000000000e+00	2.3263864837e+06	4.6039210108e-05	0.0000000000e+00	3.2659863239e-03	3.2316949833e-13	0.0000000000e+00
3	3.000000e-02	2.0404126953e+06	-8.8902349871e-12	-8.4668904639e-12	4.8989794860e-03	-1.0672615135e-19	-1.0164395367e-19	2.0404126953e+06	-8.8902349871e-12	-8.4668904639e-12	4.8989794860e-03	-1.0672615135e-19	-1.0164395367e-19	2.0404126953e+06	1.1209717483e-06	6.3934937061e-12	4.8989794860e-03	1.3457124660e-14	7.6753086723e-20	2.0404126953e+06	1.1209717483e-06	6.3934937061e-12	4.8989794860e-03	1.3457124660e-14	7.6753086723e-20	2.0404126952e+06	3.7894958205e-05	-1.1381279959e-05	4.8989794863e-03	4.5492420067e-13	-1.3663083252e-13	2.0404126952e+06	3.7894958205e-05	-1.1381279959e-05	4.8989794863e-03	4.5492420067e-13	-1.3663083252e-13	2.0404126953e+06	1.1209717483e-06	-6.3934937061e-12	4.8989794860e-03	1.3457124660e-14	-7.6753086723e-20	2.0404126953e+06	1.1209717483e-06	-6.3934937061e-12	4.8989794860e-03	1.3457124660e-14	-7.6753086723e-20	2.0404126952e+06	3.7894958205e-05	1.1381279959e-05	4.8989794863e-03	4.5492420067e-13	1.3663083252e-13	2.0404126952e+06	3.7894958205e-05	1.1381279959e-05	4.8989794863e-03	4.5492420067e-13	1.3663083252e-13	2.0404126953e+06	4.0379783874e-05	0.0000000000e+00	4.8989794858e-03	4.8475421982e-13	0.0000000000e+00	2.0404126953e+06	4.0379783874e-05	0.0000000000e+00	4.8989794858e-03	4.8475421982e-13	0.0000000000e+00
4	4.000000e-02	1.7895925703e+06	4.4556528108e-12	4.3628267105e-12	6.5319726480e-03	8.1315162936e-20	7.9621097042e-20	1.7895925703e+06	4.4556528108e-12	4.3628267105e-12	6.5319726480e-03	8.1315162936e-20	7.9621097042e-20	1.7895925703e+06	9.8318649115e-07	5.5147398894e-12	6.5319726480e-03	1.7943042944e-14	1.0064338307e-19	1.7895925703e+06	9.8318649115e-07	5.5147398894e-12	6.5319726480e-03	1.7943042944e-14	1.0064338307e-19	1.7895925703e+06	3.3236681476e-05	-9.9822069216e-06	6.5319726483e-03	6.0656570084e-13	-1.8217415423e-13	1.7895925703e+06	3.3236681476e-05	-9.9822069216e-06	6.5319726483e-03	6.0656570084e-13	-1.8217415423e-13	1.7895925703e+06	9.8318649115e-07	-5.5147398894e-12	6.5319726480e-03	1.7943042944e-14	-1.0064338307e-19	1.7895925703e+06	9.8318649115e-07	-5.5147398894e-12	6.5319726480e-03	1.7943042944e-14	-1.0064338307e-19	1.7895925703e+06	3.3236681476e-05	9.9822069216e-06	6.5319726483e-03	6.0656570084e-13	1.8217415423e-13	1.7895925703e+06	3.3236681476e-05	9.9822069216e-06	6.5319726483e-03	6.0656570084e-13	1.8217415423e-13	1.7895925703e+06	3.5416053579e-05	0.0000000000e+00	6.5319726478e-03	6.4633899666e-13	0.0000000000e+00	1.7895925703e+06	3.5416053579e-05	0.0000000000e+00	6.5319726478e-03	6.4633899666e-13	0.0000000000e+00
5	5.000000e-02	1.5696048036e+06	-6.5132274340e-12	1.8888359559e-12	8.1649658100e-03	-1.6940658945e-19	4.9127910941e-20	1.5696048036e+06	-6.5132274340e-12	1.8888359559e-12	8.1649658100e-03	-1.6940658945e-19	4.9127910941e-20	1.5696048036e+06	8.6230837988e-07	-3.3535494811e-12	8.1649658100e-03	2.2428315789e-14	-8.7224557397e-20	1.5696048036e+06	8.6230837988e-07	-3.3535494811e-12	8.1649658100e-03	2.2428315789e-14	-8.7224557397e-20	1.5696048035e+06	2.9151010897e-05	-8.7551449272e-06	8.1649658104e-03	7.5820680080e-13	-2.2771801805e-13	1.5696048035e+06	2.9151010897e-05	-8.7551449272e-06	8.1649658104e-03	7.5820680080e-13	-2.2771801805e-13	1.5696048036e+06	8.6230837988e-07	3.3535494811e-12	8.1649658100e-03	2.2428315789e-14	8.7224557397e-20	1.5696048036e+06	8.6230837988e-07	3.3535494811e-12	8.1649658100e-03	2.2428315789e-14	8.7224557397e-20	1.5696048035e+06	2.9151010897e-05	8.7551449272e-06	8.1649658104e-03	7.5820680080e-13	2.2771801805e-13	1.5696048035e+06	2.9151010897e-05	8.7551449272e-06	8.1649658104e-03	7.5820680080e-13	2.2771801805e-13	1.5696048036e+06	3.1062492569e-05	0.0000000000e+00	8.1649658097e-03	8.0792371815e-13	0.0000000000e+00	1.5696048036e+06	3.1062492569e-05	0.0000000000e+00	8.1649658097e-03	8.0792371815e-13	0.0000000000e+00
6	6.000000e-02	1.3766592912e+06	-5.7125813085e-12	-5.7125813085e-12	9.7979589720e-03	-2.0328790734e-19	-2.0328790734e-19	1.3766592912e+06	-5.7125813085e-12	-5.7125813085e-12	9.7979589720e-03	-2.0328790734e-19	-2.0328790734e-19	1.3766592912e+06	7.5630323565e-07	4.3136677860e-12	9.7979589720e-03	2.6913805474e-14	1.5350617345e-19	1.3766592912e+06	7.5630323565e-07	4.3136677860e-12	9.7979589720e-03	2.6913805474e-14	1.5350617345e-19	1.3766592911e+06	2.5567593549e-05	-7.6789035883e-06	9.7979589725e-03	9.0984833443e-13	-2.7326144819e-13	1.3766592911e+06	2.5567593549e-05	-7.6789035883e-06	9.7979589725e-03	9.0984833443e-13	-2.7326144819e-13	1.3766592912e+06	7.5630323565e-07	-4.3136677860e-12	9.7979589720e-03	2.6913805474e-14	-1.5350617345e-19	1.3766592912e+06	7.5630323565e-07	-4.3136677860e-12	9.7979589720e-03	2.6913805474e-14	-1.5350617345e-19	1.3766592911e+06	2.5567593549e-05	7.6789035883e-06	9.7979589725e-03	9.0984833443e-13	2.7326144819e-13	1.3766592911e+06	2.5567593549e-05	7.6789035883e-06	9.7979589725e-03	9.0984833443e-13	2.7326144819e-13	1.3766592912e+06	2.7244112339e-05	0.0000000000e+00	9.7979589716e-03	9.6950892867e-13	0.0000000000e+00	1.3766592912e+06	2.7244112339e-05	0.0000000000e+00	9.7979589716e-03	9.6950892867e-13	0.0000000000e+00
7	7.000000e-02	1.2074318323e+06	4.1514374537e-12	4.2230139615e-12	1.1430952134e-02	1.9651164376e-19	1.9989977555e-19	1.2074318323e+06	4.1514374537e-12	4.2230139615e-12	1.1430952134e-02	1.9651164376e-19	1.9989977555e-19	1.2074318323e+06	6.6333071897e-07	-7.2591488145e-13	1.1430952134e-02	3.1399295159e-14	-3.4361767021e-20	1.2074318323e+06	6.6333071897e-07	-7.2591488145e-13	1.1430952134e-02	3.1399295159e-14	-3.4361767021e-20	1.2074318323e+06	2.2424670163e-05	-6.7349622997e-06	1.1430952135e-02	1.0614898681e-12	-3.1880487833e-13	1.2074318323e+06	2.2424670163e-05	-6.7349622997e-06	1.1430952135e-02	1.0614898681e-12	-3.1880487833e-13	1.2074318323e+06	6.6333071897e-07	7.2591488145e-13	1.1430952134e-02	3.1399295159e-14	3.4361767021e-20	1.2074318323e+06	6.6333071897e-07	7.2591488145e-13	1.1430952134e-02	3.1399295159e-14	3.4361767021e-20	1.2074318323e+06	2.2424670163e-05	6.7349622997e-06	1.1430952135e-02	1.0614898681e-12	3.1880487833e-13	1.2074318323e+06	2.2424670163e-05	6.7349622997e-06	1.1430952135e-02	1.0614898681e-12	3.1880487833e-13	1.2074318324e+06	2.3895077424e-05	0.0000000000e+00	1.1430952134e-02	1.1310927828e-12	0.0000000000e+00	1.2074318324e+06	2.3895077424e-05	0.0000000000e+00	1.1430952134e-02	1.1310927828e-12	0.0000000000e+00
8	8.000000e-02	1.0590068575e+06	2.6366710274e-12	2.5817403810e-12	1.3063945296e-02	1.6263032587e-19	1.5924219408e-19	1.0590068575e+06	2.6366710274e-12	2.5817403810e-12	1.3063945296e-02	1.6263032587e-19	1.5924219408e-19	1.0590068575e+06	5.8180909642e-07	3.2633949519e-12	1.3063945296e-02	3.5886085887e-14	2.0128676614e-19	1.0590068575e+06	5.8180909642e-07	3.2633949519e-12	1.3063945296e-02	3.5886085887e-14	2.0128676614e-19	1.0590068574e+06	1.9668093277e-05	-5.9070571468e-06	1.3063945297e-02	1.2131314017e-12	-3.6434830847e-13	1.0590068574e+06	1.9668093277e-05	-5.9070571468e-06	1.3063945297e-02	1.2131314017e-12	-3.6434830847e-13	1.0590068575e+06	5.8180909642e-07	-3.2633949519e-12	1.3063945296e-02	3.5886085887e-14	-2.0128676614e-19	1.0590068575e+06	5.8180909642e-07	-3.2633949519e-12	1.3063945296e-02	3.5886085887e-14	-2.0128676614e-19	1.0590068574e+06	1.9668093277e-05	5.9070571468e-06	1.3063945297e-02	1.2131314017e-12	3.6434830847e-13	1.0590068574e+06	1.9668093277e-05	5.9070571468e-06	1.3063945297e-02	1.2131314017e-12	3.6434830847e-13	1.0590068575e+06	2.0957755540e-05	0.0000000000e+00	1.3063945296e-02	1.2926779933e-12	0.0000000000e+00	1.0590068575e+06	2.0957755540e-05	0.0000000000e+00	1.3063945296e-02	1.2926779933e-12	0.0000000000e+00
9	9.000000e-02	9.2882719678e+05	-4.1112091508e-12	1.4988783362e-12	1.4696938458e-02	-3.2526065175e-19	1.1858461262e-19	9.2882719678e+05	-4.1112091508e-12	1.4988783362e-12	1.4696938458e-02	-3.2526065175e-19	1.1858461262e-19	9.2882719678e+05	5.1026443499e-07	4.1135143733e-14	1.4696938458e-02	4.0369861178e-14	3.2544303074e-21	9.2882719678e+05	5.1026443499e-07	4.1135143733e-14	1.4696938458e-02	4.0369861178e-14	3.2544303074e-21	9.2882719673e+05	1.7250361929e-05	-5.1809375488e-06	1.4696938459e-02	1.3647722018e-12	-4.0989282281e-13	9.2882719673e+05	1.7250361929e-05	-5.1809375488e-06	1.4696938459e-02	1.3647722018e-12	-4.0989282281e-13	9.2882719678e+05	5.1026443499e-07	-4.1135143733e-14	1.4696938458e-02	4.0369861178e-14	-3.2544303074e-21	9.2882719678e+05	5.1026443499e-07	-4.1135143733e-14	1.4696938458e-02	4.0369861178e-14	-3.2544303074e-21	9.2882719673e+05	1.7250361929e-05	5.1809375488e-06	1.4696938459e-02	1.3647722018e-12	4.0989282281e-13	9.2882719673e+05	1.7250361929e-05	5.1809375488e-06	1.4696938459e-02	1.3647722018e-12	4.0989282281e-13	9.2882719682e+05	1.8381503279e-05	0.0000000000e+00	1.4696938457e-02	1.4542630931e-12	0.0000000000e+00	9.2882719682e+05	1.8381503279e-05	0.0000000000e+00	1.4696938457e-02	1.4542630931e-12	0.0000000000e+00
10	1.000000e-01	8.1465002366e+05	-3.5832974794e-12	8.7892202324e-13	1.6329931620e-02	-3.5914196964e-19	8.8091426514e-20	8.1465002366e+05	-3.5832974794e-12	8.7892202324e-13	1.6329931620e-02	-3.5914196964e-19	8.8091426514e-20	8.1465002366e+05	4.4755205823e-07	-1.8419599533e-12	1.6329931620e-02	4.4856651906e-14	-1.8461351016e-19	8.1465002366e+05	4.4755205823e-07	-1.8419599533e-12	1.6329931620e-02	4.4856651906e-14	-1.8461351016e-19	8.1465002361e+05	1.5129842721e-05	-4.5440582304e-06	1.6329931621e-02	1.5164137354e-12	-4.5543581927e-13	8.1465002361e+05	1.5129842721e-05	-4.5440582304e-06	1.6329931621e-02	1.5164137354e-12	-4.5543581927e-13	8.1465002366e+05	4.4755205823e-07	1.8419599533e-12	1.6329931620e-02	4.4856651906e-14	1.8461351016e-19	8.1465002366e+05	4.4755205823e-07	1.8419599533e-12	1.6329931620e-02	4.4856651906e-14	1.8461351016e-19	8.1465002361e+05	1.5129842721e-05	4.5440582304e-06	1.6329931621e-02	1.5164137354e-12	4.5543581927e-13	8.1465002361e+05	1.5129842721e-05	4.5440582304e-06	1.6329931621e-02	1.5164137354e-12	4.5543581927e-13	8.1465002370e+05	1.6121921220e-05	0.0000000000e+00	1.6329931619e-02	1.6158464582e-12	0.0000000000e+00	8.1465002370e+05	1.6121921220e-05	0.0000000000e+00	1.6329931619e-02	1.6158464582e-12	0.0000000000e+00
11	1.100000e-01	7.1450821353e+05	-3.1266441345e-12	3.7735360244e-13	1.7962924782e-02	-3.9302328753e-19	4.7433845046e-20	7.1450821353e+05	-3.1266441345e-12	3.7735360244e-13	1.7962924782e-02	-3.9302328753e-19	4.7433845046e-20	7.1450821352e+05	3.9254515034e-07	4.0600229143e-13	1.7962924782e-02	4.9343442634e-14	5.1035023001e-20	7.1450821352e+05	3.9254515034e-07	4.0600229143e-13	1.7962924782e-02	4.9343442634e-14	5.1035023001e-20	7.1450821348e+05	1.3269993774e-05	-3.9854681574e-06	1.7962924783e-02	1.6680557027e-12	-5.0097859888e-13	7.1450821348e+05	1.3269993774e-05	-3.9854681574e-06	1.7962924783e-02	1.6680557027e-12	-5.0097859888e-13	7.1450821352e+05	3.9254515034e-07	-4.0600229143e-13	1.7962924782e-02	4.9343442634e-14	-5.1035023001e-20	7.1450821352e+05	3.9254515034e-07	-4.0600229143e-13	1.7962924782e-02	4.9343442634e-14	-5.1035023001e-20	7.1450821348e+05	1.3269993774e-05	3.9854681574e-06	1.7962924783e-02	1.6680557027e-12	5.0097859888e-13	7.1450821348e+05	1.3269993774e-05	3.9854681574e-06	1.7962924783e-02	1.6680557027e-12	5.0097859888e-13	7.1450821357e+05	1.4140119628e-05	0.0000000000e+00	1.7962924781e-02	1.7774316688e-12	0.0000000000e+00	7.1450821357e+05	1.4140119628e-05	0.0000000000e+00	1.7962924781e-02	1.7774316688e-12	0.0000000000e+00
12	1.200000e-01	6.2667645292e+05	-2.7304774864e-12	-2.7304774864e-12	1.9595917944e-02	-4.2690460542e-19	-4.2690460542e-19	6.2667645292e+05	-2.7304774864e-12	-2.7304774864e-12	1.9595917944e-02	-4.2690460542e-19	-4.2690460542e-19	6.2667645292e+05	3.4429762157e-07	1.8336250907e-12	1.9595917944e-02	5.3830233362e-14	2.8668355616e-19	6.2667645292e+05	3.4429762157e-07	1.8336250907e-12	1.9595917944e-02	5.3830233362e-14	2.8668355616e-19	6.2667645287e+05	1.1638767669e-05	-3.4955520767e-06	1.9595917945e-02	1.8196976700e-12	-5.4652246270e-13	6.2667645287e+05	1.1638767669e-05	-3.4955520767e-06	1.9595917945e-02	1.8196976700e-12	-5.4652246270e-13	6.2667645292e+05	3.4429762157e-07	-1.8336250907e-12	1.9595917944e-02	5.3830233362e-14	-2.8668355616e-19	6.2667645292e+05	3.4429762157e-07	-1.8336250907e-12	1.9595917944e-02	5.3830233362e-14	-2.8668355616e-19	6.2667645287e+05	1.1638767669e-05	3.4955520767e-06	1.9595917945e-02	1.8196976700e-12	5.4652246270e-13	6.2667645287e+05	1.1638767669e-05	3.4955520767e-06	1.9595917945e-02	1.8196976700e-12	5.4652246270e-13	6.2667645296e+05	1.2401920310e-05	0.0000000000e+00	1.9595917943e-02	1.9390150338e-12	0.0000000000e+00	6.2667645296e+05	1.2401920310e-05	0.0000000000e+00	1.9595917943e-02	1.9390150338e-12	0.0000000000e+00
