#step	time	ux0	ux1	ux2	ux3	uy0	uy1	uy2	uy3	uz0	uz1	uz2	uz3	fx0	fx1	fx2	fx3	fy0	fy1	fy2	fy3	fz0	fz1	fz2	fz3	fx0	fx1	fx2	fx3	fy0	fy1	fy2	fy3	fz0	fz1	fz2	fz3	mx0	mx1	mx2	mx3	my0	my1	my2	my3	mz0	mz1	mz2	mz3
1	1.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-6.6693309975e-02	6.6693309975e-02	0.0000000000e+00	0.0000000000e+00	-3.8505400467e-02	-3.8505400467e-02	7.7010800938e-02	-4.4198082694e-12	-1.4975086381e-01	-1.4975086381e-01	-1.4975086381e-01	4.4925259142e-01	-2.2269665547e-05	-2.2269665547e-05	4.4539331089e-05	7.6874580005e-15	3.8572192190e-05	-3.8572192190e-05	-4.4469229731e-21	6.9880218148e-21	1.5393929138e-15	-1.5393913256e-15	-1.2705494209e-21	6.3527471044e-22
2	2.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-6.2621350954e-02	6.2621350954e-02	0.0000000000e+00	0.0000000000e+00	-3.6154453830e-02	-3.6154453830e-02	7.2308907663e-02	-4.1581009469e-12	-1.4060782710e-01	-1.4060782710e-01	-1.4060782711e-01	4.2182348132e-01	-2.0909991458e-05	-2.0909991458e-05	4.1819982910e-05	7.2158846891e-15	3.6217167586e-05	-3.6217167586e-05	-2.5410988418e-21	5.0821976835e-21	1.4454049733e-15	-1.4454043380e-15	-1.9058241313e-21	1.5881867761e-21
3	3.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-5.8798005329e-02	5.8798005329e-02	0.0000000000e+00	-5.2041704279e-18	-3.3947044204e-02	-3.3947044204e-02	6.7894088411e-02	-3.9118604189e-12	-1.3202301837e-01	-1.3202301837e-01	-1.3202301838e-01	3.9606905511e-01	-1.9633332249e-05	-1.9633332249e-05	3.9266664492e-05	6.7732443291e-15	3.4005928972e-05	-3.4005928972e-05	-3.1763735522e-21	5.7174723940e-21	1.3571561045e-15	-1.3571545163e-15	-1.2705494209e-21	6.3527471044e-22
4	4.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-5.5208094012e-02	5.5208094012e-02	0.0000000000e+00	-5.2041704279e-18	-3.1874407939e-02	-3.1874407939e-02	6.3748815881e-02	-3.6802227932e-12	-1.2396235500e-01	-1.2396235500e-01	-1.2396235501e-01	3.7188706501e-01	-1.8434619449e-05	-1.8434619449e-05	3.6869238892e-05	6.3577467164e-15	3.1929697499e-05	-3.1929697499e-05	-3.8116482626e-21	3.8116482626e-21	1.2742950006e-15	-1.2742937300e-15	-1.5881867761e-21	9.5291206566e-22
5	5.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-5.1837364676e-02	5.1837364676e-02	0.0000000000e+00	0.0000000000e+00	-2.9928316449e-02	-2.9928316449e-02	5.9856632902e-02	-3.4622617273e-12	-1.1639383531e-01	-1.1639383531e-01	-1.1639383532e-01	3.4918150594e-01	-1.7309094040e-05	-1.7309094040e-05	3.4618188075e-05	5.9677388661e-15	2.9980230306e-05	-2.9980230306e-05	-3.1763735522e-21	5.7174723940e-21	1.1964929068e-15	-1.1964919539e-15	-1.5881867761e-21	3.1763735522e-22
6	6.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-4.8672435168e-02	4.8672435168e-02	0.0000000000e+00	0.0000000000e+00	-2.8101043546e-02	-2.8101043546e-02	5.6202087095e-02	-3.2571861874e-12	-1.0928741148e-01	-1.0928741148e-01	-1.0928741148e-01	3.2786223443e-01	-1.6252287568e-05	-1.6252287568e-05	3.2504575131e-05	5.6016618143e-15	2.8149787803e-05	-2.8149787803e-05	-3.1763735522e-21	4.4469229731e-21	1.1234404444e-15	-1.1234398091e-15	-1.5881867761e-21	6.3527471044e-22
7	7.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	7.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-4.5700740383e-02	4.5700740383e-02	0.0000000000e+00	0.0000000000e+00	-2.6385334762e-02	-2.6385334762e-02	5.2770669526e-02	-3.0642467730e-12	-1.0261487024e-01	-1.0261487024e-01	-1.0261487024e-01	3.0784461072e-01	-1.5260004399e-05	-1.5260004399e-05	3.0520008793e-05	5.2580315590e-15	2.6431102939e-05	-2.6431102939e-05	-2.5410988418e-21	3.8116482626e-21	1.0548491986e-15	-1.0548482457e-15	-9.5291206566e-22	0.0000000000e+00
8	8.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	8.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-4.2910482377e-02	4.2910482377e-02	0.0000000000e+00	-2.6020852140e-18	-2.4774378551e-02	-2.4774378551e-02	4.9548757105e-02	-2.8827357168e-12	-9.6349720904e-02	-9.6349720904e-02	-9.6349720908e-02	2.8904916272e-01	-1.4328305063e-05	-1.4328305063e-05	2.8656610123e-05	4.9354898830e-15	2.4817352353e-05	-2.4817352353e-05	-1.9058241313e-21	4.4469229731e-21	9.9044568374e-16	-9.9044488965e-16	-1.2705494209e-21	4.7645603283e-22
9	9.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-4.0290583531e-02	4.0290583531e-02	0.0000000000e+00	2.6020852140e-18	-2.3261779247e-02	-2.3261779247e-02	4.6523558497e-02	-2.7119608642e-12	-9.0467090167e-02	-9.0467090167e-02	-9.0467090170e-02	2.7140127050e-01	-1.3453490617e-05	-1.3453490617e-05	2.6906981230e-05	4.6327281204e-15	2.3302129284e-05	-2.3302129284e-05	-2.2234614865e-21	6.0351097492e-21	9.2997388405e-16	-9.2997308996e-16	-1.1117307433e-21	4.7645603283e-22
10	1.000000e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.7830642570e-02	3.7830642570e-02	0.0000000000e+00	0.0000000000e+00	-2.1841531671e-02	-2.1841531671e-02	4.3683063344e-02	-2.5513289398e-12	-8.4943623359e-02	-8.4943623359e-02	-8.4943623363e-02	2.5483087008e-01	-1.2632087953e-05	-1.2632087953e-05	2.5264175902e-05	4.3485328965e-15	2.1879418137e-05	-2.1879418137e-05	-2.2234614865e-21	6.0351097492e-21	8.7319445980e-16	-8.7319350689e-16	-9.5291206566e-22	6.3527471044e-22
