#step	time	ux0	ux1	ux2	ux3	uy0	uy1	uy2	uy3	uz0	uz1	uz2	uz3	fx0	fx1	fx2	fx3	fy0	fy1	fy2	fy3	fz0	fz1	fz2	fz3	fx0	fx1	fx2	fx3	fy0	fy1	fy2	fy3	fz0	fz1	fz2	fz3	mx0	mx1	mx2	mx3	my0	my1	my2	my3	mz0	mz1	mz2	mz3
1	1.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.0000000000e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.1538954518e-01	-6.2388232703e-02	2.7777777789e-01	1.6037507478e-01	-5.6105464627e-01	1.4407945178e-01	2.5660011971e-01	-2.2680460582e-01	1.1266098811e+00	-1.2866961519e-01	-7.7113566005e-01	-5.8925565100e-05	3.8112727065e-04	5.0029636276e-05	1.7132062449e-04	1.1340230291e-04	3.8284403420e-04	5.9473623348e-06	-5.2291061907e-05	8.0187537391e-05	2.8324589653e-04	-1.5763626455e-05	3.9202796064e-05
2	2.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	8.0000000000e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-5.0300656988e-01	-6.0640460075e-02	5.6364702995e-01	2.4552318793e-01	-8.1312029988e-01	1.4004314379e-01	4.2755396816e-01	-3.4722222223e-01	1.9798369680e+00	-1.2557895098e-01	-1.5070357948e+00	-9.0210979564e-05	6.4011178797e-04	4.8985676633e-05	2.9400819074e-04	1.7361111111e-04	6.3561288122e-04	5.8290698579e-06	-1.1173933990e-04	1.2276159396e-04	4.5995445468e-04	-1.5376373828e-05	7.2176772399e-05
3	3.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.2000000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-7.9967936365e-01	-5.8949033417e-02	8.5862839707e-01	2.4552318793e-01	-9.0327309371e-01	1.3613696125e-01	5.2161294454e-01	-3.4722222223e-01	2.6799679486e+00	-1.2257624771e-01	-2.2101694786e+00	-9.0210979564e-05	8.3864136790e-04	4.7967247493e-05	3.7367266608e-04	1.7361111111e-04	8.1231800636e-04	5.7134930353e-06	-1.7911467560e-04	1.2276159396e-04	5.6493793516e-04	-1.5000370609e-05	9.8512289926e-05
4	4.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.6000000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.1092892854e+00	-5.7311968446e-02	1.1666012538e+00	2.4552318793e-01	-9.2987465037e-01	1.3235632164e-01	5.5199514081e-01	-3.4722222223e-01	3.3497152514e+00	-1.1965863834e-01	-2.8828343909e+00	-9.0210979564e-05	1.0101715669e-03	4.6973610209e-05	4.1959797400e-04	1.7361111111e-04	9.7421059832e-04	5.6005579114e-06	-2.5747946556e-04	1.2276159396e-04	6.5044086652e-04	-1.4635245026e-05	1.1626685703e-04
5	5.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.0000000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.4197712853e+00	-5.5727354068e-02	1.4754986394e+00	2.4552318793e-01	-9.5164661475e-01	1.2869681149e-01	5.7742661533e-01	-3.4722222223e-01	4.0172283823e+00	-1.1682335740e-01	-3.5531828027e+00	-9.0210979564e-05	1.1796908229e-03	4.6004050481e-05	4.6287048237e-04	1.7361111111e-04	1.1350135655e-03	5.4901928666e-06	-3.3662916141e-04	1.2276159396e-04	7.3437970402e-04	-1.4280638577e-05	1.3340270593e-04
6	6.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.4000000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.7311033444e+00	-5.4193349621e-02	1.7852966941e+00	2.4552318793e-01	-9.6870613556e-01	1.2515417997e-01	5.9802876766e-01	-3.4722222223e-01	4.6825622057e+00	-1.1406773724e-01	-4.2212722463e+00	-9.0210979564e-05	1.3472486084e-03	4.5057877485e-05	5.0355482981e-04	1.7361111111e-04	1.2947536777e-03	5.3823285361e-06	-4.1654355004e-04	1.2276159396e-04	8.1679153756e-04	-1.3936205544e-05	1.4993568171e-04
7	7.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.8000000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.0432640089e+00	-5.2708182222e-02	2.0959721911e+00	2.4552318793e-01	-9.8116737616e-01	1.2172433278e-01	6.1391985546e-01	-3.4722222223e-01	5.3457701822e+00	-1.1138920444e-01	-4.8871587555e+00	-9.0210979564e-05	1.5128931243e-03	4.4134423039e-05	5.4171398744e-04	1.7361111111e-04	1.4534570196e-03	5.2768977313e-06	-4.9720295400e-04	1.2276159396e-04	8.9771251949e-04	-1.3601612510e-05	1.6588121068e-04
8	8.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.2000000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.2005826632e+00	-5.1270144208e-02	2.2518528074e+00	2.4552318793e-01	-9.8882021005e-01	1.1840332624e-01	6.2489369588e-01	-3.4722222223e-01	5.6693366682e+00	-1.0878527628e-01	-5.2133291697e+00	-9.0210979564e-05	1.5845429087e-03	4.3233040798e-05	5.7182790879e-04	1.7361111111e-04	1.5351422409e-03	5.1738353646e-06	-5.4427786015e-04	1.2276159396e-04	9.3462586614e-04	-1.3276537908e-05	1.7871344171e-04
9	9.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.6000000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.2995583805e+00	-4.9877590688e-02	2.3494359711e+00	2.4552318793e-01	-9.9514835788e-01	1.1518736164e-01	6.3443780832e-01	-3.4722222223e-01	5.8655772446e+00	-1.0625355745e-01	-5.4121014650e+00	-9.0210979564e-05	1.6211102883e-03	4.2353105480e-05	5.9912128590e-04	1.7361111111e-04	1.5880269239e-03	5.0730783767e-06	-5.7861781747e-04	1.2276159396e-04	9.5509961565e-04	-1.2960671581e-05	1.9046371944e-04
10	1.000000e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.0000000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.3985646740e+00	-4.8528937172e-02	2.4470936112e+00	2.4552318793e-01	-1.0007895745e+00	1.1207277976e-01	6.4319360682e-01	-3.4722222223e-01	6.0615634009e+00	-1.0379173679e-01	-5.6105494419e+00	-9.0210979564e-05	1.6574277145e-03	4.1494012118e-05	6.2596702978e-04	1.7361111111e-04	1.6407872200e-03	4.9745656664e-06	-6.1302365195e-04	1.2276159396e-04	9.7527962153e-04	-1.2653714361e-05	2.0215666524e-04
11	1.100000e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.4000000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.4976021978e+00	-4.7222657304e-02	2.5448248551e+00	2.4552318793e-01	-1.0057495708e+00	1.0905605563e-01	6.5117032722e-01	-3.4722222223e-01	6.2572967066e+00	-1.0139758420e-01	-5.8086769001e+00	-9.0210979564e-05	1.6934972349e-03	4.0655175344e-05	6.5237038487e-04	1.7361111111e-04	1.6934239138e-03	4.8782380231e-06	-6.4749459178e-04	1.2276159396e-04	9.9516884891e-04	-1.2355377660e-05	2.1379295082e-04
