#step	time	stress_0_0	stress_0_1	stress_0_2	strain_0_0	strain_0_1	strain_0_2	stress_1_0	stress_1_1	stress_1_2	strain_1_0	strain_1_1	strain_1_2	stress_2_0	stress_2_1	stress_2_2	strain_2_0	strain_2_1	strain_2_2	stress_3_0	stress_3_1	stress_3_2	strain_3_0	strain_3_1	strain_3_2	stress_4_0	stress_4_1	stress_4_2	strain_4_0	strain_4_1	strain_4_2	stress_5_0	stress_5_1	stress_5_2	strain_5_0	strain_5_1	strain_5_2	stress_6_0	stress_6_1	stress_6_2	strain_6_0	strain_6_1	strain_6_2	stress_7_0	stress_7_1	stress_7_2	strain_7_0	strain_7_1	strain_7_2	stress_8_0	stress_8_1	stress_8_2	strain_8_0	strain_8_1	strain_8_2	stress_9_0	stress_9_1	stress_9_2	strain_9_0	strain_9_1	strain_9_2	stress_10_0	stress_10_1	stress_10_2	strain_10_0	strain_10_1	strain_10_2	stress_11_0	stress_11_1	stress_11_2	strain_11_0	strain_11_1	strain_11_2
1	1.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.8490017961e+06	-3.0792014357e+06	1.0886621083e+06	-1.2830005987e-04	-5.1320023928e-04	1.8144368472e-04	2.7094282794e+06	-2.1675426236e+06	-7.6634204380e+05	1.2830005981e-04	-5.1320023927e-04	-1.8144368464e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.7094282795e+06	2.1675426228e+06	7.6634204385e+05	1.2830005987e-04	5.1320023928e-04	1.8144368472e-04	-3.8490017943e+06	3.0792014356e+06	-1.0886621078e+06	-1.2830005981e-04	5.1320023927e-04	-1.8144368464e-04	-3.8490017954e+06	1.0886621081e+06	3.0792014362e+06	-1.2830005985e-04	1.8144368469e-04	5.1320023937e-04	2.7094282794e+06	-7.6634204380e+05	2.1675426235e+06	1.2830005985e-04	-1.8144368469e-04	5.1320023937e-04
2	2.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-7.6980035923e+06	-6.1584028713e+06	2.1773242167e+06	-2.5660011974e-04	-1.0264004786e-03	3.6288736945e-04	2.6851615987e+06	-2.1481292791e+06	-7.5947839001e+05	2.5660011962e-04	-1.0264004785e-03	-3.6288736928e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.6851615989e+06	2.1481292782e+06	7.5947839006e+05	2.5660011974e-04	1.0264004786e-03	3.6288736945e-04	-7.6980035886e+06	6.1584028712e+06	-2.1773242157e+06	-2.5660011962e-04	1.0264004785e-03	-3.6288736928e-04	-7.6980035907e+06	2.1773242162e+06	6.1584028725e+06	-2.5660011969e-04	3.6288736937e-04	1.0264004787e-03	2.6851615987e+06	-7.5947839001e+05	2.1481292789e+06	2.5660011969e-04	-3.6288736937e-04	1.0264004787e-03
3	3.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.1547005388e+07	-9.2376043070e+06	3.2659863250e+06	-3.8490017961e-04	-1.5396007178e-03	5.4433105417e-04	2.6611122597e+06	-2.1288898079e+06	-7.5267620975e+05	3.8490017943e-04	-1.5396007178e-03	-5.4433105391e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.6611122599e+06	2.1288898071e+06	7.5267620980e+05	3.8490017961e-04	1.5396007178e-03	5.4433105417e-04	-1.1547005383e+07	9.2376043068e+06	-3.2659863235e+06	-3.8490017943e-04	1.5396007178e-03	-5.4433105391e-04	-1.1547005386e+07	3.2659863244e+06	9.2376043087e+06	-3.8490017954e-04	5.4433105406e-04	1.5396007181e-03	2.6611122598e+06	-7.5267620975e+05	2.1288898078e+06	3.8490017954e-04	-5.4433105406e-04	1.5396007181e-03
4	4.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.5396007185e+07	-1.2316805743e+07	4.3546484334e+06	-5.1320023949e-04	-2.0528009571e-03	7.2577473890e-04	2.6372783159e+06	-2.1098226528e+06	-7.4593495243e+05	5.1320023924e-04	-2.0528009571e-03	-7.2577473855e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.6372783161e+06	2.1098226520e+06	7.4593495247e+05	5.1320023949e-04	2.0528009571e-03	7.2577473890e-04	-1.5396007177e+07	1.2316805742e+07	-4.3546484313e+06	-5.1320023924e-04	2.0528009571e-03	-7.2577473855e-04	-1.5396007181e+07	4.3546484325e+06	1.2316805745e+07	-5.1320023938e-04	7.2577473875e-04	2.0528009575e-03	2.6372783159e+06	-7.4593495243e+05	2.1098226527e+06	5.1320023938e-04	-7.2577473875e-04	2.0528009575e-03
5	5.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.9245008981e+07	-1.4217252377e+07	5.0265577849e+06	-6.4150029936e-04	-2.5660011964e-03	9.0721842362e-04	2.6136578381e+06	-2.0909262705e+06	-7.3925407240e+05	6.4150029905e-04	-2.5660011963e-03	-9.0721842319e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.6136578382e+06	2.0909262697e+06	7.3925407244e+05	6.4150029936e-04	2.5660011964e-03	9.0721842362e-04	-1.9245008971e+07	1.4217252374e+07	-5.0265577817e+06	-6.4150029905e-04	2.5660011963e-03	-9.0721842319e-04	-1.9245008977e+07	5.0265577827e+06	1.4217252376e+07	-6.4150029923e-04	9.0721842343e-04	2.5660011969e-03	2.6136578380e+06	-7.3925407239e+05	2.0909262704e+06	6.4150029923e-04	-9.0721842343e-04	2.5660011969e-03
6	6.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.3094010777e+07	-1.5620055359e+07	5.5225235358e+06	-7.6980035923e-04	-3.0792014357e-03	1.0886621083e-03	2.5902489143e+06	-2.0721991315e+06	-7.3263302890e+05	7.6980035886e-04	-3.0792014356e-03	-1.0886621078e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.5902489144e+06	2.0721991307e+06	7.3263302893e+05	7.6980035923e-04	3.0792014357e-03	1.0886621083e-03	-2.3094010766e+07	1.5620055356e+07	-5.5225235321e+06	-7.6980035886e-04	3.0792014356e-03	-1.0886621078e-03	-2.3094010772e+07	5.5225235332e+06	1.5620055358e+07	-7.6980035907e-04	1.0886621081e-03	3.0792014362e-03	2.5902489142e+06	-7.3263302889e+05	2.0721991314e+06	7.6980035907e-04	-1.0886621081e-03	3.0792014362e-03
7	7.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.6943012573e+07	-1.7014178217e+07	6.0154203994e+06	-8.9810041910e-04	-3.5924016749e-03	1.2701057931e-03	2.5670496498e+06	-2.0536397199e+06	-7.2607128600e+05	8.9810041867e-04	-3.5924016749e-03	-1.2701057925e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.5670496499e+06	2.0536397191e+06	7.2607128603e+05	8.9810041910e-04	3.5924016749e-03	1.2701057931e-03	-2.6943012560e+07	1.7014178214e+07	-6.0154203953e+06	-8.9810041867e-04	3.5924016749e-03	-1.2701057925e-03	-2.6943012567e+07	6.0154203966e+06	1.7014178216e+07	-8.9810041892e-04	1.2701057928e-03	3.5924016756e-03	2.5670496498e+06	-7.2607128600e+05	2.0536397198e+06	8.9810041892e-04	-1.2701057928e-03	3.5924016756e-03
8	8.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.0792014369e+07	-1.8399676457e+07	6.5052679999e+06	-1.0264004790e-03	-4.1056019142e-03	1.4515494778e-03	2.5440581668e+06	-2.0352465336e+06	-7.1956831260e+05	1.0264004785e-03	-4.1056019141e-03	-1.4515494771e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.5440581669e+06	2.0352465327e+06	7.1956831263e+05	1.0264004790e-03	4.1056019142e-03	1.4515494778e-03	-3.0792014354e+07	1.8399676453e+07	-6.5052679954e+06	-1.0264004785e-03	4.1056019141e-03	-1.4515494771e-03	-3.0792014363e+07	6.5052679968e+06	1.8399676456e+07	-1.0264004788e-03	1.4515494775e-03	4.1056019150e-03	2.5440581668e+06	-7.1956831259e+05	2.0352465334e+06	1.0264004788e-03	-1.4515494775e-03	4.1056019150e-03
9	9.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.4641016165e+07	-1.9776605228e+07	6.9920858356e+06	-1.1547005388e-03	-4.6188021535e-03	1.6329931625e-03	2.5212726044e+06	-2.0170180836e+06	-7.1312358233e+05	1.1547005383e-03	-4.6188021534e-03	-1.6329931617e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.5212726045e+06	2.0170180828e+06	7.1312358235e+05	1.1547005388e-03	4.6188021535e-03	1.6329931625e-03	-3.4641016149e+07	1.9776605223e+07	-6.9920858306e+06	-1.1547005383e-03	4.6188021534e-03	-1.6329931617e-03	-3.4641016158e+07	6.9920858322e+06	1.9776605226e+07	-1.1547005386e-03	1.6329931622e-03	4.6188021544e-03	2.5212726044e+06	-7.1312358232e+05	2.0170180835e+06	1.1547005386e-03	-1.6329931622e-03	4.6188021544e-03
10	1.000000e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.8490017961e+07	-2.1145019327e+07	7.4758932802e+06	-1.2830005987e-03	-5.1320023928e-03	1.8144368472e-03	2.4986911183e+06	-1.9989528947e+06	-7.0673657353e+05	1.2830005981e-03	-5.1320023927e-03	-1.8144368464e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.4986911183e+06	1.9989528939e+06	7.0673657355e+05	1.2830005987e-03	5.1320023928e-03	1.8144368472e-03	-3.8490017943e+07	2.1145019321e+07	-7.4758932748e+06	-1.2830005981e-03	5.1320023927e-03	-1.8144368464e-03	-3.8490017954e+07	7.4758932765e+06	2.1145019325e+07	-1.2830005985e-03	1.8144368469e-03	5.1320023937e-03	2.4986911182e+06	-7.0673657352e+05	1.9989528946e+06	1.2830005985e-03	-1.8144368469e-03	5.1320023937e-03
