#step	time	ux0	ux1	ux2	ux3	uy0	uy1	uy2	uy3	uz0	uz1	uz2	uz3	fx0	fx1	fx2	fx3	fy0	fy1	fy2	fy3	fz0	fz1	fz2	fz3	fx0	fx1	fx2	fx3	fy0	fy1	fy2	fy3	fz0	fz1	fz2	fz3	mx0	mx1	mx2	mx3	my0	my1	my2	my3	mz0	mz1	mz2	mz3
1	1.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-6.6481231629e-02	6.6481231629e-02	-5.2041704279e-18	0.0000000000e+00	-1.5353182791e-01	-1.5353182791e-01	4.4323009402e-01	-1.3616643821e-01	0.0000000000e+00	0.0000000000e+00	-1.1003909923e-01	1.1003909923e-01	1.7410862855e-05	1.7410862855e-05	-2.5556773111e-05	-5.6913280271e-05	-7.5391247671e-06	7.5391247671e-06	-1.9058241313e-21	2.5410988418e-21	-3.6250570475e-05	3.6250570475e-05	-9.5291206566e-21	3.1763735522e-21
2	2.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-6.2153927995e-02	6.2153927995e-02	0.0000000000e+00	0.0000000000e+00	-1.4353834824e-01	-1.4353834824e-01	4.1751690614e-01	-1.3044020967e-01	0.0000000000e+00	0.0000000000e+00	-1.0541160777e-01	1.0541160777e-01	1.6277579246e-05	1.6277579246e-05	-2.3679826395e-05	-5.4519897189e-05	-7.0483985696e-06	7.0483985696e-06	-3.1763735522e-21	3.1763735522e-21	-3.3890998886e-05	3.3890998886e-05	-1.2705494209e-20	3.8116482626e-21
3	3.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-5.8108291176e-02	5.8108291176e-02	0.0000000000e+00	0.0000000000e+00	-1.3419535021e-01	-1.3419535021e-01	3.9334548754e-01	-1.2495478712e-01	0.0000000000e+00	0.0000000000e+00	-1.0097871693e-01	1.0097871693e-01	1.5218061754e-05	1.5218061754e-05	-2.1934027140e-05	-5.2227163420e-05	-6.5896140376e-06	6.5896140376e-06	-2.8587361970e-21	2.5410988418e-21	-3.1685013241e-05	3.1685013241e-05	-1.1434944788e-20	3.8116482626e-21
4	4.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-5.4325987308e-02	5.4325987308e-02	5.2041704279e-18	0.0000000000e+00	-1.2546049358e-01	-1.2546049358e-01	3.7062103107e-01	-1.1970004390e-01	0.0000000000e+00	0.0000000000e+00	-9.6732243145e-02	9.6732243145e-02	1.4227508897e-05	1.4227508897e-05	-2.0310461415e-05	-5.0030846343e-05	-6.1606920686e-06	6.1606920686e-06	-1.9058241313e-21	2.5410988418e-21	-2.9622616538e-05	2.9622616538e-05	-1.2070219498e-20	3.1763735522e-21
5	5.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-5.0789875889e-02	5.0789875889e-02	5.2041704279e-18	0.0000000000e+00	-1.1729419407e-01	-1.1729419407e-01	3.4925466736e-01	-1.1466627922e-01	0.0000000000e+00	0.0000000000e+00	-9.2664346986e-02	9.2664346986e-02	1.3301431725e-05	1.3301431725e-05	-1.8800811376e-05	-4.7926891332e-05	-5.7596888904e-06	5.7596888904e-06	-2.8587361970e-21	2.5410988418e-21	-2.7694462486e-05	2.7694462486e-05	-8.8938459462e-21	2.5410988418e-21
6	6.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-4.7483932105e-02	4.7483932105e-02	0.0000000000e+00	0.0000000000e+00	-1.0965944393e-01	-1.0965944393e-01	3.2916308810e-01	-1.0984420024e-01	0.0000000000e+00	0.0000000000e+00	-8.8767518701e-02	8.8767518701e-02	1.2435633478e-05	1.2435633478e-05	-1.7397315798e-05	-4.5911414271e-05	-5.3847872519e-06	5.3847872519e-06	-2.8587361970e-21	2.5410988418e-21	-2.5891813148e-05	2.5891813148e-05	-8.8938459462e-21	2.5410988418e-21
7	7.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	7.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-4.4393174203e-02	4.4393174203e-02	2.6020852140e-18	0.0000000000e+00	-1.0252164431e-01	-1.0252164431e-01	3.1026819351e-01	-1.0522490490e-01	0.0000000000e+00	0.0000000000e+00	-8.5034564345e-02	8.5034564345e-02	1.1626190562e-05	1.1626190562e-05	-1.6092733205e-05	-4.3980694381e-05	-5.0342881882e-06	5.0342881882e-06	-1.9058241313e-21	1.9058241313e-21	-2.4206499348e-05	2.4206499348e-05	-8.8938459462e-21	2.5410988418e-21
8	8.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	8.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-4.1503595606e-02	4.1503595606e-02	0.0000000000e+00	0.0000000000e+00	-9.5848448381e-02	-9.5848448381e-02	2.9249676227e-01	-1.0079986550e-01	0.0000000000e+00	0.0000000000e+00	-8.1458592503e-02	8.1458592503e-02	1.0869434777e-05	1.0869434777e-05	-1.4880307428e-05	-4.2131167358e-05	-4.7066033208e-06	4.7066033208e-06	-1.9058241313e-21	2.2234614865e-21	-2.2630883644e-05	2.2630883644e-05	-5.0821976835e-21	2.5410988418e-21
9	9.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.8802101430e-02	3.8802101430e-02	-2.6020852140e-18	0.0000000000e+00	-8.9609614822e-02	-8.9609614822e-02	2.7578014263e-01	-9.6560912984e-02	0.0000000000e+00	0.0000000000e+00	-7.8033001564e-02	7.8033001564e-02	1.0161936684e-05	1.0161936684e-05	-1.3753735428e-05	-4.0359418783e-05	-4.4002476599e-06	4.4002476599e-06	-2.5410988418e-21	2.2234614865e-21	-2.1157825720e-05	2.1157825720e-05	-5.0821976835e-21	2.5410988418e-21
10	1.000000e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.6276449145e-02	3.6276449145e-02	0.0000000000e+00	0.0000000000e+00	-8.3776870717e-02	-8.3776870717e-02	2.6005396323e-01	-9.2500221799e-02	0.0000000000e+00	0.0000000000e+00	-7.4751467537e-02	7.4751467537e-02	9.5004900700e-06	9.5004900700e-06	-1.2707137240e-05	-3.8662177829e-05	-4.1138328745e-06	4.1138328745e-06	-1.9058241313e-21	1.5881867761e-21	-1.9780650029e-05	1.9780650029e-05	-8.2585712357e-21	1.9058241313e-21
