#step	time	ux0	ux1	ux2	ux3	uy0	uy1	uy2	uy3	uz0	uz1	uz2	uz3	fx0	fx1	fx2	fx3	fy0	fy1	fy2	fy3	fz0	fz1	fz2	fz3	fx0	fx1	fx2	fx3	fy0	fy1	fy2	fy3	fz0	fz1	fz2	fz3	mx0	mx1	mx2	mx3	my0	my1	my2	my3	mz0	mz1	mz2	mz3
1	1.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.4433756734e-01	-1.4433756734e-01	0.0000000000e+00	-1.0408340856e-17	8.3333333361e-02	8.3333333361e-02	-1.6666666673e-01	4.6847525859e-12	-1.1785113024e-01	-1.1785113024e-01	-1.1785113025e-01	3.5355339072e-01	-5.1031036328e-05	-5.1031036328e-05	1.0206207266e-04	6.9860499221e-15	8.8388347678e-05	-8.8388347678e-05	-3.1763735522e-21	1.3340768919e-20	-2.2089194131e-15	2.2089156015e-15	5.0821976835e-21	-1.9058241313e-21
2	2.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-6.2621350955e-02	6.2621350955e-02	0.0000000000e+00	0.0000000000e+00	-3.6154453832e-02	-3.6154453832e-02	7.2308907666e-02	-2.7236754518e-12	-1.4060782710e-01	-1.4060782710e-01	-1.4060782711e-01	4.2182348132e-01	-2.0909991457e-05	-2.0909991457e-05	4.1819982911e-05	3.7289494714e-15	3.6217167585e-05	-3.6217167585e-05	-4.4469229731e-21	5.7174723940e-21	9.5834874663e-16	-9.5834779372e-16	-1.9058241313e-21	1.2705494209e-21
3	3.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-5.8798005330e-02	5.8798005330e-02	0.0000000000e+00	5.2041704279e-18	-3.3947044206e-02	-3.3947044206e-02	6.7894088414e-02	-2.5787705304e-12	-1.3202301837e-01	-1.3202301837e-01	-1.3202301837e-01	3.9606905511e-01	-1.9633332248e-05	-1.9633332248e-05	3.9266664494e-05	3.4954491694e-15	3.4005928972e-05	-3.4005928972e-05	-3.8116482626e-21	6.3527471044e-21	8.9983676943e-16	-8.9983549888e-16	-1.5881867761e-21	1.2705494209e-21
4	4.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	4.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-5.5208094013e-02	5.5208094013e-02	0.0000000000e+00	5.2041704279e-18	-3.1874407941e-02	-3.1874407941e-02	6.3748815884e-02	-2.4414116562e-12	-1.2396235500e-01	-1.2396235500e-01	-1.2396235501e-01	3.7188706501e-01	-1.8434619448e-05	-1.8434619448e-05	3.6869238893e-05	3.2765703501e-15	3.1929697498e-05	-3.1929697498e-05	-3.1763735522e-21	4.4469229731e-21	8.4489694192e-16	-8.4489630664e-16	-1.9058241313e-21	1.2705494209e-21
5	5.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	5.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-5.1837364677e-02	5.1837364677e-02	0.0000000000e+00	0.0000000000e+00	-2.9928316451e-02	-2.9928316451e-02	5.9856632904e-02	-2.3112137204e-12	-1.1639383531e-01	-1.1639383531e-01	-1.1639383532e-01	3.4918150594e-01	-1.7309094039e-05	-1.7309094039e-05	3.4618188076e-05	3.0713842419e-15	2.9980230305e-05	-2.9980230305e-05	-3.8116482626e-21	3.8116482626e-21	7.9331231779e-16	-7.9331136488e-16	-1.5881867761e-21	9.5291206566e-22
6	6.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	6.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-4.8672435169e-02	4.8672435169e-02	0.0000000000e+00	0.0000000000e+00	-2.8101043548e-02	-2.8101043548e-02	5.6202087097e-02	-2.1878124312e-12	-1.0928741147e-01	-1.0928741147e-01	-1.0928741148e-01	3.2786223443e-01	-1.6252287567e-05	-1.6252287567e-05	3.2504575132e-05	2.8790446589e-15	2.8149787802e-05	-2.8149787802e-05	-2.5410988418e-21	6.3527471044e-21	7.4487675041e-16	-7.4487547986e-16	-1.2705494209e-21	6.3527471044e-22
7	7.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	7.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-4.5700740384e-02	4.5700740384e-02	0.0000000000e+00	0.0000000000e+00	-2.6385334763e-02	-2.6385334763e-02	5.2770669529e-02	-2.0708539050e-12	-1.0261487024e-01	-1.0261487024e-01	-1.0261487024e-01	3.0784461072e-01	-1.5260004398e-05	-1.5260004398e-05	3.0520008795e-05	2.6987333673e-15	2.6431102938e-05	-2.6431102938e-05	-2.8587361970e-21	4.1292856179e-21	6.9939806916e-16	-6.9939711625e-16	-1.5881867761e-21	1.2705494209e-21
8	8.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	8.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-4.2910482378e-02	4.2910482378e-02	0.0000000000e+00	-2.6020852140e-18	-2.4774378553e-02	-2.4774378553e-02	4.9548757107e-02	-1.9600362999e-12	-9.6349720904e-02	-9.6349720904e-02	-9.6349720908e-02	2.8904916272e-01	-1.4328305063e-05	-1.4328305063e-05	2.8656610124e-05	2.5297147190e-15	2.4817352352e-05	-2.4817352352e-05	-3.1763735522e-21	4.4469229731e-21	6.5669633250e-16	-6.5669537958e-16	-1.2705494209e-21	6.3527471044e-22
9	9.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	9.0000000000e-06	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-4.0290583533e-02	4.0290583533e-02	0.0000000000e+00	0.0000000000e+00	-2.3261779249e-02	-2.3261779249e-02	4.6523558499e-02	-1.8550265490e-12	-9.0467090167e-02	-9.0467090167e-02	-9.0467090171e-02	2.7140127050e-01	-1.3453490616e-05	-1.3453490616e-05	2.6906981231e-05	2.3712759356e-15	2.3302129284e-05	-2.3302129284e-05	-3.1763735522e-21	4.4469229731e-21	6.1660176324e-16	-6.1660096915e-16	-1.2705494209e-21	7.9409338805e-22
10	1.000000e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	1.0000000000e-05	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.7830642571e-02	3.7830642571e-02	0.0000000000e+00	0.0000000000e+00	-2.1841531672e-02	-2.1841531672e-02	4.3683063346e-02	-1.7555124021e-12	-8.4943623359e-02	-8.4943623359e-02	-8.4943623363e-02	2.5483087008e-01	-1.2632087952e-05	-1.2632087952e-05	2.5264175903e-05	2.2227550611e-15	2.1879418137e-05	-2.1879418137e-05	-2.5410988418e-21	2.5410988418e-21	5.7895522508e-16	-5.7895427217e-16	-1.1117307433e-21	3.1763735522e-22
