#step	time	stress_0_0	stress_0_1	stress_0_2	strain_0_0	strain_0_1	strain_0_2	stress_1_0	stress_1_1	stress_1_2	strain_1_0	strain_1_1	strain_1_2	stress_2_0	stress_2_1	stress_2_2	strain_2_0	strain_2_1	strain_2_2	stress_3_0	stress_3_1	stress_3_2	strain_3_0	strain_3_1	strain_3_2	stress_4_0	stress_4_1	stress_4_2	strain_4_0	strain_4_1	strain_4_2	stress_5_0	stress_5_1	stress_5_2	strain_5_0	strain_5_1	strain_5_2	stress_6_0	stress_6_1	stress_6_2	strain_6_0	strain_6_1	strain_6_2	stress_7_0	stress_7_1	stress_7_2	strain_7_0	strain_7_1	strain_7_2	stress_8_0	stress_8_1	stress_8_2	strain_8_0	strain_8_1	strain_8_2	stress_9_0	stress_9_1	stress_9_2	strain_9_0	strain_9_1	strain_9_2	stress_10_0	stress_10_1	stress_10_2	strain_10_0	strain_10_1	strain_10_2	stress_11_0	stress_11_1	stress_11_2	strain_11_0	strain_11_1	strain_11_2
1	1.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.8490017959e+06	-3.0792014358e+06	1.0886621082e+06	-1.2830005986e-04	-5.1320023931e-04	1.8144368470e-04	0.0000000000e+00	-3.0792014358e+06	-1.0886621080e+06	1.2830005983e-04	-5.1320023930e-04	-1.8144368466e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	3.0792014358e+06	1.0886621082e+06	1.2830005986e-04	5.1320023931e-04	1.8144368470e-04	-3.8490017950e+06	3.0792014358e+06	-1.0886621080e+06	-1.2830005983e-04	5.1320023930e-04	-1.8144368466e-04	-3.8490017956e+06	1.0886621081e+06	3.0792014361e+06	-1.2830005985e-04	1.8144368469e-04	5.1320023934e-04	0.0000000000e+00	-1.0886621081e+06	3.0792014361e+06	1.2830005985e-04	-1.8144368469e-04	5.1320023934e-04
2	2.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-7.6980035918e+06	-6.1584028717e+06	2.1773242164e+06	-2.5660011973e-04	-1.0264004786e-03	3.6288736941e-04	2.6851615987e+06	-2.1481292789e+06	-7.5947838999e+05	2.5660011966e-04	-1.0264004786e-03	-3.6288736932e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.6851615988e+06	2.1481292784e+06	7.5947839001e+05	2.5660011973e-04	1.0264004786e-03	3.6288736941e-04	-7.6980035899e+06	6.1584028716e+06	-2.1773242159e+06	-2.5660011966e-04	1.0264004786e-03	-3.6288736932e-04	-7.6980035911e+06	2.1773242162e+06	6.1584028721e+06	-2.5660011970e-04	3.6288736937e-04	1.0264004787e-03	2.6851615988e+06	-7.5947838999e+05	2.1481292787e+06	2.5660011970e-04	-3.6288736937e-04	1.0264004787e-03
3	3.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.1547005388e+07	-9.2376043075e+06	3.2659863247e+06	-3.8490017959e-04	-1.5396007179e-03	5.4433105411e-04	2.6611122598e+06	-2.1288898077e+06	-7.5267620973e+05	3.8490017950e-04	-1.5396007179e-03	-5.4433105398e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.6611122599e+06	2.1288898073e+06	7.5267620975e+05	3.8490017959e-04	1.5396007179e-03	5.4433105411e-04	-1.1547005385e+07	9.2376043074e+06	-3.2659863239e+06	-3.8490017950e-04	1.5396007179e-03	-5.4433105398e-04	-1.1547005387e+07	3.2659863244e+06	9.2376043082e+06	-3.8490017956e-04	5.4433105406e-04	1.5396007180e-03	2.6611122598e+06	-7.5267620972e+05	2.1288898076e+06	3.8490017956e-04	-5.4433105406e-04	1.5396007180e-03
4	4.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.5396007184e+07	-1.2316805743e+07	4.3546484329e+06	-5.1320023945e-04	-2.0528009572e-03	7.2577473882e-04	2.6372783160e+06	-2.1098226526e+06	-7.4593495241e+05	5.1320023933e-04	-2.0528009572e-03	-7.2577473864e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.6372783160e+06	2.1098226522e+06	7.4593495243e+05	5.1320023945e-04	2.0528009572e-03	7.2577473882e-04	-1.5396007180e+07	1.2316805743e+07	-4.3546484319e+06	-5.1320023933e-04	2.0528009572e-03	-7.2577473864e-04	-1.5396007182e+07	4.3546484325e+06	1.2316805744e+07	-5.1320023941e-04	7.2577473875e-04	2.0528009574e-03	2.6372783160e+06	-7.4593495240e+05	2.1098226525e+06	5.1320023941e-04	-7.2577473875e-04	2.0528009574e-03
5	5.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-1.9245008979e+07	-1.4213653576e+07	5.0252854158e+06	-6.4150029931e-04	-2.5660011965e-03	9.0721842352e-04	2.6136578381e+06	-2.0909262703e+06	-7.3925407237e+05	6.4150029916e-04	-2.5660011965e-03	-9.0721842330e-04	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.6136578381e+06	2.0909262699e+06	7.3925407239e+05	6.4150029931e-04	2.5660011965e-03	9.0721842352e-04	-1.9245008975e+07	1.4213653575e+07	-5.0252854142e+06	-6.4150029916e-04	2.5660011965e-03	-9.0721842330e-04	-1.9245008978e+07	5.0252854149e+06	1.4213653576e+07	-6.4150029926e-04	9.0721842343e-04	2.5660011967e-03	2.6136578381e+06	-7.3925407237e+05	2.0909262702e+06	6.4150029926e-04	-9.0721842343e-04	2.5660011967e-03
6	6.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.3094010775e+07	-1.5614884090e+07	5.5206952153e+06	-7.6980035918e-04	-3.0792014358e-03	1.0886621082e-03	2.5902489143e+06	-2.0721991313e+06	-7.3263302887e+05	7.6980035899e-04	-3.0792014358e-03	-1.0886621080e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.5902489143e+06	2.0721991309e+06	7.3263302889e+05	7.6980035918e-04	3.0792014358e-03	1.0886621082e-03	-2.3094010770e+07	1.5614884089e+07	-5.5206952134e+06	-7.6980035899e-04	3.0792014358e-03	-1.0886621080e-03	-2.3094010773e+07	5.5206952142e+06	1.5614884090e+07	-7.6980035911e-04	1.0886621081e-03	3.0792014361e-03	2.5902489143e+06	-7.3263302886e+05	2.0721991312e+06	7.6980035911e-04	-1.0886621081e-03	3.0792014361e-03
7	7.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-2.6943012571e+07	-1.7007154477e+07	6.0129371312e+06	-8.9810041904e-04	-3.5924016751e-03	1.2701057929e-03	2.5670496498e+06	-2.0536397197e+06	-7.2607128598e+05	8.9810041882e-04	-3.5924016751e-03	-1.2701057926e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.5670496498e+06	2.0536397193e+06	7.2607128599e+05	8.9810041904e-04	3.5924016751e-03	1.2701057929e-03	-2.6943012565e+07	1.7007154475e+07	-6.0129371292e+06	-8.9810041882e-04	3.5924016751e-03	-1.2701057926e-03	-2.6943012569e+07	6.0129371301e+06	1.7007154477e+07	-8.9810041897e-04	1.2701057928e-03	3.5924016754e-03	2.5670496498e+06	-7.2607128597e+05	2.0536397196e+06	8.9810041897e-04	-1.2701057928e-03	3.5924016754e-03
8	8.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.0792014367e+07	-1.8390522032e+07	6.5020314206e+06	-1.0264004789e-03	-4.1056019144e-03	1.4515494776e-03	2.5440581668e+06	-2.0352465334e+06	-7.1956831257e+05	1.0264004787e-03	-4.1056019144e-03	-1.4515494773e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.5440581669e+06	2.0352465329e+06	7.1956831259e+05	1.0264004789e-03	4.1056019144e-03	1.4515494776e-03	-3.0792014360e+07	1.8390522029e+07	-6.5020314184e+06	-1.0264004787e-03	4.1056019144e-03	-1.4515494773e-03	-3.0792014365e+07	6.5020314194e+06	1.8390522031e+07	-1.0264004788e-03	1.4515494775e-03	4.1056019147e-03	2.5440581668e+06	-7.1956831256e+05	2.0352465332e+06	1.0264004788e-03	-1.4515494775e-03	4.1056019147e-03
9	9.000000e-02	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.4641016163e+07	-1.9765043683e+07	6.9879982109e+06	-1.1547005388e-03	-4.6188021538e-03	1.6329931623e-03	2.5212726044e+06	-2.0170180834e+06	-7.1312358230e+05	1.1547005385e-03	-4.6188021537e-03	-1.6329931619e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.5212726045e+06	2.0170180830e+06	7.1312358231e+05	1.1547005388e-03	4.6188021538e-03	1.6329931623e-03	-3.4641016155e+07	1.9765043680e+07	-6.9879982084e+06	-1.1547005385e-03	4.6188021537e-03	-1.6329931619e-03	-3.4641016160e+07	6.9879982095e+06	1.9765043682e+07	-1.1547005387e-03	1.6329931622e-03	4.6188021541e-03	2.5212726044e+06	-7.1312358229e+05	2.0170180833e+06	1.1547005387e-03	-1.6329931622e-03	4.6188021541e-03
10	1.000000e-01	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	-3.8490017959e+07	-2.1130775995e+07	7.4708575007e+06	-1.2830005986e-03	-5.1320023931e-03	1.8144368470e-03	2.4986911183e+06	-1.9989528945e+06	-7.0673657350e+05	1.2830005983e-03	-5.1320023930e-03	-1.8144368466e-03	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	0.0000000000e+00	2.4986911183e+06	1.9989528941e+06	7.0673657351e+05	1.2830005986e-03	5.1320023931e-03	1.8144368470e-03	-3.8490017950e+07	2.1130775992e+07	-7.4708574981e+06	-1.2830005983e-03	5.1320023930e-03	-1.8144368466e-03	-3.8490017956e+07	7.4708574992e+06	2.1130775994e+07	-1.2830005985e-03	1.8144368469e-03	5.1320023934e-03	2.4986911183e+06	-7.0673657349e+05	1.9989528944e+06	1.2830005985e-03	-1.8144368469e-03	5.1320023934e-03
